"area_ctry","int","pa","alt","slope","ddefor","dedge","driver","droad","dtown","Vrho"
"India",-0.778197244376781,-0.129418012139115,-0.341492043413363,-0.157971720660097,-3.00485394665335,-2.15749777191236,0,-0.193257691185612,-0.0122368061184263,2.13719123252717
"Brazil",-2.65960414391632,-0.642915015011052,-0.1014921236485,-0.029427222904985,-1.97023208269322,-3.84401020389029,-0.0702557138780626,-0.428869589303906,-0.506139534462338,9.18256800162741
"America",-2.50221244538939,-0.539356575041086,-0.281519651509011,-0.121833449305385,-2.0663094878217,-4.16665412030763,-0.0492087606455389,-0.468552458005991,-0.421341225700918,7.87606428933
"Africa",-2.4939150676311,-0.301269799108673,-0.0690558147083288,-0.0585891685593762,-3.15980134660315,-4.80459470850114,-0.0161637061683737,-0.390140692310399,-0.213583306695251,5.36998663541448
"Asia",-1.16747561364938,-0.522749820098497,-0.405078500942254,-0.435043596025179,-1.33153222618072,-2.1832146910969,-0.0209073488808161,-0.27354327211196,-0.0820531220040122,5.81339972389845
"All continents",-2.19401966366612,-0.483119643017825,-0.263097311933922,-0.179799447403851,-2.1384337755922,-3.85186021771862,-0.0354363579098716,-0.406525718366061,-0.297716585612175,6.85079353457608
