"cont","year","fc","perc"
"America",2191,231099465,66.3776502089301
"Asia",2191,36508899,87.7111456968698
"Africa",2192,50122127,81.7733348914313
"America",2192,229117332,66.666028068474
"Asia",2192,36439335,87.7345608609574
"Africa",2193,49937162,81.8405965044871
"America",2193,227135199,66.9544059280178
"Asia",2193,36373039,87.756876019924
"Africa",2194,49752197,81.9078581175429
"America",2194,225153066,67.2427837875616
"Asia",2194,36306743,87.7791911788906
"Africa",2195,49567232,81.9751197305986
"America",2195,223170933,67.5311616471054
"Asia",2195,36240447,87.8015063378572
"Africa",2196,49382267,82.0423813436544
"America",2196,221188800,67.8195395066493
"Asia",2196,36174151,87.8238214968238
"Africa",2197,49197302,82.1096429567102
"America",2197,219206667,68.1079173661931
"Asia",2197,36107855,87.8461366557904
"Africa",2198,49012337,82.176904569766
"America",2198,217224534,68.3962952257369
"Asia",2198,36041559,87.868451814757
"Africa",2199,48827372,82.2441661828217
"America",2199,215242401,68.6846730852807
"Asia",2199,35975263,87.8907669737236
"Africa",2200,48642407,82.3114277958775
"America",2200,213260268,68.9730509448245
"Asia",2200,35908967,87.9130821326902
"Africa",2201,48457442,82.3786894089333
"America",2201,211278135,69.2614288043684
"Asia",2201,35842671,87.9353972916568
"Africa",2202,48272477,82.4459510219891
"America",2202,209296002,69.5498066639122
"Asia",2202,35776375,87.9577124506234
"Africa",2203,48087512,82.5132126350448
"America",2203,207313869,69.838184523456
"Asia",2203,35710079,87.98002760959
"Africa",2204,47902547,82.5804742481006
"America",2204,205331736,70.1265623829999
"Asia",2204,35643783,88.0023427685566
"Africa",2205,47717582,82.6477358611564
"America",2205,203349603,70.4149402425437
"Asia",2205,35577487,88.0246579275232
"Africa",2206,47532617,82.7149974742122
"America",2206,201367470,70.7033181020875
"Asia",2206,35511191,88.0469730864898
"Africa",2207,47348231,82.782048536764
"America",2207,199385337,70.9916959616313
"Asia",2207,35444895,88.0692882454563
"Africa",2208,47167674,82.8477072022873
"America",2208,197403204,71.2800738211751
"Asia",2208,35378599,88.091603404423
"Africa",2209,47030545,82.8975734890806
"America",2209,195421071,71.568451680719
"Asia",2209,35312303,88.1139185633895
"Africa",2210,46893416,82.9474397758739
"America",2210,193438938,71.8568295402628
"Asia",2210,35246007,88.1362337223561
"Africa",2211,46756287,82.9973060626672
"America",2211,191456805,72.1452073998066
"Asia",2211,35179711,88.1585488813227
"Africa",2212,46619158,83.0471723494605
"America",2212,189474672,72.4335852593504
"Asia",2212,35113415,88.1808640402893
"Africa",2213,46482029,83.0970386362538
"America",2213,187492539,72.7219631188943
"Asia",2213,35047119,88.2031791992559
"Africa",2214,46344900,83.1469049230472
"America",2214,185510406,73.0103409784381
"Asia",2214,34980823,88.2254943582225
"Africa",2215,46207771,83.1967712098405
"America",2215,183528273,73.2987188379819
"Asia",2215,34914527,88.2478095171891
"Africa",2216,46070642,83.2466374966338
"America",2216,181546140,73.5870966975257
"Asia",2216,34848231,88.2701246761557
"Africa",2217,45933513,83.2965037834271
"America",2217,179564007,73.8754745570695
"Asia",2217,34781935,88.2924398351223
"Africa",2218,45796384,83.3463700702204
"America",2218,177581874,74.1638524166134
"Asia",2218,34715639,88.3147549940889
"Africa",2219,45659255,83.3962363570137
"America",2219,175599914,74.4522051066203
"Asia",2219,34649343,88.3370701530555
"Africa",2220,45522126,83.446102643807
"America",2220,173618151,74.7405291353626
"Asia",2220,34583047,88.3593853120221
"Africa",2221,45384997,83.4959689306004
"America",2221,171636388,75.028853164105
"Asia",2221,34516751,88.3817004709887
"Africa",2222,45247868,83.5458352173937
"America",2222,169654625,75.3171771928473
"Asia",2222,34450455,88.4040156299553
"Africa",2223,45110739,83.595701504187
"America",2223,167672862,75.6055012215896
"Asia",2223,34384159,88.4263307889219
"Africa",2224,44973610,83.6455677909803
"America",2224,165691099,75.893825250332
"Asia",2224,34317863,88.4486459478885
"Africa",2225,44836481,83.6954340777736
"America",2225,163709336,76.1821492790743
"Asia",2225,34251567,88.470961106855
"Africa",2226,44699352,83.7453003645669
"America",2226,161727573,76.4704733078167
"Asia",2226,34185271,88.4932762658216
"Africa",2227,44562223,83.7951666513602
"America",2227,159745810,76.758797336559
"Asia",2227,34118975,88.5155914247882
"Africa",2228,44425094,83.8450329381536
"America",2228,157764047,77.0471213653014
"Asia",2228,34052679,88.5379065837548
"Africa",2229,44287965,83.8948992249469
"America",2229,155783736,77.3352341445201
"Asia",2229,33986383,88.5602217427214
"Africa",2230,44150836,83.9447655117402
"America",2230,153821175,77.6207645001542
"Asia",2230,33920087,88.582536901688
"Africa",2231,44013707,83.9946317985335
"America",2231,151858614,77.9062948557884
"Asia",2231,33853791,88.6048520606546
"Africa",2232,43876578,84.0444980853268
"America",2232,149896053,78.1918252114225
"Asia",2232,33787495,88.6271672196212
"Africa",2233,43739449,84.0943643721201
"America",2233,147933492,78.4773555670567
"Asia",2233,33721199,88.6494823785878
"Africa",2234,43602320,84.1442306589134
"America",2234,145970931,78.7628859226908
"Asia",2234,33654903,88.6717975375544
"Africa",2235,43465191,84.1940969457067
"America",2235,144008370,79.048416278325
"Asia",2235,33588607,88.694112696521
"Africa",2236,43328062,84.2439632325001
"America",2236,142045809,79.3339466339591
"Asia",2236,33522311,88.7164278554876
"Africa",2237,43190933,84.2938295192934
"America",2237,140083248,79.6194769895933
"Asia",2237,33456015,88.7387430144542
"Africa",2238,43053804,84.3436958060867
"America",2238,138120687,79.9050073452274
"Asia",2238,33389719,88.7610581734208
"Africa",2239,42916675,84.39356209288
"America",2239,136158126,80.1905377008616
"Asia",2239,33323423,88.7833733323874
"Africa",2240,42779546,84.4434283796733
"America",2240,134195565,80.4760680564957
"Asia",2240,33257127,88.8056884913539
"Africa",2241,42642417,84.4932946664666
"America",2241,132233004,80.7615984121299
"Asia",2241,33190831,88.8280036503205
"Africa",2242,42505288,84.54316095326
"America",2242,130270443,81.047128767764
"Asia",2242,33124535,88.8503188092871
"Africa",2243,42368159,84.5930272400533
"America",2243,128307882,81.3326591233982
"Asia",2243,33058239,88.8726339682537
"Africa",2244,42231030,84.6428935268466
"America",2244,126345321,81.6181894790323
"Asia",2244,32991943,88.8949491272203
"Africa",2245,42093901,84.6927598136399
"America",2245,124382760,81.9037198346665
"Asia",2245,32925647,88.9172642861869
"Africa",2246,41956772,84.7426261004332
"America",2246,122420199,82.1892501903006
"Asia",2246,32859351,88.9395794451535
"Africa",2247,41819643,84.7924923872265
"America",2247,120457638,82.4747805459348
"Asia",2247,32793055,88.9618946041201
"Africa",2248,41682514,84.8423586740198
"America",2248,118495077,82.7603109015689
"Asia",2248,32726759,88.9842097630867
"Africa",2249,41545385,84.8922249608132
"America",2249,116532516,83.0458412572031
"Asia",2249,32660463,89.0065249220533
"Africa",2250,41408256,84.9420912476065
"America",2250,114569955,83.3313716128372
"Asia",2250,32594167,89.0288400810199
"Africa",2251,41271127,84.9919575343998
"America",2251,112607394,83.6169019684714
"Asia",2251,32527871,89.0511552399865
"Africa",2252,41133998,85.0418238211931
"America",2252,110644833,83.9024323241055
"Asia",2252,32461575,89.0734703989531
"Africa",2253,40996869,85.0916901079864
"America",2253,108682272,84.1879626797397
"Asia",2253,32395279,89.0957855579197
"Africa",2254,40859740,85.1415563947797
"America",2254,106719711,84.4734930353738
"Asia",2254,32328983,89.1181007168863
"Africa",2255,40722611,85.191422681573
"America",2255,104757150,84.759023391008
"Asia",2255,32262687,89.1404158758529
"Africa",2256,40585482,85.2412889683663
"America",2256,102794589,85.0445537466421
"Asia",2256,32196391,89.1627310348194
"Africa",2257,40448353,85.2911552551597
"America",2257,100832028,85.3300841022763
"Asia",2257,32130095,89.1850461937861
"Africa",2258,40311224,85.341021541953
"America",2258,98869467,85.6156144579104
"Asia",2258,32063799,89.2073613527526
"Africa",2259,40174095,85.3908878287463
"America",2259,96906906,85.9011448135446
