"area_cont","area_ctry","area_name","area_code","alt_m","alt_sd","slope_m","slope_sd","ddefor_m","ddefor_sd","dedge_m","dedge_sd","driver_m","driver_sd","droad_m","droad_sd","dtown_m","dtown_sd"
"Africa","Ivory Coast","Ivory Coast","CIV",182.51587579379,133.058526192841,3.31851592579629,3.31978233821303,520.12675,1541.05452993645,377.71365,1263.47436492682,7879.8511,6530.69672093352,7621.6035,6899.94608070118,4817.6836,3801.72071766349
"Africa","Kenya","Kenya","KEN",2060.12553159554,822.702251180784,8.83379196477711,7.28201979631814,263.80395,387.780272179197,169.22365,277.273333113266,8390.36305,6732.39534158508,5874.86345,5983.23851128787,8212.63945,4850.91522859155
"Africa","Liberia","Liberia","LBR",233.691903785568,148.254314977147,3.41806270940641,3.19682557018887,742.2952,1431.10582052846,479.30585,911.14199112552,5713.8157,4852.45371778935,6819.75585,8135.09782786134,9002.3386,7494.09573285481
"Africa","Madagascar","Madagascar","MDG",697.211637564417,451.491283862976,10.4788612598189,7.32439374041831,305.10655,565.79809046254,252.2354,499.431119033419,2522.87635,2148.20963329748,18253.8637,12290.9746888749,7977.72635,6170.86258580746
"Africa","Malawi","Malawi","MWI",1428.7315,386.016294263237,10.99635,6.45378332789862,138.57,184.72422648909,65.0832,65.3575853169158,8301.0272,4700.37068966812,5704.7713,4630.87054460566,8193.7896,3858.62662485026
"Africa","Mauritius","Mauritius","MUS",310.198654888577,186.199887807007,7.24513149969886,7.88831459122101,256.67705,252.824548780218,122.90125,190.194014591934,2125.21615,1535.84918281868,968.67495,884.75137775678,2885.4782,1801.93508343864
"Africa","Mayotte","Mayotte","MYT",162.926759574895,106.4989387895,9.78228393823942,5.49543469014398,249.5518,210.046420563883,72.2244,82.9359539841628,3275.35275,1776.91663936567,1056.07215,838.176653724929,1595.15225,828.097228845115
"Africa","Nigeria","Nigeria","NGA",154.123348017621,195.753820272334,2.90003003604325,4.21822353145261,480.1074,830.7984959497,238.52305,510.665560650451,8546.1678,9287.90817434991,7191.697,9418.55216587115,3433.96125,2867.86604216972
"Africa","Reunion","Reunion","REU",787.80859902898,591.063623251794,12.9970969517994,10.8199153974182,1499.20555,1148.27123487469,146.743,237.709176376569,1885.32815,2453.61095887356,1342.6175,1544.08000445144,3252.3516,2247.73407875618
"Africa","Rwanda","Rwanda","RWA",2070.0827,463.961351803691,11.9235,8.29568494275388,317.31145,461.854419405221,225.16355,348.200160782553,1648.62395,1772.79872433456,2367.96215,2426.06533274916,8561.0816,7222.66719053347
"Africa","Senegal","Senegal","SEN",4.25283303953664,3.58106890536367,0.369277260135986,0.513858468129706,201.98115,282.321346805056,65.7709,47.2513306437224,1059.9915,1239.17878868679,8871.79665,5328.26005819547,3491.6826,1839.787491793
"Africa","Sierra Leone","Sierra Leone","SLE",189.855492196879,172.981580111941,4.421918767507,4.80293519045423,151.9504,292.559873365804,111.39905,236.423824350114,4391.5885,3397.41950979475,5164.43365,4902.63916668743,5404.98225,4104.47738386566
"Africa","South Sudan","South Sudan","SSD",578.2864719504,175.28953666131,1.44946589975349,2.76539959286201,149.100855042752,214.114791159201,65.5178758937947,83.9671246129697,12411.8711435572,10649.5290201155,15369.6428321416,15301.3680047135,17804.6573328666,10716.7465571605
"Africa","Tanzania","Tanzania","TZA",1133.91358829131,753.367240493594,8.49912285098491,8.55884462329518,285.56615,420.03577886527,125.3867,226.542580633646,10726.66565,9718.36219166813,7084.6165,6112.10422802429,7386.1882,6704.3280046087
"Africa","Togo","Togo","TGO",470.48355,192.930272725418,7.6257,7.35512776267145,81.8316,73.9274766580752,43.9678,28.5220325095692,8376.4242,5952.58124280778,3537.6355,3722.33919412156,4487.47445,3837.44073197434
"Africa","Uganda","Uganda","UGA",1391.97335,545.905420083151,6.42855,7.38717289723685,424.8195,729.068906683919,305.5726,576.935130180562,7817.1335,8009.58206064568,3619.04435,3538.36880963174,4159.12765,3271.81060374631
"Africa","Zambia","Zambia","ZMB",1302.4967,149.492738261929,1.67725,2.20515885454511,188.48295,737.435704573773,43.43665,31.4028039127429,12581.16165,8565.07924922161,10184.8144,9091.11268915687,24232.95235,15038.6914677053
"Asia","Australia","Australia – Queensland","QLD",273.19037593985,290.827053425002,7.84556390977444,8.04906000138593,344.8173,497.245685033339,254.0068,427.151578455832,11497.18295,13107.7238346131,13197.257,12727.5875507731,25849.76375,23250.0243850868
"Asia","Bangladesh","Bangladesh","BGD",54.9049578482537,99.9560158175402,2.70574066639904,4.74975449636818,227.1359,304.156466788073,78.7247,106.074939568921,2413.10495,2472.4305861208,11484.98405,12897.3496682892,11769.5425,10827.7281197168
"Asia","Bhutan","Bhutan","BTN",2434.49605,1151.89142560278,25.6726,9.45604991970771,281.23645,1076.00990246694,83.6447,97.7007335365333,3294.9752,2665.63516740893,6496.18125,6047.12830972174,10788.2845,6183.93757326634
