"area_cont","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa",1.286174128,1.963341042,3.014276659,3.989903407,5.812633718,6.727946376,7.636295792,9.478313129,11.294349457,12.187987362,13.086723543,14.874701966,16.66003264
"America",2.064844444,3.127616294,4.713992626,6.341451436,9.673430666,11.382392941,13.090100095,16.561038658,20.061568295,21.866879979,23.707364126,27.492896871,31.280154205
"Asia",0.964415054,1.423523391,2.215780884,3.056727054,4.801262211,5.744648475,6.727206426,8.808050988,10.907386161,11.930031807,12.952238393,14.872670322,16.515523927
"All continents",4.315433626,6.514480727,9.944050169,13.388081897,20.287326595,23.854987792,27.453602313,34.847402775,42.263303913,45.984899148,49.746326062,57.240269159,64.455710772
