"cont","year","fc","perc"
"America",2066,461090997,33.2098879924465
"Asia",2066,107403419,64.3665493329436
"Africa",2067,144054748,47.7579186602335
"America",2067,457982170,33.6602088724747
"Asia",2067,104681889,65.2694768737691
"Africa",2068,142592917,48.2880580347927
"America",2068,454874398,34.1103769332792
"Asia",2068,102099709,66.1261719818034
"Africa",2069,141209514,48.7897551538052
"America",2069,451766626,34.5605449940838
"Asia",2069,99517529,66.9828670898377
"Africa",2070,139826111,49.2914522728178
"America",2070,448658854,35.0107130548884
"Asia",2070,96935349,67.839562197872
"Africa",2071,138442708,49.7931493918303
"America",2071,445551082,35.460881115693
"Asia",2071,94353169,68.6962573059063
"Africa",2072,137059305,50.2948465108428
"America",2072,442443310,35.9110491764975
"Asia",2072,91805283,69.5415746238428
"Africa",2073,135675902,50.7965436298554
"America",2073,439335538,36.3612172373021
"Asia",2073,89486222,70.3109742063402
"Africa",2074,134292499,51.2982407488679
"America",2074,436227766,36.8113852981067
"Asia",2074,87167161,71.0803737888376
"Africa",2075,132911815,51.7989518106964
"America",2075,433119994,37.2615533589113
"Asia",2075,84848100,71.849773371335
"Africa",2076,131533740,52.2987167073196
"America",2076,430012222,37.7117214197159
"Asia",2076,82551427,72.6117452415588
"Africa",2077,130155904,52.7983949295525
"America",2077,426904450,38.1618894805204
"Asia",2077,80261011,73.3716412141724
"Africa",2078,128778596,53.2978816702875
"America",2078,423796678,38.612057541325
"Asia",2078,77970726,74.1314937246498
"Africa",2079,127401288,53.7973684110224
"America",2079,420688906,39.0622256021296
"Asia",2079,75680441,74.8913462351271
"Africa",2080,126023980,54.2968551517573
"America",2080,417593543,39.5105961901895
"Asia",2080,73390156,75.6511987456044
"Africa",2081,124646672,54.7963418924922
"America",2081,414506041,39.9578280939683
"Asia",2081,71099871,76.4110512560818
"Africa",2082,123273969,55.2941586099346
"America",2082,411418539,40.405059997747
"Asia",2082,68809586,77.1709037665591
"Africa",2083,121914313,55.7872437760417
"America",2083,408331037,40.8522919015257
"Asia",2083,66519301,77.9307562770365
"Africa",2084,120554657,56.2803289421488
"America",2084,405243535,41.2995238053045
"Asia",2084,64539470,78.5876088327974
"Africa",2085,119195001,56.773414108256
"America",2085,402156033,41.7467557090832
"Asia",2085,62568325,79.2415796166801
"Africa",2086,117909881,57.2394684695559
"America",2086,399071959,42.1934910590245
"Asia",2086,60642962,79.8803612133504
"Africa",2087,116669605,57.6892599590787
"America",2087,395989153,42.6400427361928
"Asia",2087,58756407,80.5062674009662
"Africa",2088,115429329,58.1390514486016
"America",2088,392906347,43.0865944133611
"Asia",2088,56869852,81.132173588582
"Africa",2089,114189131,58.588814651085
"America",2089,389832566,43.5318387981191
"Asia",2089,54983297,81.7580797761977
"Africa",2090,112949458,59.0383874600334
"America",2090,386767365,43.97584034976
"Asia",2090,53096742,82.3839859638135
"Africa",2091,111709785,59.4879602689818
"America",2091,383702164,44.4198419014009
"Asia",2091,51210187,83.0098921514293
"Africa",2092,110470112,59.9375330779301
"America",2092,380636963,44.8638434530419
"Asia",2092,49323632,83.635798339045
"Africa",2093,109230439,60.3871058868785
"America",2093,377571762,45.3078450046828
"Asia",2093,47488366,84.244688270863
"Africa",2094,107990766,60.8366786958269
"America",2094,374506561,45.7518465563237
"Asia",2094,45682118,84.8439508418289
"Africa",2095,106751093,61.2862515047753
"America",2095,371441360,46.1958481079647
"Asia",2095,43875870,85.4432134127948
"Africa",2096,105511420,61.7358243137237
"America",2096,368376159,46.6398496596056
"Asia",2096,42069622,86.0424759837607
"Africa",2097,104271747,62.1853971226721
"America",2097,365310958,47.0838512112465
"Asia",2097,40263374,86.6417385547266
"Africa",2098,103032074,62.6349699316205
"America",2098,362245757,47.5278527628875
"Asia",2098,39044426,87.046151410743
"Africa",2099,101792401,63.0845427405689
"America",2099,359180556,47.9718543145284
"Asia",2099,38736956,87.1481613577131
"Africa",2100,100552728,63.5341155495172
"America",2100,356115355,48.4158558661693
"Asia",2100,38429486,87.2501713046832
"Africa",2101,99313055,63.9836883584656
"America",2101,353050154,48.8598574178103
"Asia",2101,38122016,87.3521812516533
"Africa",2102,98073382,64.433261167414
"America",2102,349984953,49.3038589694512
"Asia",2102,37814546,87.4541911986234
"Africa",2103,96833709,64.8828339763624
"America",2103,346919752,49.7478605210921
"Asia",2103,37517736,87.5526644557224
"Africa",2104,95594036,65.3324067853108
"America",2104,343854551,50.1918620727331
"Asia",2104,37363494,87.6038376376281
"Africa",2105,94354363,65.7819795942592
"America",2105,340790409,50.635710225741
"Asia",2105,37209252,87.6550108195339
"Africa",2106,93114690,66.2315524032076
"America",2106,337729871,51.0790363308989
"Asia",2106,37055010,87.7061840014397
"Africa",2107,91875017,66.681125212156
"America",2107,334669333,51.5223624360568
"Asia",2107,36900768,87.7573571833454
"Africa",2108,90635344,67.1306980211044
"America",2108,331608795,51.9656885412147
"Asia",2108,36755551,87.8055361226538
"Africa",2109,89395671,67.5802708300527
"America",2109,328548257,52.4090146463726
"Asia",2109,36621601,87.8499769864671
"Africa",2110,88155998,68.0298436390011
"America",2110,325487719,52.8523407515304
"Asia",2110,36487651,87.8944178502803
"Africa",2111,86916325,68.4794164479495
"America",2111,322427181,53.2956668566883
"Asia",2111,36353701,87.9388587140935
"Africa",2112,85676652,68.9289892568979
"America",2112,319366643,53.7389929618462
"Asia",2112,36219751,87.9832995779067
"Africa",2113,84436979,69.3785620658463
"America",2113,316306105,54.1823190670041
"Asia",2113,36085801,88.0277404417199
"Africa",2114,83197306,69.8281348747947
"America",2114,313253072,54.6245580553154
"Asia",2114,35951851,88.0721813055331
"Africa",2115,81957633,70.2777076837431
"America",2115,310215138,55.0646099180751
"Asia",2115,35817901,88.1166221693463
"Africa",2116,80717960,70.7272804926915
"America",2116,307177204,55.5046617808347
"Asia",2116,35683951,88.1610630331595
"Africa",2117,79478287,71.1768533016399
"America",2117,304139270,55.9447136435944
"Asia",2117,35550001,88.2055038969727
"Africa",2118,78238614,71.6264261105882
"America",2118,301101336,56.3847655063541
"Asia",2118,35416051,88.249944760786
"Africa",2119,76998941,72.0759989195366
"America",2119,298063402,56.8248173691137
"Asia",2119,35282101,88.2943856245992
"Africa",2120,75759268,72.525571728485
"America",2120,295025468,57.2648692318733
"Asia",2120,35148151,88.3388264884124
"Africa",2121,74519595,72.9751445374334
"America",2121,291987534,57.704921094633
"Asia",2121,35017209,88.3822693819505
"Africa",2122,73279922,73.4247173463818
"America",2122,288949600,58.1449729573927
"Asia",2122,34891031,88.4241317135236
"Africa",2123,72040249,73.8742901553302
"America",2123,286028028,58.5681695116254
"Asia",2123,34764853,88.4659940450968
"Africa",2124,70800576,74.3238629642786
"America",2124,283269587,58.9677361580247
"Asia",2124,34638675,88.5078563766699
"Africa",2125,69560903,74.773435773227
"America",2125,280511146,59.3673028044241
"Asia",2125,34512497,88.5497187082431
"Africa",2126,68321230,75.2230085821754
"America",2126,277752705,59.7668694508235
"Asia",2126,34386319,88.5915810398162
"Africa",2127,67081557,75.6725813911237
"America",2127,274994264,60.1664360972228
"Asia",2127,34260141,88.6334433713894
"Africa",2128,65841884,76.1221542000721
"America",2128,272235933,60.5659868098643
"Asia",2128,34133963,88.6753057029625
"Africa",2129,64602825,76.5715043392482
"America",2129,269477960,60.9654856653663
"Asia",2129,34007785,88.7171680345357
"Africa",2130,63364292,77.0206637222349
"America",2130,266720533,61.3649054314882
"Asia",2130,33881607,88.7590303661088
"Africa",2131,62125759,77.4698231052216
"America",2131,263963106,61.7643251976101
"Asia",2131,33755429,88.800892697682
"Africa",2132,60887226,77.9189824882083
"America",2132,261205679,62.163744963732
"Asia",2132,33629251,88.8427550292551
"Africa",2133,59648693,78.368141871195
"America",2133,258448252,62.5631647298539
"Asia",2133,33503073,88.8846173608283
"Africa",2134,58410160,78.8173012541817
"America",2134,255690825,62.9625844959758
"Asia",2134,33376895,88.9264796924014
"Africa",2135,57171627,79.2664606371684
"America",2135,252933398,63.3620042620977
"Asia",2135,33250717,88.9683420239746
"Africa",2136,55933094,79.7156200201551
"America",2136,250175971,63.7614240282196
"Asia",2136,33124539,89.0102043555477
"Africa",2137,54694561,80.1647794031418
"America",2137,247418544,64.1608437943415
"Asia",2137,32998361,89.0520666871209
"Africa",2138,53456028,80.6139387861285
"America",2138,244661117,64.5602635604634
"Asia",2138,32872183,89.093929018694
"Africa",2139,52353165,81.013896853131
"America",2139,241903690,64.9596833265853
"Asia",2139,32746005,89.1357913502672
"Africa",2140,52105785,81.1036102868169
"America",2140,239146263,65.3591030927072
"Asia",2140,32619827,89.1776536818403
"Africa",2141,51858405,81.1933237205028
"America",2141,236388836,65.7585228588291
"Asia",2141,32493649,89.2195160134135
"Africa",2142,51611025,81.2830371541886
"America",2142,233631409,66.157942624951
"Asia",2142,32367471,89.2613783449866
"Africa",2143,51363645,81.3727505878745
"America",2143,230873982,66.5573623910729
"Asia",2143,32241293,89.3032406765598
"Africa",2144,51116265,81.4624640215604
"America",2144,228116555,66.9567821571948
"Asia",2144,32115115,89.3451030081329
"Africa",2145,50868885,81.5521774552462
"America",2145,225359128,67.3562019233167
"Asia",2145,31988937,89.3869653397061
"Africa",2146,50621505,81.6418908889321
"America",2146,222601701,67.7556216894386
"Asia",2146,31862759,89.4288276712792
"Africa",2147,50374692,81.7313986976002
"America",2147,219844274,68.1550414555605
"Asia",2147,31736581,89.4706900028524
"Africa",2148,50128372,81.8207277176725
"America",2148,217086847,68.5544612216824
"Asia",2148,31610403,89.5125523344255
"Africa",2149,49882052,81.9100567377449
"America",2149,214329420,68.9538809878043
"Asia",2149,31484225,89.5544146659986
"Africa",2150,49635732,81.9993857578172
"America",2150,211571993,69.3533007539262
"Asia",2150,31358047,89.5962769975718
"Africa",2151,49389412,82.0887147778896
"America",2151,208814566,69.7527205200481
"Asia",2151,31231869,89.6381393291449
"Africa",2152,49143092,82.178043797962
"America",2152,206057139,70.15214028617
"Asia",2152,31105691,89.6800016607181
"Africa",2153,48896772,82.2673728180343
"America",2153,203299712,70.5515600522919
"Asia",2153,30979513,89.7218639922912
"Africa",2154,48699284,82.3389927007724
"America",2154,200542285,70.9509798184138
"Asia",2154,30853335,89.7637263238644
"Africa",2155,48519149,82.4043194425341
"America",2155,197784858,71.3503995845357
"Asia",2155,30727157,89.8055886554375
"Africa",2156,48339014,82.4696461842958
"America",2156,195027431,71.7498193506576
"Asia",2156,30604541,89.8462692150293
"Africa",2157,48158879,82.5349729260575
"America",2157,192270004,72.1492391167795
"Asia",2157,30491588,89.8837438614668
"Africa",2158,47978744,82.6002996678191
"America",2158,189512640,72.5486497572036
"Asia",2158,30378635,89.9212185079042
"Africa",2159,47798609,82.6656264095808
"America",2159,186755742,72.9479928964352
"Asia",2159,30265682,89.9586931543416
"Africa",2160,47618474,82.7309531513425
"America",2160,183998844,73.3473360356668
"Asia",2160,30152729,89.996167800779
"Africa",2161,47438339,82.7962798931041
"America",2161,181241947,73.746679030046
"Asia",2161,30039776,90.0336424472165
"Africa",2162,47258204,82.8616066348658
"America",2162,178485110,74.1460133332846
"Asia",2162,29926823,90.0711170936539
"Africa",2163,47078069,82.9269333766275
"America",2163,175732171,74.5447830020838
"Asia",2163,29813870,90.1085917400913
"Africa",2164,46897934,82.9922601183892
"America",2164,173003321,74.9400633227529
"Asia",2164,29700917,90.1460663865288
"Africa",2165,46717799,83.0575868601508
"America",2165,170274471,75.335343643422
"Asia",2165,29587964,90.1835410329662
"Africa",2166,46537664,83.1229136019125
"America",2166,167545621,75.7306239640912
"Asia",2166,29475011,90.2210156794036
"Africa",2167,46357529,83.1882403436742
"America",2167,164816771,76.1259042847603
"Asia",2167,29362058,90.258490325841
"Africa",2168,46177394,83.2535670854359
"America",2168,162087921,76.5211846054295
"Asia",2168,29249105,90.2959649722785
"Africa",2169,45997259,83.3188938271975
"America",2169,159359071,76.9164649260986
"Asia",2169,29136152,90.3334396187159
"Africa",2170,45817124,83.3842205689592
"America",2170,156630221,77.3117452467677
"Asia",2170,29023199,90.3709142651533
"Africa",2171,45636989,83.4495473107209
"America",2171,153901371,77.7070255674369
"Asia",2171,28910246,90.4083889115908
"Africa",2172,45456854,83.5148740524826
"America",2172,151172521,78.102305888106
"Asia",2172,28797293,90.4458635580282
"Africa",2173,45276719,83.5802007942442
"America",2173,148443671,78.4975862087751
"Asia",2173,28684340,90.4833382044656
"Africa",2174,45096584,83.6455275360059
"America",2174,145714821,78.8928665294443
"Asia",2174,28571387,90.520812850903
"Africa",2175,44916449,83.7108542777676
"America",2175,142985971,79.2881468501134
"Asia",2175,28458434,90.5582874973405
"Africa",2176,44736314,83.7761810195292
"America",2176,140257121,79.6834271707826
"Asia",2176,28345481,90.5957621437779
"Africa",2177,44556179,83.8415077612909
"America",2177,137528271,80.0787074914517
"Asia",2177,28232528,90.6332367902153
"Africa",2178,44376044,83.9068345030526
"America",2178,134799421,80.4739878121208
"Asia",2178,28122358,90.6697881150851
"Africa",2179,44195909,83.9721612448143
"America",2179,132070571,80.86926813279
"Asia",2179,28015273,90.7053159232332
"Africa",2180,44015774,84.0374879865759
"America",2180,129341721,81.2645484534591
"Asia",2180,27908188,90.7408437313813
"Africa",2181,43835639,84.1028147283376
"America",2181,126612871,81.6598287741282
"Asia",2181,27801103,90.7763715395294
"Africa",2182,43655504,84.1681414700993
"America",2182,123884021,82.0551090947974
"Asia",2182,27694018,90.8118993476775
"Africa",2183,43475369,84.233468211861
"America",2183,121155171,82.4503894154665
"Asia",2183,27586933,90.8474271558256
"Africa",2184,43295234,84.2987949536226
"America",2184,118426321,82.8456697361356
"Asia",2184,27479848,90.8829549639737
"Africa",2185,43115099,84.3641216953843
"America",2185,115697471,83.2409500568048
"Asia",2185,27372763,90.9184827721217
"Africa",2186,42934964,84.429448437146
"America",2186,112968621,83.6362303774739
"Asia",2186,27265678,90.9540105802699
"Africa",2187,42754829,84.4947751789076
"America",2187,110239771,84.0315106981431
"Asia",2187,27158593,90.9895383884179
"Africa",2188,42574694,84.5601019206693
"America",2188,107510921,84.4267910188122
"Asia",2188,27051508,91.025066196566
"Africa",2189,42394559,84.625428662431
"America",2189,104782071,84.8220713394813
"Asia",2189,26944423,91.0605940047141
"Africa",2190,42214424,84.6907554041927
"America",2190,102053221,85.2173516601505
"Asia",2190,26837338,91.0961218128622
"Africa",2191,42034289,84.7560821459543
"America",2191,99324371,85.6126319808196
"Asia",2191,26730253,91.1316496210103
"Africa",2192,41854154,84.821408887716
"America",2192,96595521,86.0079123014888
"Asia",2192,26623168,91.1671774291584
"Africa",2193,41674019,84.8867356294777
"America",2193,93866721,86.4031853795407
"Asia",2193,26516083,91.2027052373065
"Africa",2194,41493884,84.9520623712394
"America",2194,91898703,86.6882574011331
"Asia",2194,26408998,91.2382330454546
"Africa",2195,41313749,85.017389113001
"America",2195,91099567,86.8040141244189
"Asia",2195,26301913,91.2737608536027
"Africa",2196,41133614,85.0827158547627
"America",2196,90300431,86.9197708477046
"Asia",2196,26194828,91.3092886617508
"Africa",2197,40953479,85.1480425965244
"America",2197,89501295,87.0355275709903
"Asia",2197,26088441,91.3445848930199
"Africa",2198,40773344,85.213369338286
"America",2198,88702159,87.151284294276
