"area_cont","for2000","for2005","for2010","for2015","for2020","andef","pdef","for2030","for2035","for2040","for2050","for2055","for2060","for2070","for2080","for2085","for2090","for2100","loss21","yrdis"
"India",10779536,9929134,9235728,8690184,8368018,86749,1,7500528,7066783,6633038,5765548,5331803,4898058,4131075,3730985,3530940,3330895,2930805,72.8113993032724,2324
"DRC",131297735,128587236,125604601,121264561,118282874,732153,0.6,110961344,107300579,103639814,96318284,92657519,88996754,81675224,74353694,70692929,67032164,59710634,54.5227234879566,2181
"Indonesia",139357957,132908237,126473252,120755315,117072449,939867,0.8,107673779,102974444,98275109,88876439,84177104,79477769,70079099,60680429,55981094,51281759,41883089,69.9456780928555,2144
"Brazil",374281558,358824492,348649906,341961960,334948354,1370153,0.4,321246824,314396060,307545294,293843766,286993002,280142237,266440705,252739177,245888411,239037646,225336115,39.7950259146885,38682761
"America",687338828,663284440,646684903,633262044,621229023,2545400,0.4,595775023,583048099,570321329,544868631,532292949,519771911,495563452,472135037,461004670,449898295,427790431,37.7613465770917,38682761
"Africa",274993405,266675566,258401297,247952623,239681325,1871233,0.7,220968995,211621313,203301975,188403221,181553163,174981784,162272822,150357327,144856486,139491896,129045039,53.0734058876794,4088
"Asia",297089526,281780814,268058087,255943653,248035053,2001803,0.8,228017023,218008008,207998993,188558188,179104293,169650398,150843115,132402725,123859185,115334598,98921850,66.7030166522936,4062
"All continents",1259421759,1211740820,1173144287,1137158320,1108945401,6418436,0.6,1044761041,1012677420,981622297,921830040,892950405,864404093,808679389,754895089,729720341,704724789,655757320,47.9318730747767,38682761
