"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"America","Guyana","Guyana","GUY",10937293,17647623,25779221,33770919,49979130,58276787,66605541,83325429,100313626,108886332,117501016,134813929,152231999
"America","Haiti","Haiti","HTI",3090694,4495961,6677859,9016200,10148299,10148299,10148299,10148299,10148299,10148299,10148299,10148299,10148299
"America","Honduras","Honduras","HND",38145309,50536144,76218846,101738728,151661809,176233710,202019652,245138297,245138297,245138297,245138297,245138297,245138297
"America","Jamaica","Jamaica","JAM",2164697,3504397,5321227,7156982,10897649,12802003,14725843,18641356,22646937,24686070,26750103,30952150,35216811
"America","Martinique","Martinique","MTQ",212729,379232,544688,710298,1053387,1233715,1422247,1823646,2266560,2502426,2745959,3254715,3782913
"America","Mexico","Mexico","MEX",82522155,105705877,159752749,213982413,321900499,376094777,432408970,494892527,494892527,494892527,494892527,494892527,494892527
"America","Montserrat","Montserrat","MSR",4205,7101,10398,14065,21185,24741,28402,36055,43790,47865,51618,59693,68001
"America","Nicaragua","Nicaragua","NIC",71520939,109432214,162510873,216798352,308251684,308251684,308251684,308251684,308251684,308251684,308251684,308251684,308251684
"America","Panama","Panama","PAN",15625557,20233213,30623059,41247518,63012287,74092613,85311876,108185330,131597795,143487061,155500462,179827699,204609400
"America","Paraguay","Paraguay","PRY",28325267,40980220,62133441,83419632,89656808,89656808,89656808,89656808,89656808,89656808,89656808,89656808,89656808
"America","Peru","Peru","PER",119500690,150310620,223708878,296312392,439895972,510782532,581268448,721761990,862437674,932711158,1002920487,1143335480,1283976601
"America","Puerto Rico","Puerto Rico","PRI",2555517,4476749,6873685,9334819,14558173,17332304,20232002,26414022,29674976,29674976,29674976,29674976,29674976
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",29713,44472,71090,98418,153839,181575,210030,267303,326805,357161,388029,449461,510971
"America","Saint Lucia","Saint Lucia","LCA",180094,312906,442859,578231,869757,1028537,1193236,1536287,1893515,2076089,2260620,2637543,3030404
"America","Saint Martin","Saint Martin","MAF",17765,27097,27097,27097,27097,27097,27097,27097,27097,27097,27097,27097,27097
"America","Saint Vincent","Saint Vincent","VCT",79486,122932,184061,242068,355530,413228,472698,596742,727154,794488,862620,999217,1138625
"America","Sint Maarten","Sint Maarten","SXM",7429,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112
"America","Suriname","Suriname","SUR",10216936,15571954,22808268,29951085,43445279,50086304,56901260,70802428,84807610,91840347,98888392,113003587,127164726
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",1743960,3417151,5278276,7225255,11316886,13436122,15600980,20049355,23940670,29656349,29656349,29656349,29656349
"America","Venezuela","Venezuela","VEN",107182043,147237129,226209719,308637292,489381491,584929027,682678336,882652823,1087767842,1192006319,1297196560,1510215398,1726219797
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",76990,147695,170031,170031,170031,170031,170031,170031,170031,170031,170031,170031,170031
"America","Virgin Isl. US","Virgin Isl. US","VIR",105327,208908,314955,425718,599037,599037,599037,599037,599037,599037,599037,599037,599037
"Africa","Angola","Angola","AGO",58916218,87466543,133691443,180408807,275789320,324002688,372700476,475116886,535760372,535760372,535760372,535760372,535760372
"Africa","Benin","Benin","BEN",566170,823515,1273869,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978
"Africa","Burundi","Burundi","BDI",548250,1120851,1732311,2367945,3778526,4228798,4989198,4989198,4989198,4989198,4989198,4989198,4989198
"Africa","Cameroon","Cameroon","CMR",69275946,79831818,123285635,168575839,264036897,312753975,361736241,460856926,563833419,617636751,672757945,786109837,902583093
"Africa","CAR","CAR","CAF",46407934,64885918,97696146,130169889,195391993,228522876,262113192,331368019,403957909,441432792,479612388,557973354,638966637
"Africa","Comoros","Comoros","COM",353936,353007,547713,748406,1177631,1400383,1623211,2073039,2530575,2764173,3002240,3492163,3997477
"Africa","Congo","Congo","COG",38261522,62955874,92360719,123235948,189051086,223829526,259640901,333740672,410545038,449987252,490186829,573199735,658926826
"Africa","DRC","DRC","COD",746801644,1005990363,1526709601,2057111609,3156771378,3727103797,4314238234,5533735117,6796265229,7435397562,8076139686,9362743895,10663974083
"Africa","Eq. Guinea","Eq. Guinea","GNQ",3087500,4136834,6284190,8424985,12744282,14924771,17117404,21551216,26039426,28300852,30569952,35142541,39750062
"Africa","Ethiopia","Ethiopia","ETH",63277027,109414762,165920928,225538369,287524229,287524229,287524229,287524229,287524229,287524229,287524229,287524229,287524229
"Africa","Gabon","Gabon","GAB",13310122,19251001,28714183,38198530,57447158,67183790,76946597,96701043,116819134,126992754,137228312,157821957,178557118
"Africa","Gambia","Gambia","GMB",298903,294128,433566,576950,893185,893185,893185,893185,893185,893185,893185,893185,893185
"Africa","Ghana","Ghana","GHA",77215451,115442941,175370241,258525942,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626
"Africa","Guinea","Guinea","GIN",26068582,37460117,57113789,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262
"Africa","Guinea Bissau","Guinea Bissau","GNB",3047184,3546649,5227003,6952257,10547665,12434686,14397598,15266496,15266496,15266496,15266496,15266496,15266496
"Africa","Ivory Coast","Ivory Coast","CIV",172302781,232918405,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045
"Africa","Kenya","Kenya","KEN",14534548,24084988,37032298,50207606,76988842,90744760,102589698,102589698,102589698,102589698,102589698,102589698,102589698
"Africa","Liberia","Liberia","LBR",65502289,82871135,127322294,174004597,272826884,325103276,379207722,492168423,609277673,668451767,727596164,825290139,899641836
"Africa","Madagascar","Madagascar","MDG",131386981,181111614,273554252,368188108,565358309,664580284,687596560,687596560,687596560,687596560,687596560,687596560,687596560
"Africa","Malawi","Malawi","MWI",2532258,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316
