"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa","Zambia","Zambia","ZMB",1656794,1763531,2660550,3432590,4007216,4007216,4007216,4007216,4007216,4007216,4007216,4007216,4007216
"Asia","Australia","Australia – Queensland","QLD",14009956,14729821,22013665,29289236,43470281,50500355,57630078,72220559,87454782,95467436,103774745,121291904,139843087
"Asia","Bangladesh","Bangladesh","BGD",2084435,2400369,3354191,4356057,6350290,7296854,8253286,10192356,12174145,13178589,14182314,16184309,18188403
"Asia","Bhutan","Bhutan","BTN",8948242,8472303,12820917,17264938,26353810,30934316,35530029,44776864,54069214,58744789,63442344,72875978,82338339
"Asia","Brunei","Brunei","BRN",493493,550184,800213,1062602,1614236,1899553,2183129,2745954,3300537,3576734,3857186,4424135,5009869
"Asia","Cambodia","Cambodia","KHM",105090069,106407613,167709863,235428906,304170557,304170557,304170557,304170557,304170557,304170557,304170557,304170557,304170557
"Asia","Fiji","Fiji","FJI",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","India","India – Andaman and N.","AN",1159379,1018095,1653972,2283519,3456247,4013866,4584139,5738604,6945691,7564046,8185414,9442955,10715696
"Asia","India","India – North-East","NE",38497592,36667961,57074513,78214363,121603369,143628966,165825175,210718666,256366141,279504634,302895504,350518728,399406117
"Asia","India","India – West. Ghats","WG",20645602,19249305,33325956,49349176,85357886,104626067,125188544,160893605,160893605,160893605,160893605,160893605,160893605
"Asia","Indonesia","Indonesia","IDN",759115369,667921788,1040123143,1442054815,2368522245,2895165953,3459258249,4693175120,6037602809,6738588069,7451719997,8904188036,10384851618
"Asia","Laos","Laos","LAO",125523902,126113106,194621446,265114310,411872981,488483232,567528073,735609280,934281575,934281575,934281575,934281575,934281575
"Asia","Malaysia","Malaysia","MYS",210968368,178891151,287038165,406840601,681681779,833195550,993318376,1337002799,1703056754,1891448500,2082223241,2465991049,2837580504
"Asia","Myanmar","Myanmar","MMR",166454035,151631983,241269485,336193077,537588077,642800137,750895705,976382508,1215344220,1340032072,1468917486,1740499038,1825637933
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",44714462,54382561,76793392,99546962,145118946,167903394,190691022,236664185,283145419,306794037,330696760,379424724,429358388
"Asia","Philippines","Philippines","PHL",58391022,56395811,88626771,122319759,191536921,226776375,262430147,335384629,411596558,451336357,492420857,579404513,674006197
"Asia","Singapore","Singapore","SGP",19145,15193,27166,40711,72321,90476,110340,155240,205170,231252,258129,317915,402672
"Asia","Solomon Isl.","Solomon Isl.","SLB",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Sri Lanka","Sri Lanka","LKA",5628815,4282789,7048361,10188321,16980131,20603414,24327193,32022857,39967783,44030910,48153367,56608596,65477421
"Asia","Thailand","Thailand","THA",39142014,38082621,59562923,81944667,128862686,153233017,178133494,229503726,282823048,310199947,338084304,395453567,455954560
"Asia","Timor-Leste","Timor-Leste","TLS",750371,739434,1129965,1528707,2324920,2726681,3128437,3938664,4747584,5074396,5247430,5247430,5247430
"Asia","Vanuatu","Vanuatu","VUT",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Vietnam","Vietnam","VNM",71021368,73471120,110436975,149124341,231046787,273923178,318029451,410342306,510317692,564775749,623599935,672766277,672766277
