"area_cont","area_ctry","area_name","area_code","proj","for2000","for2010","for2020","d","p","for2030","for2040","for2050","for2055","for2060","for2070","for2080","for2085","for2090","for2100","for2110","loss21","yrdis"
"America","Virgin Isl. US","Virgin Isl. US","VIR","mean",9,8,7,137,1.8,5,4,3,2,1,0,0,0,0,0,0,100,"2068"
"America","Virgin Isl. US","Virgin Isl. US","VIR","high",9,8,7,242,3.5,4,2,0,0,0,0,0,0,0,0,0,100,"2047"
"Africa","Angola","Angola","AGO","low",7065,6044,5341,43994,0.8,4901,4461,4021,3801,3581,3141,2701,2482,2262,1822,1382,74,"2141"
"Africa","Angola","Angola","AGO","mean",7065,6044,5341,70293,1.2,4638,3935,3232,2881,2529,1826,1124,772,421,0,0,100,"2095"
"Africa","Angola","Angola","AGO","high",7065,6044,5341,96591,1.7,4375,3409,2443,1960,1477,512,0,0,0,0,0,100,"2075"
"Africa","Benin","Benin","BEN","low",77,47,32,836,2,24,15,7,3,0,0,0,0,0,0,0,100,"2058"
"Africa","Benin","Benin","BEN","mean",77,47,32,1463,3.7,17,3,0,0,0,0,0,0,0,0,0,100,"2041"
"Africa","Benin","Benin","BEN","high",77,47,32,2090,5.8,11,0,0,0,0,0,0,0,0,0,0,100,"2035"
"Africa","Burundi","Burundi","BDI","low",104,64,55,251,0.4,53,50,48,46,45,43,40,39,38,35,32,66,"2239"
"Africa","Burundi","Burundi","BDI","mean",104,64,55,856,1.4,47,38,29,25,21,12,4,0,0,0,0,100,"2084"
"Africa","Burundi","Burundi","BDI","high",104,64,55,1461,2.6,40,26,11,4,0,0,0,0,0,0,0,100,"2057"
"Africa","Cameroon","Cameroon","CMR","low",23887,23546,22840,57279,0.2,22267,21694,21121,20835,20549,19976,19403,19117,18830,18257,17685,24,"2418"
"Africa","Cameroon","Cameroon","CMR","mean",23887,23546,22840,70641,0.3,22133,21427,20721,20367,20014,19308,18601,18248,17895,17188,16482,28,"2343"
"Africa","Cameroon","Cameroon","CMR","high",23887,23546,22840,84002,0.4,22000,21160,20320,19900,19480,18640,17800,17380,16960,16120,15280,33,"2291"
"Africa","CAR","CAR","CAF","low",9808,9325,8854,33224,0.4,8522,8189,7857,7691,7525,7193,6860,6694,6528,6196,5864,37,"2286"
"Africa","CAR","CAR","CAF","mean",9808,9325,8854,47114,0.5,8383,7911,7440,7205,6969,6498,6027,5791,5556,5085,4613,48,"2207"
"Africa","CAR","CAR","CAF","high",9808,9325,8854,61005,0.7,8244,7634,7024,6719,6414,5803,5193,4888,4583,3973,3363,59,"2165"
"Africa","Comoros","Comoros","COM","low",87,87,83,136,0.2,81,80,78,78,77,76,74,74,73,72,70,17,"2626"
"Africa","Comoros","Comoros","COM","mean",87,87,83,263,0.3,80,77,75,73,72,69,67,65,64,62,59,29,"2333"
"Africa","Comoros","Comoros","COM","high",87,87,83,390,0.5,79,75,71,69,67,63,59,57,55,51,47,41,"2231"
"Africa","Congo","Congo","COG","low",24090,23945,23428,37980,0.2,23048,22669,22289,22099,21909,21529,21149,20959,20770,20390,20010,15,"2636"
"Africa","Congo","Congo","COG","mean",24090,23945,23428,51689,0.2,22911,22394,21878,21619,21361,20844,20327,20068,19810,19293,18776,20,"2473"
"Africa","Congo","Congo","COG","high",24090,23945,23428,65399,0.3,22774,22120,21466,21139,20812,20158,19504,19177,18850,18196,17542,24,"2378"
"Africa","DRC","DRC","COD","low",131298,125605,118283,562240,0.5,112660,107038,101416,98604,95793,90171,84548,81737,78926,73304,67681,44,"2230"
"Africa","DRC","DRC","COD","mean",131298,125605,118283,732153,0.6,110961,103640,96318,92658,88997,81675,74354,70693,67032,59711,52389,55,"2181"
"Africa","DRC","DRC","COD","high",131298,125605,118283,902066,0.7,109262,100242,91221,86711,82200,73180,64159,59649,55138,46118,37097,65,"2151"
"Africa","Eq. Guinea","Eq. Guinea","GNQ","low",2647,2642,2612,2173,0.1,2590,2569,2547,2536,2525,2504,2482,2471,2460,2438,2417,8,"3222"
"Africa","Eq. Guinea","Eq. Guinea","GNQ","mean",2647,2642,2612,2941,0.1,2583,2553,2524,2509,2495,2465,2436,2421,2406,2377,2347,10,"2908"
"Africa","Eq. Guinea","Eq. Guinea","GNQ","high",2647,2642,2612,3710,0.1,2575,2538,2501,2482,2464,2427,2390,2371,2352,2315,2278,13,"2724"
"Africa","Ethiopia","Ethiopia","ETH","low",3799,2824,2214,32558,1.2,1889,1563,1237,1075,912,586,261,98,0,0,0,100,"2088"
"Africa","Ethiopia","Ethiopia","ETH","mean",3799,2824,2214,61036,2.4,1604,993,383,78,0,0,0,0,0,0,0,100,"2056"
"Africa","Ethiopia","Ethiopia","ETH","high",3799,2824,2214,89514,3.7,1319,424,0,0,0,0,0,0,0,0,0,100,"2044"
"Africa","Gabon","Gabon","GAB","low",24129,24101,23985,7866,0,23907,23828,23749,23710,23671,23592,23513,23474,23435,23356,23277,3,"5069"
"Africa","Gabon","Gabon","GAB","mean",24129,24101,23985,11595,0,23869,23753,23637,23579,23522,23406,23290,23232,23174,23058,22942,4,"4088"
"Africa","Gabon","Gabon","GAB","high",24129,24101,23985,15324,0.1,23832,23679,23526,23449,23372,23219,23066,22989,22913,22759,22606,6,"3585"
"Africa","Gambia","Gambia","GMB","low",49,42,31,98,0.2,30,29,28,28,27,26,25,25,24,23,22,53,"2335"
"Africa","Gambia","Gambia","GMB","mean",49,42,31,566,1.4,25,20,14,11,8,3,0,0,0,0,0,100,"2074"
"Africa","Gambia","Gambia","GMB","high",49,42,31,1035,2.8,21,10,0,0,0,0,0,0,0,0,0,100,"2049"
"Africa","Ghana","Ghana","GHA","low",4932,4443,3345,62116,1.5,2724,2103,1482,1171,861,240,0,0,0,0,0,100,"2073"
"Africa","Ghana","Ghana","GHA","mean",4932,4443,3345,109799,2.8,2247,1149,51,0,0,0,0,0,0,0,0,100,"2050"
"Africa","Ghana","Ghana","GHA","high",4932,4443,3345,157481,4.3,1771,196,0,0,0,0,0,0,0,0,0,100,"2041"
"Africa","Guinea","Guinea","GIN","low",1895,1213,837,28448,2.6,552,268,0,0,0,0,0,0,0,0,0,100,"2049"
"Africa","Guinea","Guinea","GIN","mean",1895,1213,837,37643,3.6,460,84,0,0,0,0,0,0,0,0,0,100,"2042"
"Africa","Guinea","Guinea","GIN","high",1895,1213,837,46838,4.8,368,0,0,0,0,0,0,0,0,0,0,100,"2037"
"Africa","Guinea Bissau","Guinea Bissau","GNB","low",398,323,272,3768,1.2,234,197,159,140,121,84,46,27,8,0,0,100,"2092"
"Africa","Guinea Bissau","Guinea Bissau","GNB","mean",398,323,272,5078,1.7,221,171,120,94,69,18,0,0,0,0,0,100,"2073"
"Africa","Guinea Bissau","Guinea Bissau","GNB","high",398,323,272,6387,2.2,208,144,80,49,17,0,0,0,0,0,0,100,"2062"
"Africa","Ivory Coast","Ivory Coast","CIV","low",7734,6299,3954,153578,2.8,2418,882,0,0,0,0,0,0,0,0,0,100,"2045"
"Africa","Ivory Coast","Ivory Coast","CIV","mean",7734,6299,3954,234522,4.6,1609,0,0,0,0,0,0,0,0,0,0,100,"2036"
"Africa","Ivory Coast","Ivory Coast","CIV","high",7734,6299,3954,315466,6.7,799,0,0,0,0,0,0,0,0,0,0,100,"2032"
"Africa","Kenya","Kenya","KEN","low",1199,891,768,5084,0.6,717,666,615,590,564,514,463,437,412,361,310,70,"2171"
"Africa","Kenya","Kenya","KEN","mean",1199,891,768,12324,1.5,645,521,398,336,275,152,28,0,0,0,0,100,"2082"
"Africa","Kenya","Kenya","KEN","high",1199,891,768,19564,2.4,572,377,181,83,0,0,0,0,0,0,0,100,"2059"
"Africa","Liberia","Liberia","LBR","low",8906,8653,7908,55838,0.7,7350,6792,6233,5954,5675,5116,4558,4279,4000,3441,2883,61,"2161"
"Africa","Liberia","Liberia","LBR","mean",8906,8653,7908,74471,0.9,7164,6419,5674,5302,4930,4185,3440,3068,2695,1951,1206,78,"2126"
"Africa","Liberia","Liberia","LBR","high",8906,8653,7908,93105,1.1,6977,6046,5115,4650,4184,3253,2322,1857,1391,460,0,95,"2104"
"Africa","Madagascar","Madagascar","MDG","low",7024,5541,4574,66586,1.3,3908,3242,2576,2244,1911,1245,579,246,0,0,0,100,"2088"
"Africa","Madagascar","Madagascar","MDG","mean",7024,5541,4574,96645,1.9,3608,2641,1675,1192,708,0,0,0,0,0,0,100,"2067"
"Africa","Madagascar","Madagascar","MDG","high",7024,5541,4574,126704,2.6,3307,2040,773,139,0,0,0,0,0,0,0,100,"2056"
"Africa","Malawi","Malawi","MWI","low",113,70,39,1891,3.1,20,1,0,0,0,0,0,0,0,0,0,100,"2040"
"Africa","Malawi","Malawi","MWI","mean",113,70,39,3147,5.8,7,0,0,0,0,0,0,0,0,0,0,100,"2032"
"Africa","Malawi","Malawi","MWI","high",113,70,39,4404,9.4,0,0,0,0,0,0,0,0,0,0,0,100,"2028"
"Africa","Mauritius","Mauritius","MUS","low",50,47,43,18,0,43,43,43,43,43,43,42,42,42,42,42,15,"4435"
"Africa","Mauritius","Mauritius","MUS","mean",50,47,43,347,0.8,40,37,33,31,30,26,23,21,19,16,12,68,"2145"
"Africa","Mauritius","Mauritius","MUS","high",50,47,43,675,1.5,37,30,23,20,16,10,3,0,0,0,0,100,"2084"
"Africa","Mayotte","Mayotte","MYT","low",18,17,12,148,0.9,11,9,8,7,6,5,3,2,2,0,0,99,"2101"
"Africa","Mayotte","Mayotte","MYT","mean",18,17,12,511,3.5,7,2,0,0,0,0,0,0,0,0,0,100,"2043"
"Africa","Mayotte","Mayotte","MYT","high",18,17,12,874,6.8,3,0,0,0,0,0,0,0,0,0,0,100,"2033"
"Africa","Nigeria","Nigeria","NGA","low",7770,7214,6197,66695,1,5530,4863,4197,3863,3530,2863,2196,1862,1529,862,195,89,"2112"
"Africa","Nigeria","Nigeria","NGA","mean",7770,7214,6197,101634,1.5,5181,4165,3148,2640,2132,1116,99,0,0,0,0,100,"2080"
"Africa","Nigeria","Nigeria","NGA","high",7770,7214,6197,136573,2.1,4832,3466,2100,1417,734,0,0,0,0,0,0,100,"2065"
"Africa","Reunion","Reunion","REU","low",142,142,134,480,0.3,130,125,120,118,115,110,106,103,101,96,91,32,"2300"
"Africa","Reunion","Reunion","REU","mean",142,142,134,722,0.5,127,120,113,109,106,98,91,88,84,77,69,46,"2206"
"Africa","Reunion","Reunion","REU","high",142,142,134,964,0.7,125,115,106,101,96,86,77,72,67,57,48,60,"2159"
"Africa","Rwanda","Rwanda","RWA","low",284,195,160,1296,0.7,147,134,121,115,108,95,82,76,69,56,43,80,"2143"
"Africa","Rwanda","Rwanda","RWA","mean",284,195,160,3434,1.9,126,91,57,40,23,0,0,0,0,0,0,100,"2066"
"Africa","Rwanda","Rwanda","RWA","high",284,195,160,5572,3.3,104,49,0,0,0,0,0,0,0,0,0,100,"2048"
"Africa","Senegal","Senegal","SEN","low",136,126,109,41,0,109,108,108,108,107,107,107,106,106,106,105,22,"4679"
"Africa","Senegal","Senegal","SEN","mean",136,126,109,1736,1.5,92,74,57,48,40,22,5,0,0,0,0,100,"2082"
"Africa","Senegal","Senegal","SEN","high",136,126,109,3431,3.1,75,40,6,0,0,0,0,0,0,0,0,100,"2051"
"Africa","Sierra Leone","Sierra Leone","SLE","low",3440,2260,1414,59064,3,824,233,0,0,0,0,0,0,0,0,0,100,"2043"
"Africa","Sierra Leone","Sierra Leone","SLE","mean",3440,2260,1414,84563,4.6,569,0,0,0,0,0,0,0,0,0,0,100,"2036"
"Africa","Sierra Leone","Sierra Leone","SLE","high",3440,2260,1414,110062,6.5,314,0,0,0,0,0,0,0,0,0,0,100,"2032"
"Africa","South Sudan","South Sudan","SSD","low",265,201,167,2248,1.2,144,122,99,88,77,54,32,20,9,0,0,100,"2094"
"Africa","South Sudan","South Sudan","SSD","mean",265,201,167,3493,1.9,132,97,62,44,27,0,0,0,0,0,0,100,"2067"
"Africa","South Sudan","South Sudan","SSD","high",265,201,167,4738,2.6,119,72,24,1,0,0,0,0,0,0,0,100,"2055"
"Africa","Tanzania","Tanzania","TZA","low",1431,1191,1084,6573,0.6,1018,953,887,854,821,756,690,657,624,558,493,61,"2184"
"Africa","Tanzania","Tanzania","TZA","mean",1431,1191,1084,10689,0.9,977,870,764,710,657,550,443,389,336,229,122,84,"2121"
"Africa","Tanzania","Tanzania","TZA","high",1431,1191,1084,14804,1.3,936,788,640,566,492,344,196,122,48,0,0,100,"2093"
"Africa","Togo","Togo","TGO","low",160,103,66,1930,2.1,47,28,8,0,0,0,0,0,0,0,0,100,"2054"
"Africa","Togo","Togo","TGO","mean",160,103,66,3693,4.3,29,0,0,0,0,0,0,0,0,0,0,100,"2037"
"Africa","Togo","Togo","TGO","high",160,103,66,5456,7.3,12,0,0,0,0,0,0,0,0,0,0,100,"2032"
"Africa","Uganda","Uganda","UGA","low",1879,1087,758,19529,2,562,367,172,74,0,0,0,0,0,0,0,100,"2058"
"Africa","Uganda","Uganda","UGA","mean",1879,1087,758,32878,3.5,429,100,0,0,0,0,0,0,0,0,0,100,"2043"
"Africa","Uganda","Uganda","UGA","high",1879,1087,758,46226,5.4,295,0,0,0,0,0,0,0,0,0,0,100,"2036"
"Africa","Zambia","Zambia","ZMB","low",177,114,81,1931,1.8,62,42,23,13,4,0,0,0,0,0,0,100,"2061"
"Africa","Zambia","Zambia","ZMB","mean",177,114,81,3294,3.4,48,15,0,0,0,0,0,0,0,0,0,100,"2044"
"Africa","Zambia","Zambia","ZMB","high",177,114,81,4658,5.1,34,0,0,0,0,0,0,0,0,0,0,100,"2037"
"Asia","Australia","Australia – Queensland","QLD","low",2055,1876,1764,6349,0.3,1701,1637,1574,1542,1510,1447,1383,1352,1320,1256,1193,39,"2297"
"Asia","Australia","Australia – Queensland","QLD","mean",2055,1876,1764,11131,0.6,1653,1542,1430,1375,1319,1208,1097,1041,985,874,763,57,"2178"
"Asia","Australia","Australia – Queensland","QLD","high",2055,1876,1764,15912,0.9,1605,1446,1287,1207,1128,969,810,730,651,491,332,76,"2130"
"Asia","Bangladesh","Bangladesh","BGD","low",963,816,771,2907,0.4,742,713,684,669,655,626,596,582,567,538,509,44,"2285"
"Asia","Bangladesh","Bangladesh","BGD","mean",963,816,771,4489,0.6,726,681,636,614,591,546,502,479,457,412,367,57,"2191"
"Asia","Bangladesh","Bangladesh","BGD","high",963,816,771,6071,0.8,710,649,589,558,528,467,407,376,346,285,224,70,"2146"
"Asia","Bhutan","Bhutan","BTN","low",1990,1872,1802,4133,0.2,1760,1719,1678,1657,1636,1595,1554,1533,1512,1471,1430,26,"2455"
"Asia","Bhutan","Bhutan","BTN","mean",1990,1872,1802,7022,0.4,1732,1661,1591,1556,1521,1451,1380,1345,1310,1240,1170,38,"2276"
"Asia","Bhutan","Bhutan","BTN","high",1990,1872,1802,9912,0.5,1703,1604,1504,1455,1405,1306,1207,1157,1108,1009,910,49,"2201"
"Asia","Brunei","Brunei","BRN","low",511,501,494,499,0.1,489,484,479,477,474,469,464,462,459,454,449,11,"3010"
"Asia","Brunei","Brunei","BRN","mean",511,501,494,668,0.1,488,481,474,471,468,461,454,451,448,441,434,14,"2759"
"Asia","Brunei","Brunei","BRN","high",511,501,494,838,0.2,486,478,469,465,461,452,444,440,436,427,419,16,"2609"
"Asia","Cambodia","Cambodia","KHM","low",4804,3864,2753,79030,2.3,1963,1173,383,0,0,0,0,0,0,0,0,100,"2054"
"Asia","Cambodia","Cambodia","KHM","mean",4804,3864,2753,111024,3.3,1643,533,0,0,0,0,0,0,0,0,0,100,"2044"
"Asia","Cambodia","Cambodia","KHM","high",4804,3864,2753,143017,4.5,1323,0,0,0,0,0,0,0,0,0,0,100,"2039"
"Asia","Fiji","Fiji","FJI","low",1005,958,924,1767,0.2,907,889,871,862,854,836,818,809,801,783,765,22,"2543"
"Asia","Fiji","Fiji","FJI","mean",1005,958,924,3300,0.4,891,858,825,809,792,759,726,710,693,660,627,34,"2300"
"Asia","Fiji","Fiji","FJI","high",1005,958,924,4832,0.5,876,828,779,755,731,683,634,610,586,538,489,46,"2211"
"Asia","India","India – Andaman and N.","AN","low",612,591,572,388,0.1,568,564,560,558,556,552,548,546,545,541,537,12,"3493"
"Asia","India","India – Andaman and N.","AN","mean",612,591,572,1875,0.3,553,534,515,506,497,478,459,450,440,422,403,31,"2324"
"Asia","India","India – Andaman and N.","AN","high",612,591,572,3363,0.6,538,504,471,454,437,404,370,353,336,303,269,51,"2189"
"Asia","India","India – North-East","NE","low",7023,5941,5560,24962,0.4,5310,5061,4811,4686,4561,4312,4062,3937,3813,3563,3313,49,"2242"
"Asia","India","India – North-East","NE","mean",7023,5941,5560,38134,0.7,5179,4797,4416,4225,4034,3653,3272,3081,2890,2509,2128,64,"2165"
"Asia","India","India – North-East","NE","high",7023,5941,5560,51305,0.9,5047,4534,4021,3764,3508,2995,2482,2225,1969,1455,942,79,"2128"
"Asia","India","India – West. Ghats","WG","low",3144,2704,2236,28945,1.1,1947,1658,1368,1223,1079,789,500,355,210,0,0,100,"2097"
"Asia","India","India – West. Ghats","WG","mean",3144,2704,2236,46740,1.9,1769,1302,834,601,367,0,0,0,0,0,0,100,"2067"
"Asia","India","India – West. Ghats","WG","high",3144,2704,2236,64536,2.7,1591,946,300,0,0,0,0,0,0,0,0,100,"2054"
"Asia","Indonesia","Indonesia","IDN","low",139358,126473,117072,646351,0.5,110609,104145,97682,94450,91218,84755,78291,75060,71828,65364,58901,53,"2201"
"Asia","Indonesia","Indonesia","IDN","mean",139358,126473,117072,939867,0.8,107674,98275,88876,84177,79478,70079,60680,55981,51282,41883,32484,70,"2144"
"Asia","Indonesia","Indonesia","IDN","high",139358,126473,117072,1233384,1,104739,92405,80071,73904,67737,55403,43069,36902,30736,18402,6068,87,"2114"
"Asia","Laos","Laos","LAO","low",11607,9690,8308,108579,1.2,7222,6136,5050,4507,3965,2879,1793,1250,707,0,0,100,"2096"
"Asia","Laos","Laos","LAO","mean",11607,9690,8308,138221,1.5,6926,5543,4161,3470,2779,1397,14,0,0,0,0,100,"2080"
"Asia","Laos","Laos","LAO","high",11607,9690,8308,167863,1.9,6629,4950,3272,2433,1593,0,0,0,0,0,0,100,"2069"
"Asia","Malaysia","Malaysia","MYS","low",25676,22315,20147,161714,0.7,18530,16913,15296,14487,13679,12061,10444,9636,8827,7210,5593,72,"2144"
"Asia","Malaysia","Malaysia","MYS","mean",25676,22315,20147,216762,1,17979,15812,13644,12560,11477,9309,7141,6058,4974,2806,639,89,"2112"
"Asia","Malaysia","Malaysia","MYS","high",25676,22315,20147,271809,1.3,17429,14711,11993,10634,9275,6557,3839,2480,1120,0,0,100,"2094"
"Asia","Myanmar","Myanmar","MMR","low",18279,15380,13728,108006,0.7,12648,11568,10488,9948,9407,8327,7247,6707,6167,5087,4007,72,"2147"
"Asia","Myanmar","Myanmar","MMR","mean",18279,15380,13728,165195,1.1,12076,10424,8772,7946,7120,5468,3816,2990,2164,512,0,97,"2103"
"Asia","Myanmar","Myanmar","MMR","high",18279,15380,13728,222384,1.5,11504,9280,7056,5944,4832,2609,385,0,0,0,0,100,"2081"
"Asia","New Caledonia","New Caledonia","NCL","low",905,879,855,1490,0.2,840,825,810,803,795,780,765,758,750,735,721,19,"2593"
"Asia","New Caledonia","New Caledonia","NCL","mean",905,879,855,2425,0.3,830,806,782,770,758,733,709,697,685,661,636,27,"2372"
"Asia","New Caledonia","New Caledonia","NCL","high",905,879,855,3359,0.4,821,787,754,737,720,687,653,636,620,586,552,35,"2274"
"Asia","Papua New Guinea","Papua New Guinea","PNG","low",40366,39791,39304,29465,0.1,39009,38715,38420,38273,38125,37831,37536,37389,37241,36947,36652,8,"3353"
"Asia","Papua New Guinea","Papua New Guinea","PNG","mean",40366,39791,39304,48691,0.1,38817,38330,37843,37600,37356,36869,36383,36139,35896,35409,34922,12,"2827"
"Asia","Papua New Guinea","Papua New Guinea","PNG","high",40366,39791,39304,67917,0.2,38625,37946,37266,36927,36587,35908,35229,34889,34550,33871,33191,16,"2598"
"Asia","Philippines","Philippines","PHL","low",14756,13684,12753,49915,0.4,12254,11755,11255,11006,10756,10257,9758,9508,9259,8760,8261,41,"2275"
"Asia","Philippines","Philippines","PHL","mean",14756,13684,12753,93052,0.7,11822,10892,9961,9496,9031,8100,7170,6705,6239,5309,4378,64,"2157"
"Asia","Philippines","Philippines","PHL","high",14756,13684,12753,136189,1,11391,10029,8667,7986,7305,5943,4582,3901,3220,1858,496,87,"2113"
"Asia","Singapore","Singapore","SGP","low",17,15,14,90,0.6,13,12,11,11,10,9,8,8,7,7,6,61,"2172"
"Asia","Singapore","Singapore","SGP","mean",17,15,14,147,1,12,11,9,9,8,6,5,4,3,2,1,88,"2113"
"Asia","Singapore","Singapore","SGP","high",17,15,14,204,1.4,12,10,8,7,6,4,1,0,0,0,0,100,"2087"
"Asia","Solomon Isl.","Solomon Isl.","SLB","low",2762,2757,2739,1065,0,2729,2718,2707,2702,2697,2686,2676,2670,2665,2654,2644,4,"4592"
"Asia","Solomon Isl.","Solomon Isl.","SLB","mean",2762,2757,2739,1751,0.1,2722,2704,2687,2678,2669,2652,2634,2626,2617,2599,2582,6,"3584"
"Asia","Solomon Isl.","Solomon Isl.","SLB","high",2762,2757,2739,2437,0.1,2715,2691,2666,2654,2642,2618,2593,2581,2569,2544,2520,8,"3144"
"Asia","Sri Lanka","Sri Lanka","LKA","low",2088,1735,1594,8139,0.5,1513,1432,1350,1309,1269,1187,1106,1065,1025,943,862,55,"2215"
"Asia","Sri Lanka","Sri Lanka","LKA","mean",2088,1735,1594,14060,0.8,1454,1313,1173,1102,1032,891,751,680,610,470,329,78,"2133"
"Asia","Sri Lanka","Sri Lanka","LKA","high",2088,1735,1594,19981,1.2,1394,1195,995,895,795,595,395,296,196,0,0,100,"2099"
"Asia","Thailand","Thailand","THA","low",7188,6341,5815,33106,0.5,5484,5153,4822,4656,4491,4160,3829,3663,3498,3167,2836,56,"2195"
"Asia","Thailand","Thailand","THA","mean",7188,6341,5815,52603,0.9,5289,4763,4237,3974,3711,3185,2659,2396,2133,1607,1081,78,"2130"
"Asia","Thailand","Thailand","THA","high",7188,6341,5815,72100,1.2,5094,4373,3652,3292,2931,2210,1489,1129,768,47,0,99,"2100"
"Asia","Timor-Leste","Timor-Leste","TLS","low",131,89,78,422,0.5,73,69,65,63,61,57,52,50,48,44,40,66,"2203"
"Asia","Timor-Leste","Timor-Leste","TLS","mean",131,89,78,1173,1.4,66,54,42,37,31,19,7,1,0,0,0,100,"2086"
"Asia","Timor-Leste","Timor-Leste","TLS","high",131,89,78,1925,2.4,58,39,20,10,1,0,0,0,0,0,0,100,"2060"
"Asia","Vanuatu","Vanuatu","VUT","low",1158,1158,1152,256,0,1150,1147,1144,1143,1142,1139,1137,1136,1134,1132,1129,2,"6520"
"Asia","Vanuatu","Vanuatu","VUT","mean",1158,1158,1152,564,0,1147,1141,1135,1132,1130,1124,1118,1116,1113,1107,1101,4,"4062"
"Asia","Vanuatu","Vanuatu","VUT","high",1158,1158,1152,873,0.1,1143,1135,1126,1122,1117,1109,1100,1095,1091,1082,1074,7,"3339"
"Asia","Vietnam","Vietnam","VNM","low",10692,8628,7599,73716,0.9,6862,6125,5388,5019,4650,3913,3176,2807,2439,1702,965,84,"2123"
"Asia","Vietnam","Vietnam","VNM","mean",10692,8628,7599,102909,1.3,6570,5541,4512,3997,3483,2454,1424,910,395,0,0,100,"2093"
"Asia","Vietnam","Vietnam","VNM","high",10692,8628,7599,132102,1.6,6278,4957,3636,2975,2315,994,0,0,0,0,0,100,"2077"
