area_cont,area_ctry,area_name,area_code,proj,C2020,C2030,C2035,C2040,C2050,C2055,C2060,C2070,C2080,C2085,C2090,C2100,C2110,id_cont,id_d
America,Sint Maarten,Sint Maarten,SXM,high,7429,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,1,3
America,Suriname,Suriname,SUR,low,10216936,10222729,14959914,19608766,28774099,33258630,37590783,46011933,54621221,59016772,63451520,72367353,81320932,1,1
America,Suriname,Suriname,SUR,mean,10216936,12905854,18900742,24811019,36289345,41701196,47111081,58246755,69634607,75378368,81114799,92633549,104179869,1,2
America,Suriname,Suriname,SUR,high,10216936,15571954,22808268,29951085,43445279,50086304,56901260,70802428,84807610,91840347,98888392,113003587,127164726,1,3
America,Trinidad and Tobago,Trinidad and Tobago,TTO,low,1743960,276202,421180,565762,855946,1001997,1149772,1447961,1750150,1902385,2056589,2365690,2678636,1,1
America,Trinidad and Tobago,Trinidad and Tobago,TTO,mean,1743960,1800206,2756453,3739269,5786232,6847705,7930973,10150928,12434156,13593795,14768083,17157815,19587256,1,2
America,Trinidad and Tobago,Trinidad and Tobago,TTO,high,1743960,3417151,5278276,7225255,11316886,13436122,15600980,20049355,23940670,29656349,29656349,29656349,29656349,1,3
America,Venezuela,Venezuela,VEN,low,107182043,71417990,109517015,148510089,228175090,269261729,311406218,400497684,493970955,541890532,590452084,689110790,789452358,1,1
America,Venezuela,Venezuela,VEN,mean,107182043,108878293,167224069,226864391,353058254,420939579,490915032,635545830,784564567,860069126,936318953,1091163478,1248389584,1,2
America,Venezuela,Venezuela,VEN,high,107182043,147237129,226209719,308637292,489381491,584929027,682678336,882652823,1087767842,1192006319,1297196560,1510215398,1726219797,1,3
America,Virgin Isl. UK,Virgin Isl. UK,VGB,low,76990,21376,33253,45636,70894,83640,96304,123096,151981,167228,170031,170031,170031,1,1
America,Virgin Isl. UK,Virgin Isl. UK,VGB,mean,76990,81798,127013,170031,170031,170031,170031,170031,170031,170031,170031,170031,170031,1,2
America,Virgin Isl. UK,Virgin Isl. UK,VGB,high,76990,147695,170031,170031,170031,170031,170031,170031,170031,170031,170031,170031,170031,1,3
America,Virgin Isl. US,Virgin Isl. US,VIR,low,105327,25969,39949,54204,82545,96306,110201,137664,165499,179430,193424,220850,248683,1,1
America,Virgin Isl. US,Virgin Isl. US,VIR,mean,105327,117765,177249,236579,358379,421514,485874,599037,599037,599037,599037,599037,599037,1,2
America,Virgin Isl. US,Virgin Isl. US,VIR,high,105327,208908,314955,425718,599037,599037,599037,599037,599037,599037,599037,599037,599037,1,3
Africa,Angola,Angola,AGO,low,58916218,38557844,58604847,79278930,121314022,142433689,163682278,206609277,250086195,271986936,293936449,337917995,382485257,2,1
Africa,Angola,Angola,AGO,mean,58916218,62607324,95920023,129560994,197688379,232304852,267213553,337432224,409139692,446351817,485472176,535760372,535760372,2,2
Africa,Angola,Angola,AGO,high,58916218,87466543,133691443,180408807,275789320,324002688,372700476,475116886,535760372,535760372,535760372,535760372,535760372,2,3
Africa,Benin,Benin,BEN,low,566170,323643,485837,649992,1003556,1183144,1301978,1301978,1301978,1301978,1301978,1301978,1301978,2,1
Africa,Benin,Benin,BEN,mean,566170,567414,869061,1183144,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,2,2
Africa,Benin,Benin,BEN,high,566170,823515,1273869,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,1301978,2,3
Africa,Burundi,Burundi,BDI,low,548250,164040,253642,346417,542675,647566,752088,953778,1157879,1261509,1365492,1576209,1790518,2,1
Africa,Burundi,Burundi,BDI,mean,548250,628794,976642,1328260,2056979,2434118,2825348,3665922,4228798,4989198,4989198,4989198,4989198,2,2
Africa,Burundi,Burundi,BDI,high,548250,1120851,1732311,2367945,3778526,4228798,4989198,4989198,4989198,4989198,4989198,4989198,4989198,2,3
Africa,Cameroon,Cameroon,CMR,low,69275946,53365098,81787974,111305703,172816662,204891706,237601657,303916226,370717086,404335010,438157750,507001655,578405819,2,1
Africa,Cameroon,Cameroon,CMR,mean,69275946,66452266,102353642,139505350,217901969,258522569,299460924,381861925,465459716,508153902,551857956,642561197,736754317,2,2
Africa,Cameroon,Cameroon,CMR,high,69275946,79831818,123285635,168575839,264036897,312753975,361736241,460856926,563833419,617636751,672757945,786109837,902583093,2,3
Africa,CAR,CAR,CAF,low,46407934,34778814,52778069,70768562,106414089,124092543,141730992,177206203,213070437,231197206,249449412,286477103,324401657,2,1
Africa,CAR,CAR,CAF,mean,46407934,49820427,75339639,100605643,150714417,175893555,201263350,252762554,305632511,332784219,360450482,417239567,475820736,2,2
Africa,CAR,CAR,CAF,high,46407934,64885918,97696146,130169889,195391993,228522876,262113192,331368019,403957909,441432792,479612388,557973354,638966637,2,3
Africa,Comoros,Comoros,COM,low,353936,115489,175253,239400,370993,438333,505786,644494,785935,859133,933001,1084986,1240179,2,1
Africa,Comoros,Comoros,COM,mean,353936,230880,357354,487750,757946,899048,1043776,1343105,1643386,1792436,1945388,2254870,2562496,2,2
Africa,Comoros,Comoros,COM,high,353936,353007,547713,748406,1177631,1400383,1623211,2073039,2530575,2764173,3002240,3492163,3997477,2,3
Africa,Congo,Congo,COG,low,38261522,38873384,55425162,72487586,107101048,125318963,144000676,182532108,222730983,243402711,264382394,307106144,350954719,2,1
Africa,Congo,Congo,COG,mean,38261522,50783535,73886613,97236565,147147179,173293093,200131709,256144788,314315435,344141835,374352881,435943238,499427298,2,2
Africa,Congo,Congo,COG,high,38261522,62955874,92360719,123235948,189051086,223829526,259640901,333740672,410545038,449987252,490186829,573199735,658926826,2,3
Africa,DRC,DRC,COD,low,746801644,620888649,938886053,1262058715,1917776880,2253043159,2593169282,3288113704,4006446112,4375392295,4750316803,5516561140,6300024369,2,1
Africa,DRC,DRC,COD,mean,746801644,812344592,1231844425,1656344524,2529337037,2978220781,3436008084,4383630326,5371959559,5878694912,6391215794,7426405262,8467971565,2,2
Africa,DRC,DRC,COD,high,746801644,1005990363,1526709601,2057111609,3156771378,3727103797,4314238234,5533735117,6796265229,7435397562,8076139686,9362743895,10663974083,2,3
Africa,Eq. Guinea,Eq. Guinea,GNQ,low,3087500,2380442,3617357,4873364,7383452,8639116,9899280,12435359,14988564,16271557,17558183,20153365,22765996,2,1
Africa,Eq. Guinea,Eq. Guinea,GNQ,mean,3087500,3251366,4948990,6648872,10052873,11765187,13488624,16958268,20466190,22233777,24010820,27584293,31182215,2,2
Africa,Eq. Guinea,Eq. Guinea,GNQ,high,3087500,4136834,6284190,8424985,12744282,14924771,17117404,21551216,26039426,28300852,30569952,35142541,39750062,2,3
Africa,Ethiopia,Ethiopia,ETH,low,63277027,39779094,59428906,79319071,119591685,140056260,160747997,203282476,248706079,272708660,287524229,287524229,287524229,2,1
Africa,Ethiopia,Ethiopia,ETH,mean,63277027,74319013,111954183,150349264,231255465,275717261,287524229,287524229,287524229,287524229,287524229,287524229,287524229,2,2
Africa,Ethiopia,Ethiopia,ETH,high,63277027,109414762,165920928,225538369,287524229,287524229,287524229,287524229,287524229,287524229,287524229,287524229,287524229,2,3
Africa,Gabon,Gabon,GAB,low,13310122,10169640,14957426,19756053,29476636,34344244,39215725,49060678,58997813,63996233,68998588,79039664,89155146,2,1
Africa,Gabon,Gabon,GAB,mean,13310122,14711595,21804318,28969005,43359461,50637905,57968797,72709434,87575933,95064359,102625940,117892630,133332439,2,2
Africa,Gabon,Gabon,GAB,high,13310122,19251001,28714183,38198530,57447158,67183790,76946597,96701043,116819134,126992754,137228312,157821957,178557118,2,3
Africa,Gambia,Gambia,GMB,low,298903,31919,47285,62050,90719,104819,118639,145923,172673,185949,199332,225930,252398,2,1
Africa,Gambia,Gambia,GMB,mean,298903,166726,243489,320014,473004,551843,631836,802935,893185,893185,893185,893185,893185,2,2
Africa,Gambia,Gambia,GMB,high,298903,294128,433566,576950,893185,893185,893185,893185,893185,893185,893185,893185,893185,2,3
Africa,Ghana,Ghana,GHA,low,77215451,47282067,69504990,91378732,136905135,160505018,185815285,253478918,280277626,280277626,280277626,280277626,280277626,2,1
Africa,Ghana,Ghana,GHA,mean,77215451,81186401,120786350,162197806,274670057,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626,2,2
Africa,Ghana,Ghana,GHA,high,77215451,115442941,175370241,258525942,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626,2,3
Africa,Guinea,Guinea,GIN,low,26068582,22285234,34024220,45620244,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,2,1
Africa,Guinea,Guinea,GIN,mean,26068582,29856108,45264693,62060222,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,2,2
Africa,Guinea,Guinea,GIN,high,26068582,37460117,57113789,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,2,3
Africa,Guinea Bissau,Guinea Bissau,GNB,low,3047184,2164586,3165701,4148620,6152485,7177512,8222696,10363116,12587649,13735812,14926424,15266496,15266496,2,1
Africa,Guinea Bissau,Guinea Bissau,GNB,mean,3047184,2863386,4190495,5535193,8313319,9748919,11221984,14297324,15266496,15266496,15266496,15266496,15266496,2,2
Africa,Guinea Bissau,Guinea Bissau,GNB,high,3047184,3546649,5227003,6952257,10547665,12434686,14397598,15266496,15266496,15266496,15266496,15266496,15266496,2,3
Africa,Ivory Coast,Ivory Coast,CIV,low,172302781,110038168,168043251,226185902,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,2,1
Africa,Ivory Coast,Ivory Coast,CIV,mean,172302781,171219724,266971366,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,2,2
Africa,Ivory Coast,Ivory Coast,CIV,high,172302781,232918405,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,2,3
Africa,Kenya,Kenya,KEN,low,14534548,5981940,9037179,12131114,18525965,21796728,25088793,31793545,38587811,42008348,45433424,52294019,59188412,2,1
Africa,Kenya,Kenya,KEN,mean,14534548,14808729,22688872,30765535,47301740,55630453,64008021,81082667,98673119,102589698,102589698,102589698,102589698,2,2
Africa,Kenya,Kenya,KEN,high,14534548,24084988,37032298,50207606,76988842,90744760,102589698,102589698,102589698,102589698,102589698,102589698,102589698,2,3
Africa,Liberia,Liberia,LBR,low,65502289,48532116,74199406,100326178,155046203,183472259,212572139,272689756,335606769,368057079,401115810,468890092,538399385,2,1
Africa,Liberia,Liberia,LBR,mean,65502289,65633433,100363856,136488761,212635050,252433323,293437792,379129128,469033390,515245002,562038350,656501651,750809812,2,2
Africa,Liberia,Liberia,LBR,high,65502289,82871135,127322294,174004597,272826884,325103276,379207722,492168423,609277673,668451767,727596164,825290139,899641836,2,3
Africa,Madagascar,Madagascar,MDG,low,131386981,95076548,142464241,190514355,287847210,337423912,387901503,491055691,596039196,649123203,687596560,687596560,687596560,2,1
Africa,Madagascar,Madagascar,MDG,mean,131386981,137849699,207676531,278305415,424159546,499412011,575573700,687596560,687596560,687596560,687596560,687596560,687596560,2,2
Africa,Madagascar,Madagascar,MDG,high,131386981,181111614,273554252,368188108,565358309,664580284,687596560,687596560,687596560,687596560,687596560,687596560,687596560,2,3
Africa,Malawi,Malawi,MWI,low,2532258,1524133,2290930,3104317,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,2,1
Africa,Malawi,Malawi,MWI,mean,2532258,2554131,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,2,2
Africa,Malawi,Malawi,MWI,high,2532258,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,2,3
Africa,Mauritius,Mauritius,MUS,low,303456,11447,17667,23993,36632,43246,49898,63117,76531,83515,90352,103565,116896,2,1
Africa,Mauritius,Mauritius,MUS,mean,303456,260213,405414,551300,870851,1045306,1231267,1627188,2056103,2280004,2508082,2976063,3451214,2,2
Africa,Mauritius,Mauritius,MUS,high,303456,535261,843055,1190209,1983730,2420158,2872557,3799838,4677176,5146152,5146152,5146152,5146152,2,3
Africa,Mayotte,Mayotte,MYT,low,563712,157107,242568,325485,488414,571137,654500,821130,992731,1077466,1165077,1356544,1388900,2,1
Africa,Mayotte,Mayotte,MYT,mean,563712,563305,851966,1148238,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,2,2
Africa,Mayotte,Mayotte,MYT,high,563712,976298,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,2,3
Africa,Nigeria,Nigeria,NGA,low,65778225,45052235,67250147,89816883,135000408,157906331,181435140,232214077,287462622,316246770,344900900,401897611,467362577,2,1
Africa,Nigeria,Nigeria,NGA,mean,65778225,68319953,102700852,137178411,209720740,250279171,292920868,380127877,479102002,491186235,491186235,491186235,491186235,2,2
Africa,Nigeria,Nigeria,NGA,high,65778225,91964440,138262323,186024406,295652299,354425560,413037909,491186235,491186235,491186235,491186235,491186235,491186235,2,3
Africa,Reunion,Reunion,REU,low,580071,331512,450021,604714,941889,1081991,1248053,1598584,1978180,2179385,2383297,2807901,3254533,2,1
Africa,Reunion,Reunion,REU,mean,580071,451108,690926,943962,1425127,1694846,1984981,2603411,3266052,3628556,4002551,4775839,5597161,2,2
Africa,Reunion,Reunion,REU,high,580071,607634,945375,1253666,1988445,2394981,2821660,3760643,4784928,5330279,5889097,7043370,8224263,2,3
Africa,Rwanda,Rwanda,RWA,low,1925766,814319,1275630,1767018,2926703,3614121,4278988,5624970,6990872,7684300,8381969,9731798,10642327,2,1
Africa,Rwanda,Rwanda,RWA,mean,1925766,2477021,4245278,6031094,9731798,10642327,16018200,16018200,16018200,16018200,16018200,16018200,16018200,2,2
Africa,Rwanda,Rwanda,RWA,high,1925766,4678752,7617222,10642327,16018200,16018200,16018200,16018200,16018200,16018200,16018200,16018200,16018200,2,3
Africa,Senegal,Senegal,SEN,low,497971,12250,18665,24671,35208,40902,46645,57515,67759,72919,78041,88737,99929,2,1
Africa,Senegal,Senegal,SEN,mean,497971,509075,782574,1060330,1623778,1910879,2200160,2772537,3258095,3343006,3343006,3343006,3343006,2,2
Africa,Senegal,Senegal,SEN,high,497971,1046960,1603640,2172694,3227016,3343006,3343006,3343006,3343006,3343006,3343006,3343006,3343006,2,3
Africa,Sierra Leone,Sierra Leone,SLE,low,61475070,47434746,70949112,94201406,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,2,1
Africa,Sierra Leone,Sierra Leone,SLE,mean,61475070,67801908,101749184,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,2,2
Africa,Sierra Leone,Sierra Leone,SLE,high,61475070,87757760,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,2,3
Africa,South Sudan,South Sudan,SSD,low,2570300,1271387,1930018,2768386,4918266,6128233,7414978,8073852,8073852,8073852,8073852,8073852,8073852,2,1
Africa,South Sudan,South Sudan,SSD,mean,2570300,2008729,3427347,5173838,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,2,2
Africa,South Sudan,South Sudan,SSD,high,2570300,2976612,5302357,7990637,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,2,3
Africa,Tanzania,Tanzania,TZA,low,8702347,5322862,8199633,11131688,17183767,20262815,23349852,29564785,35897743,39130422,42407099,49113638,55993973,2,1
Africa,Tanzania,Tanzania,TZA,mean,8702347,8934090,13765058,18736355,28804993,33928396,39161645,50004776,61288711,67041088,72863196,84774525,97175398,2,2
Africa,Tanzania,Tanzania,TZA,high,8702347,12639189,19511706,26472181,40808221,48319068,56056492,71984322,88550593,97175398,103926692,112013251,112013251,2,3
Africa,Togo,Togo,TGO,low,2405085,1364910,2023844,2695532,4113537,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,2,1
Africa,Togo,Togo,TGO,mean,2405085,2576701,3918519,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,2,2
Africa,Togo,Togo,TGO,high,2405085,3854554,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,2,3
Africa,Uganda,Uganda,UGA,low,32249477,19795414,31224248,43793510,70703019,83835921,94260912,94260912,94260912,94260912,94260912,94260912,94260912,2,1
Africa,Uganda,Uganda,UGA,mean,32249477,35715076,57812177,80613553,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,2,2
Africa,Uganda,Uganda,UGA,high,32249477,53538776,85783541,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,2,3
Africa,Zambia,Zambia,ZMB,low,3136683,1843113,2777790,3705706,5568266,6499572,7442484,7783530,7783530,7783530,7783530,7783530,7783530,2,1
Africa,Zambia,Zambia,ZMB,mean,3136683,3160696,4744501,6334256,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,2,2
Africa,Zambia,Zambia,ZMB,high,3136683,4471141,6720990,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,2,3
Asia,Australia,Australia – Queensland,QLD,low,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,Australia,Australia – Queensland,QLD,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,Australia,Australia – Queensland,QLD,high,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Bangladesh,Bangladesh,BGD,low,2800901,2392494,3430164,4331155,6084504,6889916,7656647,9124026,10523733,11214801,11901878,13256760,14603758,3,1
Asia,Bangladesh,Bangladesh,BGD,mean,2800901,3513472,4897332,6230179,8597172,9693766,10768488,12880145,14961046,15993800,17013604,18998328,20915145,3,2
Asia,Bangladesh,Bangladesh,BGD,high,2800901,4489152,6302280,7924540,10890392,12322698,13733469,16531147,19220650,20520268,21784250,24248366,26663757,3,3
Asia,Bhutan,Bhutan,BTN,low,8050184,5026146,7479064,9935973,14862733,17323412,19786439,24699277,29588746,32028635,34471730,39366881,44269870,3,1
Asia,Bhutan,Bhutan,BTN,mean,8050184,8455872,12639937,16822166,25174633,29324777,33473694,41791510,50135623,54327000,58520299,66909413,75316658,3,2
Asia,Bhutan,Bhutan,BTN,high,8050184,11898464,17803130,23701793,35425389,41296685,47180134,59007361,70850373,76792916,82757283,94733181,106739333,3,3
Asia,Brunei,Brunei,BRN,low,599730,520011,769229,1023559,1545379,1810937,2076748,2599738,3106442,3356594,3602522,4092620,4585029,3,1
Asia,Brunei,Brunei,BRN,mean,599730,688672,1027494,1375626,2085147,2436611,2781188,3451755,4108457,4437380,4770063,5445308,6130570,3,2
Asia,Brunei,Brunei,BRN,high,599730,859975,1293140,1735102,2619100,3045138,3463503,4286917,5124982,5550362,5980129,6860177,7770052,3,3
Asia,Cambodia,Cambodia,KHM,low,116798087,82467307,124723187,167278044,253892404,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,3,1
Asia,Cambodia,Cambodia,KHM,mean,116798087,116660410,176512716,237388459,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,3,2
Asia,Cambodia,Cambodia,KHM,high,116798087,150998244,229156200,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,3,3
Asia,Fiji,Fiji,FJI,low,3075561,1439143,2254113,3062764,4687864,5507876,6322403,7964666,9603775,10420412,11235651,12769198,14259358,3,1
Asia,Fiji,Fiji,FJI,mean,3075561,2847165,4361074,5891249,8955068,10480572,11968452,14772929,17698433,19211841,20766145,23965574,27298400,3,2
Asia,Fiji,Fiji,FJI,high,3075561,4251590,6489153,8737420,13073556,15133746,17269969,21780357,26572760,29073546,31635193,36933306,42462038,3,3
Asia,India,India – Andaman and N.,AN,low,1730298,323883,479096,646118,984504,1157596,1333355,1694555,2061607,2246674,2431441,2800501,3169740,3,1
Asia,India,India – Andaman and N.,AN,mean,1730298,1633729,2523150,3416030,5183176,6054076,6923918,8680713,10474080,11378414,12290955,14133124,16003697,3,2
Asia,India,India – Andaman and N.,AN,high,1730298,3046700,4639192,6205521,9361489,10975052,12610773,15942944,19357578,21089681,22838329,26377665,29963845,3,3
Asia,India,India – North-East,NE,low,37183122,23671071,36041382,48681317,74563608,87731234,101058503,128034483,155362414,169132030,182965329,210752549,238714193,3,1
Asia,India,India – North-East,NE,mean,37183122,36729628,56152752,76014650,116734901,137481769,158404520,200693228,243368345,264803030,286295994,329354722,372432477,3,2
Asia,India,India – North-East,NE,high,37183122,50092461,76736451,104021045,159925508,188340079,216928091,274552866,332478612,361455036,390408049,448102718,505109015,3,3
Asia,India,India – West. Ghats,WG,low,36440394,20817413,33577322,47479608,77060325,92329890,107907674,139767319,172611832,189446484,206660850,232285309,232285309,3,1
Asia,India,India – West. Ghats,WG,mean,36440394,36689462,59748405,84034035,134747750,161051486,188061726,232285309,232285309,232285309,232285309,232285309,232285309,3,2
Asia,India,India – West. Ghats,WG,high,36440394,54104295,87543345,122414781,195901502,232285309,232285309,232285309,232285309,232285309,232285309,232285309,232285309,3,3
Asia,Indonesia,Indonesia,IDN,low,865418777,541334080,821055932,1110022620,1718603783,2041703260,2378302277,3086907797,3835702685,4225473848,4623941534,5442996067,6288232834,3,1
Asia,Indonesia,Indonesia,IDN,mean,865418777,794965442,1217093575,1660762834,2630239194,3152184420,3695113602,4842665059,6053459418,6676475638,7307802453,8585953286,9876646532,3,2
Asia,Indonesia,Indonesia,IDN,high,865418777,1056277222,1632073434,2253164833,3625355107,4367018901,5139220395,6753680341,8423007362,9268756871,10120078981,11825037734,13410055847,3,3
Asia,Laos,Laos,LAO,low,144033892,115726289,175250045,235074784,355402345,415910957,476629432,598733043,721950905,784043240,846553551,928798932,928798932,3,1
Asia,Laos,Laos,LAO,mean,144033892,148173807,224222601,300659855,454610828,532134152,610010152,767248848,928798932,928798932,928798932,928798932,928798932,3,2
Asia,Laos,Laos,LAO,high,144033892,180737745,273358586,366518175,554414909,649208014,744749326,928798932,928798932,928798932,928798932,928798932,928798932,3,3
Asia,Malaysia,Malaysia,MYS,low,203743567,135717464,210189303,288560479,456586135,545886248,637746448,828442383,1027885775,1130417157,1234390898,1445660121,1659709023,3,1
Asia,Malaysia,Malaysia,MYS,mean,203743567,185851271,290267980,401203545,641711121,768673067,899596742,1172294802,1454691580,1598004609,1742111461,2031437914,2316067541,3,2
Asia,Malaysia,Malaysia,MYS,high,203743567,238159113,374070613,520887865,836703617,1004122712,1176655065,1531784592,1893438751,2075307834,2258311340,2414483834,2414483834,3,3
Asia,Myanmar,Myanmar,MMR,low,173306464,110065483,168792864,228381590,349007515,409829560,470884353,593686529,717524612,779855553,842486935,968513891,1095583254,3,1
Asia,Myanmar,Myanmar,MMR,mean,173306464,172284225,263718875,356166068,543045127,637317190,732202924,923977071,1118203240,1216446672,1315708271,1516833430,1579091149,3,2
Asia,Myanmar,Myanmar,MMR,high,173306464,235453703,359741283,485318269,739547361,868418110,998406902,1262180115,1532776534,1579091149,1579091149,1579091149,1579091149,3,3
Asia,New Caledonia,New Caledonia,NCL,low,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,New Caledonia,New Caledonia,NCL,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,New Caledonia,New Caledonia,NCL,high,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Papua New Guinea,Papua New Guinea,PNG,low,48241294,39323985,55629531,71580291,103433219,119329651,135194589,166807222,198429002,214264756,230087013,261921966,293923304,3,1
Asia,Papua New Guinea,Papua New Guinea,PNG,mean,48241294,60481971,86844547,113138198,165460230,191602858,217734092,270303766,323378326,350205573,377204779,431826115,487210001,3,2
Asia,Papua New Guinea,Papua New Guinea,PNG,high,48241294,81319052,117977729,154472601,227412772,264074799,300976418,375836503,452155642,490916701,530036270,609369242,689906147,3,3
Asia,Philippines,Philippines,PHL,low,67541878,36799596,56143428,75783134,116035052,136520054,157191840,198903566,241095515,262376694,283776449,326954891,370763676,3,1
Asia,Philippines,Philippines,PHL,mean,67541878,70416862,107744801,145946409,223850277,263426198,303430953,384975999,468902055,511844320,555490515,645013759,737689216,3,2
Asia,Philippines,Philippines,PHL,high,67541878,104991306,161025985,218109304,335018718,395116074,456506536,583628473,717178384,786515026,857693596,1005070466,1108658587,3,3
Asia,Singapore,Singapore,SGP,low,66133,39574,60916,82494,127184,150305,173614,221451,271030,296649,323053,376266,431316,3,1
Asia,Singapore,Singapore,SGP,mean,66133,66777,102431,139435,216598,256784,298365,385452,476135,523174,571527,674863,802520,3,2
Asia,Singapore,Singapore,SGP,high,66133,94292,145548,199068,312320,372734,435130,565541,713013,802520,839045,839045,839045,3,3
Asia,Solomon Isl.,Solomon Isl.,SLB,low,1518376,799872,1261665,1773995,2843709,3388468,3944740,5055372,6172156,6743052,7320145,8492119,9669458,3,1
Asia,Solomon Isl.,Solomon Isl.,SLB,mean,1518376,1407422,2261814,3156952,4979404,5893759,6829831,8751410,10685643,11657694,12639169,14619713,16624700,3,2
Asia,Solomon Isl.,Solomon Isl.,SLB,high,1518376,2075288,3314823,4585768,7161921,8503176,9848320,12558166,15319874,16716643,18116083,20902940,23672745,3,3
Asia,Sri Lanka,Sri Lanka,LKA,low,9350814,4745838,7233765,9818395,15303723,18167582,21091975,27058735,33206542,36328440,39479633,45845075,52310305,3,1
Asia,Sri Lanka,Sri Lanka,LKA,mean,9350814,8395833,13004894,17905273,28169845,33494201,38911106,49960237,61271268,67023305,72836891,84644853,96683649,3,2
Asia,Sri Lanka,Sri Lanka,LKA,high,9350814,12254899,19229769,26515491,41789693,49667612,57679827,74074713,90958863,99580138,108348451,126403102,126403102,3,3
Asia,Thailand,Thailand,THA,low,48419886,31027060,47784159,64640008,98532897,115509831,132475265,166444976,200466300,217490404,234544977,268667159,302842299,3,1
Asia,Thailand,Thailand,THA,mean,48419886,50765144,77616960,104564030,158512532,185535756,212573213,266776518,321097984,348316985,375577137,430164311,485152284,3,2
Asia,Thailand,Thailand,THA,high,48419886,70648112,107586395,144547403,218640968,255779718,292975365,367574541,442442136,480123424,517973556,600841401,600841401,3,3
Asia,Timor-Leste,Timor-Leste,TLS,low,1302590,446473,673691,908636,1386766,1627258,1867437,2348291,2828173,3066352,3306675,3790037,4271169,3,1
Asia,Timor-Leste,Timor-Leste,TLS,mean,1302590,1280690,1948760,2617298,3952469,4622583,5295123,6650657,8011363,8559921,8838695,8838695,8838695,3,2
Asia,Timor-Leste,Timor-Leste,TLS,high,1302590,2138028,3231057,4330444,6546393,7661860,8838695,8838695,8838695,8838695,8838695,8838695,8838695,3,3
Asia,Vanuatu,Vanuatu,VUT,low,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,Vanuatu,Vanuatu,VUT,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,Vanuatu,Vanuatu,VUT,high,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Vietnam,Vietnam,VNM,low,94039174,66790383,100391164,135008130,205942100,242195675,278992615,353925311,430470737,469297416,508469728,587937476,669020975,3,1
Asia,Vietnam,Vietnam,VNM,mean,94039174,93304637,141599256,191020148,292949661,345303046,398451375,506896846,618251757,675074761,732959432,777781205,777781205,3,2
Asia,Vietnam,Vietnam,VNM,high,94039174,120513435,183599497,248357755,382541935,451556392,521720489,665719731,777781205,777781205,777781205,777781205,777781205,3,3
