area_cont,area_ctry,area_name,area_code,proj,C2020,C2030,C2035,C2040,C2050,C2055,C2060,C2070,C2080,C2085,C2090,C2100,id_cont,id_d
America,Virgin Isl. US,Virgin Isl. US,VIR,mean,45953,69234,91838,114976,164022,189268,196963,196963,196963,196963,196963,196963,1,2
America,Virgin Isl. US,Virgin Isl. US,VIR,high,45953,99101,138489,179941,196963,196963,196963,196963,196963,196963,196963,196963,1,3
Africa,Angola,Angola,AGO,low,42338688,38483268,56348609,74395407,110679120,129430245,148678074,187475191,226296157,246736710,273120530,361819809,2,1
Africa,Angola,Angola,AGO,mean,42338688,50865700,75161269,99434458,150323139,176409425,202742945,258170494,361819809,361819809,361819809,361819809,2,2
Africa,Angola,Angola,AGO,high,42338688,63403217,93891642,125259260,190786354,223686525,260400921,361819809,361819809,361819809,361819809,361819809,2,3
Africa,Benin,Benin,BEN,low,64974,42766,68163,88905,143190,169809,169809,169809,169809,169809,169809,169809,2,1
Africa,Benin,Benin,BEN,mean,64974,73216,112866,156979,169809,169809,169809,169809,169809,169809,169809,169809,2,2
Africa,Benin,Benin,BEN,high,64974,100902,164554,169809,169809,169809,169809,169809,169809,169809,169809,169809,2,3
Africa,Burundi,Burundi,BDI,low,242455,96521,178520,315413,647665,827900,1025077,1463452,1966413,2245866,2545903,3194335,2,1
Africa,Burundi,Burundi,BDI,mean,242455,422975,826271,1307982,2539515,3298801,3742559,4759087,4759087,4759087,4759087,4759087,2,2
Africa,Burundi,Burundi,BDI,high,242455,890052,1701135,2748492,4759087,4759087,4759087,4759087,4759087,4759087,4759087,4759087,2,3
Africa,Cameroon,Cameroon,CMR,low,56009425,34315953,54345953,75791062,123421393,149187302,175874993,231651663,289741700,319568338,349967046,412230506,2,1
Africa,Cameroon,Cameroon,CMR,mean,56009425,47309561,75486448,106440104,175177127,211895242,249799152,328339328,410576432,453225721,497143258,588950754,2,2
Africa,Cameroon,Cameroon,CMR,high,56009425,60944377,98186428,139581309,230150406,278109346,327544160,430681140,541020970,599237590,659478022,784815242,2,3
Africa,CAR,CAR,CAF,low,24479246,25905482,36202518,46123921,66582718,77186666,87986484,109999901,132898261,144853499,157206836,183353584,2,1
Africa,CAR,CAR,CAF,mean,24479246,33080288,46489646,60165034,88788984,103521472,118594564,150425069,185332473,204361412,224687927,269053565,2,2
Africa,CAR,CAR,CAF,high,24479246,39937292,56969263,74676846,111621232,130962858,151306285,195992055,248045152,277002193,307893681,376068864,2,3
Africa,Comoros,Comoros,COM,low,132133,31683,52823,73918,118442,145041,171511,220879,269343,294985,321696,384484,2,1
Africa,Comoros,Comoros,COM,mean,132133,345003,595646,869359,1489045,1836299,2210542,3044788,3992292,3992292,5464994,5464994,2,2
Africa,Comoros,Comoros,COM,high,132133,792727,1352782,2003979,3610050,3992292,5464994,5464994,5464994,5464994,5464994,5464994,2,3
Africa,Congo,Congo,COG,low,27893094,36499746,47768092,60806631,91332317,108167997,126973823,168614275,211254144,233128917,255153895,300627604,2,1
Africa,Congo,Congo,COG,mean,27893094,44217214,61247403,81399389,128203431,156102876,184280865,242726551,303534288,335768733,369342052,440883316,2,2
Africa,Congo,Congo,COG,high,27893094,52318506,76566657,103770207,171194337,207130168,244081163,321325444,406699350,453096889,501729887,604450638,2,3
Africa,DRC,DRC,COD,low,589845874,553766985,879257746,1224104992,1971767829,2370849048,2784065570,3651189082,4587858816,5087249147,5611076079,6714746625,2,1
Africa,DRC,DRC,COD,mean,589845874,668534295,1062246715,1485693819,2402523514,2892864064,3400886882,4489176248,5694735489,6341797981,7006815023,8365399236,2,2
Africa,DRC,DRC,COD,high,589845874,785872535,1252059954,1755047339,2849829148,3435314306,4051413346,5395130130,6891194819,7668469494,8455953094,10043394279,2,3
Africa,Eq. Guinea,Eq. Guinea,GNQ,low,3425015,3048437,4424603,5923679,8939725,10458490,12005913,15140545,18333456,19963683,21604490,24914211,2,1
Africa,Eq. Guinea,Eq. Guinea,GNQ,mean,3425015,3932055,5902303,7907623,11961008,14029665,16138763,20420482,24809991,27031382,29264647,33766495,2,2
Africa,Eq. Guinea,Eq. Guinea,GNQ,high,3425015,4888710,7389015,9888941,15046779,17693841,20378360,25873451,31442846,34258218,37108207,42854612,2,3
Africa,Ethiopia,Ethiopia,ETH,low,37808083,37460842,58744165,81835522,134136600,165418507,196490298,196490298,196490298,196490298,196490298,196490298,2,1
Africa,Ethiopia,Ethiopia,ETH,mean,37808083,54938937,87682824,124334702,196490298,196490298,196490298,196490298,196490298,196490298,196490298,196490298,2,2
Africa,Ethiopia,Ethiopia,ETH,high,37808083,73841700,119596453,176077822,196490298,196490298,196490298,196490298,196490298,196490298,196490298,196490298,2,3
Africa,Gabon,Gabon,GAB,low,12363612,11205906,15026892,18643287,25871326,29497905,33244741,41050855,49240837,53527997,57950246,67085354,2,1
Africa,Gabon,Gabon,GAB,mean,12363612,15060783,20493022,25942474,37223690,43182996,49413687,62717022,76621828,83673411,90787229,105238536,2,2
Africa,Gabon,Gabon,GAB,high,12363612,18713776,25975205,33399148,49485823,58264718,67450728,86172022,105428877,115245977,125188306,145407884,2,3
Africa,Gambia,Gambia,GMB,low,13673,4316,6403,8647,12805,14797,17009,21122,25431,27579,29849,34674,2,1
Africa,Gambia,Gambia,GMB,mean,13673,10705,15740,20991,31919,38007,44270,56862,69866,76569,83495,97700,2,2
Africa,Gambia,Gambia,GMB,high,13673,16877,25199,34329,54313,64545,75166,97652,122520,136780,149433,149433,2,3
Africa,Ghana,Ghana,GHA,low,28878332,20917872,31472870,41771051,64940069,79414210,100940376,185093161,185093161,185093161,185093161,185093161,2,1
Africa,Ghana,Ghana,GHA,mean,28878332,35672330,53729429,76457441,185093161,185093161,185093161,185093161,185093161,185093161,185093161,185093161,2,2
Africa,Ghana,Ghana,GHA,high,28878332,50370790,82843867,172308496,185093161,185093161,185093161,185093161,185093161,185093161,185093161,185093161,2,3
Africa,Guinea,Guinea,GIN,low,14144336,16239364,26611806,38956467,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,2,1
Africa,Guinea,Guinea,GIN,mean,14144336,20165373,33944341,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,2,2
Africa,Guinea,Guinea,GIN,high,14144336,24591733,42578781,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,2,3
Africa,Guinea Bissau,Guinea Bissau,GNB,low,734260,736071,1014467,1271127,1743632,1975359,2207057,2682516,3181751,3441798,3598783,3598783,2,1
Africa,Guinea Bissau,Guinea Bissau,GNB,mean,734260,815715,1115773,1394444,1921020,2182461,2447992,2996961,3598783,3598783,3598783,3598783,2,2
Africa,Guinea Bissau,Guinea Bissau,GNB,high,734260,886671,1213951,1513081,2096813,2392439,2691543,3324173,3598783,3598783,3598783,3598783,2,3
Africa,Ivory Coast,Ivory Coast,CIV,low,98702503,73718740,112954517,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,2,1
Africa,Ivory Coast,Ivory Coast,CIV,mean,98702503,100146681,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,2,2
Africa,Ivory Coast,Ivory Coast,CIV,high,98702503,132456862,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,2,3
Africa,Kenya,Kenya,KEN,low,6962682,6059550,9305329,12634259,19798687,23500695,27228564,34708431,42570358,46808612,51637775,56052740,2,1
Africa,Kenya,Kenya,KEN,mean,6962682,11761551,18364227,25310322,39410076,47258439,56052740,56052740,56052740,56052740,56052740,56052740,2,2
Africa,Kenya,Kenya,KEN,high,6962682,17892976,28094631,38400296,56052740,56052740,56052740,56052740,56052740,56052740,56052740,56052740,2,3
Africa,Liberia,Liberia,LBR,low,59881709,36771119,55859211,77276275,130027109,161005559,194175582,270001328,356819409,403570229,452405105,554701957,2,1
Africa,Liberia,Liberia,LBR,mean,59881709,52576457,83196224,120410932,212149123,266905015,327273519,461249275,608462194,685769345,765357746,929370223,2,2
Africa,Liberia,Liberia,LBR,high,59881709,69909089,115728729,172053065,312819975,396337081,486714217,681576420,891694456,1006207633,1006207633,1006207633,2,3
Africa,Madagascar,Madagascar,MDG,low,91720980,87702665,137028755,190939970,302628940,362960725,427710733,495033876,495033876,495033876,495033876,495033876,2,1
Africa,Madagascar,Madagascar,MDG,mean,91720980,111335263,176599856,245191267,393252984,476566429,495033876,495033876,495033876,495033876,495033876,495033876,2,2
Africa,Madagascar,Madagascar,MDG,high,91720980,136199527,217109301,300760620,495033876,495033876,495033876,495033876,495033876,495033876,495033876,495033876,2,3
Africa,Malawi,Malawi,MWI,low,2015108,1603356,2330515,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2,1
Africa,Malawi,Malawi,MWI,mean,2015108,2290725,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2,2
Africa,Malawi,Malawi,MWI,high,2015108,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2,3
Africa,Mauritius,Mauritius,MUS,low,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Africa,Mauritius,Mauritius,MUS,mean,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Africa,Mauritius,Mauritius,MUS,high,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Africa,Mayotte,Mayotte,MYT,low,233790,57283,86301,124235,196436,231670,268874,339131,418148,456152,490934,559068,2,1
Africa,Mayotte,Mayotte,MYT,mean,233790,251567,391505,526927,671786,671786,671786,671786,671786,671786,671786,671786,2,2
Africa,Mayotte,Mayotte,MYT,high,233790,458819,671786,671786,671786,671786,671786,671786,671786,671786,671786,671786,2,3
Africa,Nigeria,Nigeria,NGA,low,25567796,18572532,28735187,39866643,64458972,76983366,90270867,120426963,156824850,176988626,197279101,239754699,2,1
Africa,Nigeria,Nigeria,NGA,mean,25567796,28055438,44624924,62845023,101884130,125002108,151776455,211089525,284663212,313164392,313164392,313164392,2,2
Africa,Nigeria,Nigeria,NGA,high,25567796,38376596,62045699,86742806,149284478,188147665,228204679,313164392,313164392,313164392,313164392,313164392,2,3
Africa,Reunion,Reunion,REU,low,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Africa,Reunion,Reunion,REU,mean,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Africa,Reunion,Reunion,REU,high,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Africa,Rwanda,Rwanda,RWA,low,627530,400869,722861,1507810,3815223,5144044,6531200,8094837,13964111,13964111,13964111,13964111,2,1
Africa,Rwanda,Rwanda,RWA,mean,627530,1567168,3928061,6721357,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111,2,2
Africa,Rwanda,Rwanda,RWA,high,627530,3968222,8094837,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111,2,3
Africa,Senegal,Senegal,SEN,low,48844,19470,27349,34847,49641,57537,64833,79643,93659,100711,107622,121280,2,1
Africa,Senegal,Senegal,SEN,mean,48844,45081,64872,84381,121392,140451,160274,200084,238839,258024,277817,318507,2,2
Africa,Senegal,Senegal,SEN,high,48844,69864,100749,130490,194929,226620,257850,323468,390679,425658,461536,535696,2,3
Africa,Sierra Leone,Sierra Leone,SLE,low,36637583,38465472,66971490,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,2,1
Africa,Sierra Leone,Sierra Leone,SLE,mean,36637583,54484426,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,2,2
Africa,Sierra Leone,Sierra Leone,SLE,high,36637583,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,2,3
Africa,South Sudan,South Sudan,SSD,low,1120614,468942,848740,1414113,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2,1
Africa,South Sudan,South Sudan,SSD,mean,1120614,678993,1381025,2219406,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2,2
Africa,South Sudan,South Sudan,SSD,high,1120614,999336,1954965,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2,3
Africa,Tanzania,Tanzania,TZA,low,4444929,3820327,6126248,8558549,13523021,16208072,18991853,24971809,31444354,34859803,38412710,46006260,2,1
Africa,Tanzania,Tanzania,TZA,mean,4444929,5775066,9228436,12742474,20590366,24902274,29463744,39336002,50480090,56593732,63127910,78233453,2,2
Africa,Tanzania,Tanzania,TZA,high,4444929,7828629,12356073,17318139,28489043,34705015,41383755,56493441,71794823,78233453,78233453,78233453,2,3
Africa,Togo,Togo,TGO,low,554809,364812,551508,752403,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,2,1
Africa,Togo,Togo,TGO,mean,554809,649702,1061279,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,2,2
Africa,Togo,Togo,TGO,high,554809,993061,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,2,3
Africa,Uganda,Uganda,UGA,low,11108576,16082136,30511140,48349549,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,2,1
Africa,Uganda,Uganda,UGA,mean,11108576,27559061,52684065,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,2,2
Africa,Uganda,Uganda,UGA,high,11108576,41515203,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,2,3
Africa,Zambia,Zambia,ZMB,low,1826780,1306017,1984921,2673245,3776616,3942406,3942406,3942406,3942406,3942406,3942406,3942406,2,1
Africa,Zambia,Zambia,ZMB,mean,1826780,2013230,3028765,3818320,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406,2,2
Africa,Zambia,Zambia,ZMB,high,1826780,2726111,3839049,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406,2,3
Asia,Australia,Australia – Queensland,QLD,low,15784833,12144251,17952879,23707570,34893059,40356918,45800266,56653170,67430752,72837991,78275829,89239097,3,1
Asia,Australia,Australia – Queensland,QLD,mean,15784833,20887799,30781131,40412272,59426930,68877869,78377697,97704286,118125893,128833878,139892797,163237107,3,2
Asia,Australia,Australia – Queensland,QLD,high,15784833,29410707,43150974,56762685,83915270,97761581,112241340,143210052,177524241,196003007,215131564,254925787,3,3
Asia,Bangladesh,Bangladesh,BGD,low,2287539,2370657,3317063,4132470,5664076,6426871,7176234,8742139,10408602,11283885,12192555,14029416,3,1
Asia,Bangladesh,Bangladesh,BGD,mean,2287539,3219617,4391383,5489342,7677480,8817383,10006022,12577884,15251776,16620808,18002171,20773415,3,2
Asia,Bangladesh,Bangladesh,BGD,high,2287539,3950211,5402590,6829496,9809103,11455966,13175412,16712671,20327369,22166766,24041763,27852217,3,3
Asia,Bhutan,Bhutan,BTN,low,11699780,10107697,15302610,20616718,31568138,37031151,42571522,53661131,64740242,70288749,75882820,87143698,3,1
Asia,Bhutan,Bhutan,BTN,mean,11699780,13177864,20006578,27052373,41314375,48493325,55679790,70036422,84572086,91902224,99223730,113939368,3,2
Asia,Bhutan,Bhutan,BTN,high,11699780,16264860,24803458,33542689,51138822,59940173,68775978,86629148,104626628,113677227,122836591,141267217,3,3
Asia,Brunei,Brunei,BRN,low,587784,358805,614302,881426,1450933,1749977,2051193,2642281,3223002,3512199,3804255,4399173,3,1
Asia,Brunei,Brunei,BRN,mean,587784,519042,867665,1239146,2022851,2414567,2798338,3561678,4341761,4742692,5151002,5985550,3,2
Asia,Brunei,Brunei,BRN,high,587784,686350,1135708,1613497,2587282,3063524,3537547,4507772,5524599,6047849,6588865,7711958,3,3
Asia,Cambodia,Cambodia,KHM,low,103029619,72712548,111546136,153944754,247569168,298339781,307565558,307565558,307565558,307565558,307565558,307565558,3,1
Asia,Cambodia,Cambodia,KHM,mean,103029619,104972301,165305966,231626029,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558,3,2
Asia,Cambodia,Cambodia,KHM,high,103029619,139692221,223748734,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558,3,3
Asia,Fiji,Fiji,FJI,low,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,Fiji,Fiji,FJI,mean,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,Fiji,Fiji,FJI,high,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,India,India – Andaman and N.,AN,low,1133094,255692,399308,545286,888524,1077302,1276872,1699706,2145091,2374561,2598798,3046068,3,1
Asia,India,India – Andaman and N.,AN,mean,1133094,852266,1423776,2058484,3364843,4000660,4614446,5846341,7104388,7753536,8408593,9745048,3,2
Asia,India,India – Andaman and N.,AN,high,1133094,1614604,2693314,3764206,5805163,6840442,7913762,10117664,12354821,13485835,14635563,17003032,3,3
Asia,India,India – North-East,NE,low,52510231,43674690,67557329,92334790,144191365,171095167,198627823,255263235,314030084,344240361,374964354,438206234,3,1
Asia,India,India – North-East,NE,mean,52510231,63438259,98523001,135174291,212325632,252541114,293827372,379648943,470011329,516776415,563993364,654320122,3,2
Asia,India,India – North-East,NE,high,52510231,83836128,130710874,179847478,283826859,338475156,394978404,513652990,634002359,683486157,683486157,683486157,3,3
Asia,India,India – West. Ghats,WG,low,23665200,14533172,24973718,36974551,64478797,79324174,94560519,126811388,158881010,158881010,158881010,158881010,3,1
Asia,India,India – West. Ghats,WG,mean,23665200,23871630,41511121,61663933,105651685,129592178,155801063,158881010,158881010,158881010,158881010,158881010,3,2
Asia,India,India – West. Ghats,WG,high,23665200,34574814,60274716,88618098,152371589,158881010,158881010,158881010,158881010,158881010,158881010,158881010,3,3
Asia,Indonesia,Indonesia,IDN,low,914811061,648282538,1017630098,1421732797,2359066041,2888106512,3452474790,4675332290,5998995174,6691702695,7399641572,8849107674,3,1
Asia,Indonesia,Indonesia,IDN,mean,914811061,869153931,1384531692,1970428771,3350195198,4128334323,4953032393,6719072276,8589978914,9546938243,10516542668,12486264516,3,2
Asia,Indonesia,Indonesia,IDN,high,914811061,1101455527,1786104435,2582986020,4451321090,5495244832,6594923545,8906249834,11295378694,12515707292,13764576387,15686231739,3,3
Asia,Laos,Laos,LAO,low,146775918,124872424,193516999,264063524,410864014,487686266,567108580,736589610,929158123,929158123,929158123,929158123,3,1
Asia,Laos,Laos,LAO,mean,146775918,149681519,231969052,316723416,495157406,589724128,689058920,916788327,929158123,929158123,929158123,929158123,3,2
Asia,Laos,Laos,LAO,high,146775918,174807059,270923299,370468496,582635671,697390836,822849879,929158123,929158123,929158123,929158123,929158123,3,3
Asia,Malaysia,Malaysia,MYS,low,237534594,178805331,288922035,411559105,694472348,851230201,1015714605,1364029009,1734910890,1925835262,2119164703,2505255126,3,1
Asia,Malaysia,Malaysia,MYS,mean,237534594,227399634,371102347,534348340,910307032,1116016653,1331424969,1786738838,2260364167,2496683810,2732425765,2955147328,3,2
Asia,Malaysia,Malaysia,MYS,high,237534594,278452396,459406308,666982014,1139503817,1397010278,1666346993,2225019305,2782833182,2955147328,2955147328,2955147328,3,3
Asia,Myanmar,Myanmar,MMR,low,207346487,172385942,272597372,377502359,596244616,709789415,826119328,1068406617,1325524510,1460738304,1600936999,1813034250,3,1
Asia,Myanmar,Myanmar,MMR,mean,207346487,220977695,349721114,483836502,765004313,912271019,1064698828,1387477843,1739055726,1813034250,1813034250,1813034250,3,2
Asia,Myanmar,Myanmar,MMR,high,207346487,271050182,428696095,592883792,940157490,1124615376,1317582660,1734269650,1813034250,1813034250,1813034250,1813034250,3,3
Asia,New Caledonia,New Caledonia,NCL,low,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,New Caledonia,New Caledonia,NCL,mean,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,New Caledonia,New Caledonia,NCL,high,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Papua New Guinea,Papua New Guinea,PNG,low,63247157,45760588,64419755,83585863,122053189,140983474,159738110,197528778,235761379,255178586,274860560,315025120,3,1
Asia,Papua New Guinea,Papua New Guinea,PNG,mean,63247157,70690874,102760782,134449180,197215624,229035080,261274425,328060712,397131555,432512952,468228022,540884116,3,2
Asia,Papua New Guinea,Papua New Guinea,PNG,high,63247157,96267845,140669016,184465859,274208280,321025984,368975885,467884251,569932273,622005118,674808004,782178339,3,3
Asia,Philippines,Philippines,PHL,low,71380665,31895186,51025207,71099252,112559885,133642731,154873413,197501919,240526081,262194254,283989084,327984957,3,1
Asia,Philippines,Philippines,PHL,mean,71380665,65165468,103358075,142475616,221641342,261723762,302236018,385409525,473820251,520717530,569880259,676223286,3,2
Asia,Philippines,Philippines,PHL,high,71380665,100305550,157505237,215359131,333536301,395046914,459461249,600946036,765466521,857735227,956330937,1132494496,3,3
Asia,Singapore,Singapore,SGP,low,22030,8390,15679,24153,44289,55617,67872,95372,127393,144621,162446,199426,3,1
Asia,Singapore,Singapore,SGP,mean,22030,17780,32720,50114,92367,117845,145635,205283,269577,304225,343294,422538,3,2
Asia,Singapore,Singapore,SGP,high,22030,29238,53147,81933,154907,196541,239691,337696,422538,422538,422538,422538,3,3
Asia,Solomon Isl.,Solomon Isl.,SLB,low,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,Solomon Isl.,Solomon Isl.,SLB,mean,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,Solomon Isl.,Solomon Isl.,SLB,high,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Sri Lanka,Sri Lanka,LKA,low,7205508,4170569,6638032,9352340,15456980,18775390,22262595,29650060,37485947,41533433,45657562,54151117,3,1
Asia,Sri Lanka,Sri Lanka,LKA,mean,7205508,6826975,11127133,15929171,26703491,32566939,38653996,51409873,65052408,72456591,80629330,90092602,3,2
Asia,Sri Lanka,Sri Lanka,LKA,high,7205508,9768588,16167867,23305566,39243821,47789664,56688746,76342182,90092602,90092602,90092602,90092602,3,3
Asia,Thailand,Thailand,THA,low,45143721,28593969,44782618,61626137,96997716,115441511,134265728,173043301,213197638,233758587,254623932,297236333,3,1
Asia,Thailand,Thailand,THA,mean,45143721,43951909,68952852,95173542,150574440,179472109,209118891,270473947,334395418,367343274,401087514,471924965,3,2
Asia,Thailand,Thailand,THA,high,45143721,59915350,94269663,130467631,207087845,247288854,288629224,374708892,466810505,517642689,600948800,600948800,3,3
Asia,Timor-Leste,Timor-Leste,TLS,low,952947,498319,743600,992609,1508960,1774555,2044160,2574262,3107298,3374012,3645076,4186846,3,1
Asia,Timor-Leste,Timor-Leste,TLS,mean,952947,1249243,1912678,2580228,3924849,4605623,5077205,5077205,5077205,5077205,5077205,5077205,3,2
Asia,Timor-Leste,Timor-Leste,TLS,high,952947,2050384,3116779,4199282,5077205,5077205,5077205,5077205,5077205,5077205,5077205,5077205,3,3
Asia,Vanuatu,Vanuatu,VUT,low,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asia,Vanuatu,Vanuatu,VUT,mean,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Asia,Vanuatu,Vanuatu,VUT,high,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia,Vietnam,Vietnam,VNM,low,86024266,73414817,112813940,154246400,241399622,287141363,334472115,434869461,546963817,608755750,668066863,668066863,3,1
Asia,Vietnam,Vietnam,VNM,mean,86024266,92044680,142562838,195466058,307935439,367854332,430899818,571546198,668066863,668066863,668066863,668066863,3,2
Asia,Vietnam,Vietnam,VNM,high,86024266,111280882,173097495,238010186,377915851,454414781,537972648,668066863,668066863,668066863,668066863,668066863,3,3
