system:index,a_cat,area_code,area_name,b_cat,b_col,b_row,cat,fc2000,fc2001,fc2002,fc2003,fc2004,fc2005,fc2006,fc2007,fc2008,fc2009,fc2010,fc2011,fc2012,fc2013,fc2014,fc2015,fc2016,fc2017,fc2018,fc2019,fc2020,fc2021,.geo
00000000000000000e81,4,WG,Western Ghats,36976,256,78,3747,2333347.616352156,2332473.178119734,2328975.5998116285,2328975.5998116285,2323728.8653145586,2314110.1626168047,2310612.571369246,2305551.282772767,2304183.0173639036,2303308.583464978,2293689.5716241575,2293689.5716241575,2291940.6649469114,2265708.4740289426,2231091.008457797,2125103.8075611787,2117233.6652271943,2008758.704396925,1979864.1602689857,1968777.727499569,1968777.727499569,1968777.727499569,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000572,4,WG,Western Ghats,38776,256,73,1395,2022343.2560410444,1559559.6724898992,935507.6066894531,784419.3335571289,566819.9296875,389328.1457519531,321041.24853515625,275768.8598022461,235632.91217041016,177555.72918701172,159626.1405029297,148529.31243896484,135722.57751464844,106693.22680664062,77669.35772705078,65722.0464477539,51212.839904785156,43530.362365722656,42676.31628417969,40967.81384277344,39262.22784423828,39262.22784423828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c2,4,WG,Western Ghats,36256,256,80,2020,1.5018257743003672E8,1.4942207873927844E8,1.4867361694250396E8,1.4857611475339216E8,1.4844445873658377E8,1.4723303354022816E8,1.4652292783254898E8,1.460784462265151E8,1.452473124215899E8,1.4486494829556644E8,1.4433587521463886E8,1.4406750508015043E8,1.433830357269926E8,1.4234836894031525E8,1.3930959623715836E8,1.3616289524480218E8,1.3368752886566564E8,1.2945696477133064E8,1.2615505351629536E8,1.2501250137858808E8,1.238492915787415E8,1.2383523205872197E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000556,4,WG,Western Ghats,38056,256,75,1367,752610.695932665,701739.3362524894,645689.4020483878,624118.3745825675,539381.1046965955,502299.5102141736,488501.9864714978,471896.00482177734,440805.4839477539,413198.60821533203,406299.2021484375,388166.9293823242,384714.2176513672,373497.40716552734,337292.70703125,320916.87506103516,304536.23358154297,295911.62048339844,288148.34375,282978.27545166016,281251.9282836914,280388.68060302734,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000599,4,WG,Western Ghats,39856,256,70,1434,1145746.7529907227,811263.2634277344,516321.9606323242,404855.0580444336,369671.88006591797,325255.9147949219,277466.14196777344,207969.7681274414,181131.60369873047,150940.55548095703,125793.4228515625,98959.17614746094,84713.77331542969,82203.65893554688,28523.77423095703,24334.03729248047,21816.679260253906,12573.002746582031,12573.002746582031,12573.002746582031,6709.079528808594,6709.079528808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000541,4,WG,Western Ghats,37336,256,77,1346,2.4179990904453983E9,2.3856571294021454E9,2.3404837105456934E9,2.3294700879668956E9,2.294863768462945E9,2.256232944909835E9,2.2433258985574455E9,2.2313066193885164E9,2.2155603875013723E9,2.208755264310212E9,2.1962414276553593E9,2.1882904051167755E9,2.177625190632368E9,2.1604793814577627E9,2.0979316408617213E9,2.0750657541175146E9,2.058935896222937E9,2.0222136822856708E9,2.0076359861465437E9,2.0003800343883214E9,1.9999055737624059E9,1.9991302698717198E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000580,4,WG,Western Ghats,39136,256,72,1409,370814.90952220245,276453.843726304,113842.46484375,105349.09246826172,96000.73791503906,70498.59002685547,57750.22442626953,50099.94305419922,48399.471435546875,44151.8388671875,41603.138916015625,29709.779174804688,20361.040954589844,16963.542053222656,11866.399719238281,7627.770812988281,5086.498718261719,5086.498718261719,4237.345886230469,3387.9359130859375,3387.9359130859375,3387.9359130859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052e,4,WG,Western Ghats,36617,257,79,1327,2.0174460856854882E9,1.986571354136199E9,1.962478031148416E9,1.9488908324949346E9,1.9336978782444503E9,1.8657197693279023E9,1.842795218167374E9,1.8249908688151357E9,1.7721303990724432E9,1.7533363406142616E9,1.7244874158158808E9,1.7186909182448087E9,1.6986694797884765E9,1.667163010593786E9,1.5971760974596076E9,1.5438421813204665E9,1.52969747653015E9,1.484981135320441E9,1.4664697182840269E9,1.4572488346466653E9,1.4401762392553074E9,1.4395264346545994E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000566,4,WG,Western Ghats,38417,257,74,1383,831981.4450073242,699880.767578125,540324.8120117188,441630.9727783203,354133.7364501953,280367.7628173828,232372.4189453125,174091.15075683594,145791.05603027344,129512.92504882812,114944.64526367188,97803.70111083984,87516.59606933594,72945.91967773438,58375.43957519531,56657.94024658203,55798.99475097656,49794.687255859375,48937.09216308594,48078.1259765625,48078.1259765625,48078.1259765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b1,4,WG,Western Ghats,40217,257,69,1458,772807.3316650391,684259.1319580078,538870.9962768555,466187.82135009766,426089.0158691406,361762.12591552734,314141.11517333984,291583.2603149414,238949.97833251953,196337.61401367188,171273.14404296875,156235.58477783203,142868.2471923828,126162.2021484375,85219.58569335938,81043.29815673828,81043.29815673828,70181.21179199219,69346.08715820312,66839.27252197266,66003.59210205078,66003.59210205078,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a12,4,WG,Western Ghats,35897,257,81,2612,106879.90619303385,106879.90619303385,104956.00733092065,104956.00733092065,103194.4472723269,103194.4472723269,101432.86731627221,100797.3253566368,95764.80952315986,95764.80952315986,94884.04975753486,94884.04975753486,90480.24372726142,86957.18757491765,83485.94238233379,72999.70864616842,60669.10311638327,56707.421353448604,52303.597622979854,48780.55996428845,48780.55996428845,48780.55996428845,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,4,WG,Western Ghats,35897,257,81,17,11268.183425723806,9276.035528205424,8279.9587014591,8279.9587014591,8279.9587014591,7781.919719381894,7283.883046587776,7283.883046587776,6287.8016357421875,6287.8016357421875,6287.8016357421875,6287.8016357421875,6287.8016357421875,4907.802210908778,4907.802210908778,4907.802210908778,4907.802210908778,4907.802210908778,4025.8405409869024,4025.8405409869024,3143.8904067095586,3143.8904067095586,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,4,WG,Western Ghats,35897,257,81,18,193240.79042226754,173837.7746141621,172513.10463819318,170098.9596993241,150253.41663004557,142755.1314953374,118655.21846708411,116891.29915556067,108071.89137968177,107490.84678524242,96907.40843075022,96907.40843075022,96907.40843075022,95143.51017635569,93597.47322136373,89187.66822868795,85217.18027415556,81689.41434397978,72575.92201406442,70037.31080537684,61435.71818632238,61435.71818632238,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,4,WG,Western Ghats,35897,257,81,19,5556283.785553576,5555554.024864525,5485379.634220855,5459592.454045553,5410204.344365377,5308128.3505845005,5225232.825236241,5201420.176249425,5074421.069498936,5037379.504984776,4930663.741129797,4862755.169352453,4586704.4174603615,4002856.376322667,3154425.202738683,2702872.8899335074,2303429.509636613,2141151.0568167893,1926825.876571117,1708634.757703834,1533833.3866510135,1520604.393853162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060b,4,WG,Western Ghats,35897,257,81,1548,2.7073602909857817E9,2.69891728908278E9,2.6583994945775266E9,2.6228418202509656E9,2.528182730370803E9,2.438805366366358E9,2.3516071791719694E9,2.307678285421442E9,2.101239028475321E9,2.0373697184429429E9,1.9718800166749003E9,1.956715951644881E9,1.9070421555577781E9,1.8379534665845964E9,1.7232288179911318E9,1.5909396238808663E9,1.5287316705329447E9,1.4075357572244961E9,1.3264135687122557E9,1.295740701039475E9,1.2604208237306066E9,1.2588954428670125E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ced,4,WG,Western Ghats,35897,257,81,3343,3186579.43635206,3186579.43635206,3176010.011364267,3168083.012768076,3161917.5593379,3133373.4768944834,3100784.2026024912,3026358.5566671933,2946207.625331744,2869582.911891324,2832590.0070451326,2767411.998195035,2594775.469386441,2522551.6325334134,2489082.1006120266,2392638.403285127,2333188.104578833,2253037.780726294,2188747.955468989,2175539.803063725,2157043.6145261275,2157043.6145261275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d66,4,WG,Western Ghats,35897,257,81,3464,521428.3918255974,521428.3918255974,516143.59794132004,505574.2083539177,338318.34874842025,288389.3991299498,257561.2785855162,254918.9260464537,247872.7049160826,240443.0024962182,236919.91423938225,236039.1437926049,234277.58513781975,227231.32213733147,224589.0207457299,209177.39647791244,195965.73265955306,188480.96422669652,179234.69262001186,176592.412590715,173069.35784217983,173069.35784217983,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e77,4,WG,Western Ghats,35897,257,81,3737,56115.13318206188,54468.89491708793,54468.89491708793,50954.983877383966,37705.49184929343,27302.00246869256,22134.937142166436,22134.937142166436,13457.398648370481,13457.398648370481,10922.24062691483,10040.330531699987,7394.455653770297,3915.131647566253,3915.131647566253,3033.2141060623467,3033.2141060623467,2593.9795089422487,2593.9795089422487,2372.6254495059743,992.642212153416,992.642212153416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e78,4,WG,Western Ghats,35897,257,81,3738,512625.27966691565,447364.39990617346,427080.3912391813,364602.9959063363,314233.40892166435,177396.80900304456,174387.86184153837,174387.86184153837,172624.0763801126,170860.2902473001,170673.5282140395,170673.5282140395,166308.95447256052,164877.09830513748,163113.24552193435,128919.05515615427,90149.27136733112,68467.55080566407,65821.75130615235,62294.04647216796,61425.96959994446,61425.96959994446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e79,4,WG,Western Ghats,35897,257,81,3739,1322307.6257288316,1321544.0797516468,1318901.0296417833,1309209.9440094593,1298637.7432037953,1285878.4810420019,1268258.125634287,1249756.704186533,1228612.5511713964,1208349.268944834,1192491.1237421972,1176632.8557978612,1165179.5304804784,1122891.0544062597,1116724.1109858495,1070911.884606455,1034790.7260371189,1008719.7942342121,958502.5138997395,951454.5713948567,942813.9234860886,942813.9234860886,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e7a,4,WG,Western Ghats,35897,257,81,3740,276745.85820599727,275094.7128037397,269073.5713888729,254979.39933076748,246170.47287813076,241765.9633566464,234718.92514863858,228552.7497335995,212696.74814668545,209173.23575654873,203888.03275361905,201245.42130342373,192436.64432588467,187151.3287130917,186270.39811006436,170417.9219705021,161609.15756620522,153936.7028818168,152174.89886570352,151294.02978611368,149532.3518686332,149532.3518686332,"{""type"":""MultiPoint"",""coordinates"":[]}"
