"area_cont","area_ctry","area_name","area_code","for2000","for2005","for2010","for2015","for2020","d_se","d_mean","d_min","d_max","andef","pdef","for2030","for2035","for2040","for2050","for2055","for2060","for2070","for2080","for2085","for2090","for2100","yrdis"
"America","Panama","Panama","PAN",4442894,4334780,4214421,4117072,3998243,2405,23274,18560,27987,23274,0.6,3765503,3649133,3532763,3300023,3183653,3067283,2834543,2601803,2485433,2369063,2136323,2191
"America","Paraguay","Paraguay","PRY",2370210,1769522,1458034,1235606,1070949,8859,40703,23340,58066,40703,3.2,663919,460404,256889,0,0,0,0,0,0,0,0,2046
"America","Peru","Peru","PER",73541459,72857996,72081208,71351409,70775079,5979,139438,127720,151157,139438,0.2,69380699,68683509,67986319,66591939,65894749,65197559,63803179,62408799,61711609,61014419,59620039,2527
"America","Puerto Rico","Puerto Rico","PRI",426377,393067,366795,344235,319918,1325,4793,2196,7390,4793,1.4,271988,248023,224058,176128,152163,128198,80268,32338,8373,0,0,2086
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",9222,9182,8987,8828,8600,10,41,20,61,41,0.5,8190,7985,7780,7370,7165,6960,6550,6140,5935,5730,5320,2229
"America","Saint Lucia","Saint Lucia","LCA",47508,47412,46884,44869,43954,76,260,111,408,260,0.6,41354,40054,38754,36154,34854,33554,30954,28354,27054,25754,23154,2189
"America","Saint Martin","Saint Martin","MAF",729,690,563,493,255,11,29,7,52,29,7,0,0,0,0,0,0,0,0,0,0,0,2028
"America","Saint Vincent","Saint Vincent","VCT",28785,28764,28543,27834,27457,29,101,43,159,101,0.4,26447,25942,25437,24427,23922,23417,22407,21397,20892,20387,19377,2291
"America","Sint Maarten","Sint Maarten","SXM",308,291,217,189,105,5,12,3,21,12,7.7,0,0,0,0,0,0,0,0,0,0,0,2028
"America","Suriname","Suriname","SUR",13827704,13781883,13740572,13683871,13626641,1215,12243,9862,14624,12243,0.1,13504211,13442996,13381781,13259351,13198136,13136921,13014491,12892061,12830846,12769631,12647201,3133
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",348862,345103,333760,314079,306508,928,2876,1057,4696,2876,0.9,277748,263368,248988,220228,205848,191468,162708,133948,119568,105188,76428,2126
"America","Venezuela","Venezuela","VEN",44819078,43649334,42989517,42151553,41462787,24682,150796,102419,199173,150796,0.4,39954827,39200847,38446867,36938907,36184927,35430947,33922987,32415027,31661047,30907067,29399107,2294
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",4040,3382,2878,2467,1853,34,106,39,173,106,4.5,793,263,0,0,0,0,0,0,0,0,0,2037
"America","Virgin Isl. US","Virgin Isl. US","VIR",9284,8603,8185,7636,6426,58,175,61,290,175,2.4,4676,3801,2926,1176,301,0,0,0,0,0,0,2056
"Africa","Angola","Angola","AGO",7172909,6553638,6113253,5615976,5262095,11559,87858,65201,110514,87858,1.5,4383515,3944225,3504935,2626355,2187065,1747775,869195,0,0,0,0,2079
"Africa","Benin","Benin","BEN",76938,58793,47194,39348,32299,297,1525,942,2108,1525,3.8,17049,9424,1799,0,0,0,0,0,0,0,0,2041
"Africa","Burundi","Burundi","BDI",106984,78239,65078,57601,54976,372,1277,548,2006,1277,2.2,42206,35821,29436,16666,10281,3896,0,0,0,0,0,2063
"Africa","Cameroon","Cameroon","CMR",23886549,23746763,23572616,23269771,22876201,8785,69562,52343,86781,69562,0.3,22180581,21832771,21484961,20789341,20441531,20093721,19398101,18702481,18354671,18006861,17311241,2348
"Africa","CAR","CAR","CAF",9810519,9561444,9345475,9083331,8819958,6898,52666,39146,66185,52666,0.6,8293298,8029968,7766638,7239978,6976648,6713318,6186658,5659998,5396668,5133338,4606678,2187
"Africa","Comoros","Comoros","COM",86655,86648,86647,86647,81881,489,1108,150,2067,1108,1.4,70801,65261,59721,48641,43101,37561,26481,15401,9861,4321,0,2093
"Africa","Congo","Congo","COG",24093267,24055485,23972043,23671270,23376720,7495,57435,42745,72126,57435,0.2,22802370,22515195,22228020,21653670,21366495,21079320,20504970,19930620,19643445,19356270,18781920,2427
"Africa","DRC","DRC","COD",131620875,129176099,126163711,121659649,117811537,66836,860154,729156,991153,860154,0.7,109209997,104909227,100608457,92006917,87706147,83405377,74803837,66202297,61901527,57600757,48999217,2156
"Africa","Eq. Guinea","Eq. Guinea","GNQ",2647036,2646362,2642819,2625942,2610005,392,3104,2337,3872,3104,0.1,2578965,2563445,2547925,2516885,2501365,2485845,2454805,2423765,2408245,2392725,2361685,2860
"Africa","Ethiopia","Ethiopia","ETH",3806058,3286258,2858117,2422128,2131141,11401,76204,53858,98549,76204,3.1,1369101,988081,607061,0,0,0,0,0,0,0,0,2047
"Africa","Gabon","Gabon","GAB",24132217,24125158,24110748,24053982,23974448,2224,12996,8636,17356,12996,0.1,23844488,23779508,23714528,23584568,23519588,23454608,23324648,23194688,23129708,23064728,22934768,3864
"Africa","Gambia","Gambia","GMB",52100,47993,45724,44165,41529,115,377,152,603,377,0.9,37759,35874,33989,30219,28334,26449,22679,18909,17024,15139,11369,2130
"Africa","Ghana","Ghana","GHA",4933955,4771741,4467816,4091930,3325917,24123,114665,67385,161946,114665,2.9,2179267,1605942,1032617,0,0,0,0,0,0,0,0,2049
"Africa","Guinea","Guinea","GIN",1913715,1530674,1239294,995933,840609,3788,43356,35932,50781,43356,4.2,407049,190269,0,0,0,0,0,0,0,0,0,2039
"Africa","Guinea Bissau","Guinea Bissau","GNB",410011,357620,335068,312085,290321,276,4788,4247,5328,4788,1.5,242441,218501,194561,146681,122741,98801,50921,3041,0,0,0,2080
"Africa","Ivory Coast","Ivory Coast","CIV",7723688,7164570,6367954,5110473,3871989,34003,258785,192139,325431,258785,5.1,1284139,0,0,0,0,0,0,0,0,0,0,2034
"Africa","Kenya","Kenya","KEN",1206091,1030146,901761,837152,749180,4498,18933,10117,27750,18933,2.3,559850,465185,370520,181190,86525,0,0,0,0,0,0,2059
"Africa","Liberia","Liberia","LBR",8912412,8869668,8706865,8359199,7804544,13862,92211,65041,119380,92211,1.1,6882434,6421379,5960324,5038214,4577159,4116104,3193994,2271884,1810829,1349774,427664,2104
"Africa","Madagascar","Madagascar","MDG",7211577,6334522,5668869,4960761,4543201,12663,125717,100897,150537,125717,2.5,3286031,2657446,2028861,771691,143106,0,0,0,0,0,0,2056
"Africa","Malawi","Malawi","MWI",115028,92771,70952,47992,38379,583,3589,2447,4731,3589,6.8,2489,0,0,0,0,0,0,0,0,0,0,2030
"Africa","Mauritius","Mauritius","MUS",49679,49256,47404,44690,43480,170,434,101,767,434,1,39140,36970,34800,30460,28290,26120,21780,17440,15270,13100,8760,2120
"Africa","Mayotte","Mayotte","MYT",17934,17898,17253,13477,12236,185,494,131,856,494,3.3,7296,4826,2356,0,0,0,0,0,0,0,0,2044
"Africa","Nigeria","Nigeria","NGA",7779903,7571829,7242592,6852156,6257778,16390,100796,68671,132921,100796,1.5,5249818,4745838,4241858,3233898,2729918,2225938,1217978,210018,0,0,0,2082
"Africa","Reunion","Reunion","REU",141857,141813,141743,138428,134053,180,706,353,1060,706,0.5,126993,123463,119933,112873,109343,105813,98753,91693,88163,84633,77573,2209
"Africa","Rwanda","Rwanda","RWA",288448,231137,199111,169040,159771,1312,5066,2496,7637,5066,2.9,109111,83781,58451,7791,0,0,0,0,0,0,0,2051
"Africa","Senegal","Senegal","SEN",139624,135014,131508,127980,123646,224,702,263,1140,702,0.5,116626,113116,109606,102586,99076,95566,88546,81526,78016,74506,67486,2196
"Africa","Sierra Leone","Sierra Leone","SLE",3465002,3033371,2364721,1787914,1379963,14411,112453,84208,140698,112453,6.3,255433,0,0,0,0,0,0,0,0,0,0,2032
"Africa","South Sudan","South Sudan","SSD",268640,231854,206744,182335,163766,553,4552,3468,5635,4552,2.5,118246,95486,72726,27206,4446,0,0,0,0,0,0,2055
"Africa","Tanzania","Tanzania","TZA",1444434,1293163,1208300,1130421,1089819,2070,13595,9538,17652,13595,1.2,953869,885894,817919,681969,613994,546019,410069,274119,206144,138169,2219,2100
"Africa","Togo","Togo","TGO",159931,125957,104138,87032,65083,855,3886,2210,5563,3886,4.6,26223,6793,0,0,0,0,0,0,0,0,0,2036
"Africa","Uganda","Uganda","UGA",1888004,1489147,1105528,849742,744998,6442,43528,30902,56154,43528,4.9,309718,92078,0,0,0,0,0,0,0,0,0,2037
"Africa","Zambia","Zambia","ZMB",182617,142735,115938,95857,79807,660,3782,2488,5076,3782,3.9,41987,23077,4167,0,0,0,0,0,0,0,0,2041
"Asia","Australia","Australia – Queensland","QLD",2078357,1968732,1896545,1831643,1776671,3110,14196,8101,20292,14196,0.8,1634711,1563731,1492751,1350791,1279811,1208831,1066871,924911,853931,782951,640991,2145
