"cont","year","fc","perc"
"Africa",2112,95995861,65.0915770143651
"America",2112,347714396,49.411501018825
"Asia",2112,44414648,85.0500794834484
"Africa",2113,94863001,65.5035359847993
"America",2113,344956728,49.8127104206021
"Asia",2113,42878256,85.5672273010392
"Africa",2114,93730141,65.9154949552336
"America",2114,342199060,50.2139198223791
"Asia",2114,41390743,86.0679225022561
"Africa",2115,92597281,66.3274539256678
"America",2115,339441392,50.6151292241561
"Asia",2115,40089571,86.5058955326483
"Africa",2116,91464421,66.739412896102
"America",2116,336683724,51.0163386259331
"Asia",2116,39922752,86.5620466202501
"Africa",2117,90331561,67.1513718665362
"America",2117,333926056,51.4175480277101
"Asia",2117,39755933,86.6181977078519
"Africa",2118,89198701,67.5633308369704
"America",2118,331168388,51.8187574294872
"Asia",2118,39589114,86.6743487954537
"Africa",2119,88065841,67.9752898074046
"America",2119,328410720,52.2199668312642
"Asia",2119,39422295,86.7304998830555
"Africa",2120,86932981,68.3872487778389
"America",2120,325653052,52.6211762330412
"Asia",2120,39255476,86.7866509706572
"Africa",2121,85800121,68.7992077482731
"America",2121,322895384,53.0223856348182
"Asia",2121,39088657,86.842802058259
"Africa",2122,84667261,69.2111667187073
"America",2122,320137716,53.4235950365953
"Asia",2122,38921838,86.8989531458608
"Africa",2123,83534401,69.6231256891415
"America",2123,317380048,53.8248044383723
"Asia",2123,38755019,86.9551042334626
"Africa",2124,82401541,70.0350846595757
"America",2124,314622380,54.2260138401493
"Asia",2124,38588200,87.0112553210644
"Africa",2125,81268681,70.44704363001
"America",2125,311864712,54.6272232419263
"Asia",2125,38421381,87.0674064086662
"Africa",2126,80135821,70.8590026004442
"America",2126,309108170,55.0282688234805
"Asia",2126,38254562,87.123557496268
"Africa",2127,79002961,71.2709615708784
"America",2127,306354243,55.4289339522079
"Asia",2127,38087743,87.1797085838698
"Africa",2128,77870101,71.6829205413126
"America",2128,303601537,55.8294214392905
"Asia",2128,37920924,87.2358596714716
"Africa",2129,76737241,72.0948795117468
"America",2129,300867358,56.2272134581054
"Asia",2129,37786492,87.2811093313333
"Africa",2130,75604381,72.5068384821811
"America",2130,298133179,56.6250054769203
"Asia",2130,37670978,87.3199912136923
"Africa",2131,74471521,72.9187974526153
"America",2131,295399111,57.0227813464948
"Asia",2131,37557312,87.3582510613316
"Africa",2132,73338661,73.3307564230495
"America",2132,292665330,57.420515460826
"Asia",2132,37457710,87.3917769824036
"Africa",2133,72205801,73.7427153934837
"America",2133,289931549,57.8182495751571
"Asia",2133,37358108,87.4253029034756
"Africa",2134,71072941,74.1546743639179
"America",2134,287271019,58.205326500193
"Asia",2134,37258506,87.4588288245477
"Africa",2135,69940081,74.5666333343521
"America",2135,284789973,58.5662905398966
"Asia",2135,37158904,87.4923547456197
"Africa",2136,68807221,74.9785923047864
"America",2136,282309108,58.927228246154
"Asia",2136,37059302,87.5258806666917
"Africa",2137,67674361,75.3905512752206
"America",2137,279828633,59.2881092118369
"Asia",2137,36959700,87.5594065877637
"Africa",2138,66541501,75.8025102456548
"America",2138,277348158,59.6489901775198
"Asia",2138,36860098,87.5929325088357
"Africa",2139,65408641,76.214469216089
"America",2139,274867683,60.0098711432028
"Asia",2139,36760496,87.6264584299078
"Africa",2140,64275781,76.6264281865232
"America",2140,272387208,60.3707521088857
"Asia",2140,36660894,87.6599843509798
"Africa",2141,63142921,77.0383871569575
"America",2141,269906733,60.7316330745686
"Asia",2141,36561292,87.6935102720518
"Africa",2142,62010061,77.4503461273917
"America",2142,267426258,61.0925140402515
"Asia",2142,36461690,87.7270361931238
"Africa",2143,60877201,77.8623050978259
"America",2143,264945783,61.4533950059344
"Asia",2143,36362088,87.7605621141958
"Africa",2144,59744341,78.2742640682601
"America",2144,262465308,61.8142759716173
"Asia",2144,36262486,87.7940880352679
"Africa",2145,58611481,78.6862230386943
"America",2145,259984833,62.1751569373002
"Asia",2145,36162884,87.8276139563399
"Africa",2146,57478621,79.0981820091285
"America",2146,257504358,62.5360379029831
"Asia",2146,36063282,87.8611398774119
"Africa",2147,56345761,79.5101409795628
