"area_ctry","int","pa","alt","slope","ddefor","dedge","driver","droad","dtown","Vrho"
"India",2.40338027601682,-0.484353901609056,-0.743954593511343,-2.16548282384357,-5.3676909134641,-12.0927926866837,-0.00589934092010048,-0.0308830203102372,-0.00863007301169809,2.39345092449669
"Brazil",2.12589994404515,-0.837245142578642,-1.05476076735433,-0.63305884834994,-1.04852389159602,-1.9486770692614,-0.00908538496948775,-0.0105198229698212,-0.00721524815862281,10.0932702277855
"America",2.47037446945977,-0.6359817175471,-1.17309450780049,-1.84893690288128,-1.0255383386751,-2.09700015925697,-0.00611624799981537,-0.0117961021374487,-0.0121142513336836,8.54850083471022
"Africa",2.38544892495629,-0.259068027677895,-0.292136234757872,-1.60214256498845,-1.75842276114454,-2.21155885789509,-0.00234224644923906,-0.0282636092784506,-0.0209159567708988,5.81947037994163
"Asia",1.84100324279174,-0.625407094332506,-0.848212649045661,-5.73877330646896,-1.76872749739444,-3.62889917484367,-0.00612763267078264,-0.0179815189144843,-0.011476555374986,6.67556596257437
"All continents",2.30786000300045,-0.550544997870258,-0.904817217953437,-2.68338679871486,-1.35678160839802,-2.4722651976538,-0.00528757316995762,-0.0168366382911584,-0.013907238407244,7.51943700910679
