"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa","Mayotte","Mayotte","MYT",275150,283654,429024,558105,656224,656224,656224,656224,656224,656224,656224,656224,656224
"Africa","Nigeria","Nigeria","NGA",44580531,53729937,85318698,118605886,189597404,228134406,265210070,334012043,417524250,427624623,427624623,427624623,427624623
"Africa","Reunion","Reunion","REU",176611,184585,283670,386168,591880,697561,806363,1025760,1255863,1373669,1494814,1739691,1992937
"Africa","Rwanda","Rwanda","RWA",993370,1088510,2201737,3599109,6546420,7268543,11537339,11537339,11537339,11537339,11537339,11537339,11537339
"Africa","Senegal","Senegal","SEN",285640,249088,382784,510765,767434,897896,1034408,1312286,1487804,1498862,1498862,1498862,1498862
"Africa","Sierra Leone","Sierra Leone","SLE",33411397,41342425,65506729,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545
"Africa","South Sudan","South Sudan","SSD",1762855,1195126,2406054,3999278,6595277,6595277,6595277,6595277,6595277,6595277,6595277,6595277,6595277
"Africa","Tanzania","Tanzania","TZA",5116911,5195671,7759161,10534753,16506060,19582351,22736298,29374640,36436481,40076892,43755510,51048778,57809631
"Africa","Togo","Togo","TGO",2057031,2437176,3753668,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341
"Africa","Uganda","Uganda","UGA",12352510,15968882,26712764,38593693,45772106,45772106,45772106,45772106,45772106,45772106,45772106,45772106,45772106
"Africa","Zambia","Zambia","ZMB",2700465,2634120,3966411,5201708,6203435,6203435,6203435,6203435,6203435,6203435,6203435,6203435,6203435
"Asia","Australia","Australia – Queensland","QLD",5980428,6436207,9576453,12554721,17894825,20487102,23141989,28755474,34971658,38369095,41965160,49748384,58317160
"Asia","Bangladesh","Bangladesh","BGD",1083965,1347713,1981475,2585388,3660143,4166800,4665948,5651932,6622079,7103456,7576639,8494172,9364304
"Asia","Bhutan","Bhutan","BTN",3219741,3512481,5151707,6777247,10041781,11677383,13306495,16583131,19858223,21498796,23142113,26432673,29724097
"Asia","Brunei","Brunei","BRN",281585,391572,581322,787383,1228702,1456502,1683633,2131249,2583536,2813353,3048261,3526912,4017276
"Asia","Cambodia","Cambodia","KHM",59205270,67966126,101840689,136412874,170714098,170714098,170714098,170714098,170714098,170714098,170714098,170714098,170714098
"Asia","Fiji","Fiji","FJI",915156,699721,1124767,1593478,2600936,3123147,3647437,4693822,5822271,6411135,7012680,8234805,9486325
"Asia","India","India – Andaman and N.","AN",599191,415081,731652,1050515,1665292,1971709,2283501,2931066,3610281,3953072,4294223,4981947,5679008
"Asia","India","India – North-East","NE",10363773,8989534,14337213,20049365,32257591,38608378,45074668,58250097,71686319,78466392,85278976,98947700,112620727
"Asia","India","India – West. Ghats","WG",6378178,5877641,10395238,15581321,26707486,32422090,38396043,48216504,48216504,48216504,48216504,48216504,48216504
"Asia","Indonesia","Indonesia","IDN",528972221,566338382,879769208,1215890605,1961029687,2368260127,2796926877,3727593255,4738166958,5265016432,5803742981,6910732727,8052597936
"Asia","Laos","Laos","LAO",56470352,64379944,96010773,127455314,189834673,220946669,252199234,316537558,389729337,389729337,389729337,389729337,389729337
"Asia","Malaysia","Malaysia","MYS",106148403,123427036,200076580,283987918,467241324,562870140,660934521,865146619,1077381519,1185708281,1295347745,1516727741,1728848159
"Asia","Myanmar","Myanmar","MMR",56873591,57336525,86631844,116200582,176055381,206372787,236921424,298699452,361398652,393142511,425198214,491056198,513395370
"Asia","New Caledonia","New Caledonia","NCL",669959,621357,957382,1307541,2039274,2405592,2779992,3543627,4347741,4757386,5169137,6004560,6864587
"Asia","Papua New Guinea","Papua New Guinea","PNG",33507117,53350214,74800908,96558259,140735169,163205668,185984254,232502470,280256929,304759925,329664799,380680893,433187661
"Asia","Philippines","Philippines","PHL",37108017,42168490,67029793,92999982,145073130,170916573,196681800,248495393,301730023,329117028,357098432,414931375,475353859
"Asia","Singapore","Singapore","SGP",37256,42759,68367,94821,152166,182398,213846,278781,346366,381188,416078,484812,570449
"Asia","Solomon Isl.","Solomon Isl.","SLB",847038,735193,1186545,1686646,2832879,3411115,4017188,5264787,6522894,7149925,7787927,9071095,10368828
"Asia","Sri Lanka","Sri Lanka","LKA",2348737,2037328,3371062,4795346,7803636,9357114,10940476,14186479,17563544,19308811,21100936,24841599,28818122
"Asia","Thailand","Thailand","THA",16247769,15995470,25068768,34602082,54678319,65040875,75561818,97025934,119061055,130297911,141669904,164791021,188544838
"Asia","Timor-Leste","Timor-Leste","TLS",918476,1055299,1515545,1973733,2890083,3348276,3805708,4713736,5611982,5951855,6123119,6123119,6123119
"Asia","Vanuatu","Vanuatu","VUT",230465,170218,297311,425166,690161,821657,956192,1222779,1475402,1598441,1721765,1961976,2198019
"Asia","Vietnam","Vietnam","VNM",36008366,43273543,62294402,81329532,120101931,139860225,159950220,201767923,247926267,274008693,303114446,328684037,328684037
