"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"America","El Salvador","El Salvador","SLV",505618,698221,1027929,1356564,2005518,2322718,2626873,3182236,3631342,3631342,3631342,3631342,3631342
"America","French Guiana","French Guiana","GUF",2761034,4114487,5927988,7653158,11216759,13095449,14989666,18642180,22213432,24014838,25835476,29543804,33349947
"America","Grenada","Grenada","GRD",94319,172099,255217,337231,503605,572120,706014,706014,706014,706014,706014,706014,706014
"America","Guadeloupe","Guadeloupe","GLP",81865,139585,202598,261334,381562,446968,515280,664738,837290,934572,1040558,1286005,1562420
"America","Guatemala","Guatemala","GTM",23684707,29580754,45218536,60775455,92047212,107820478,123644587,135597960,135597960,135597960,135597960,135597960,135597960
"America","Guyana","Guyana","GUY",11145161,21140708,30550306,39856122,58628590,68390129,78278473,98302168,118725116,129050926,139441233,160305831,181276090
"America","Haiti","Haiti","HTI",1232308,1738987,2640394,3545647,4024112,4024112,4024112,4024112,4024112,4024112,4024112,4024112,4024112
"America","Honduras","Honduras","HND",28298744,39347563,59755508,79218168,116385856,135341510,155377257,188246697,188246697,188246697,188246697,188246697,188246697
"America","Jamaica","Jamaica","JAM",1031988,1627476,2463005,3282951,4886094,5668940,6440157,7960699,9470175,10224998,10984426,12521193,14069890
"America","Martinique","Martinique","MTQ",74769,114199,169799,227062,352040,416839,484134,625566,776654,855417,936625,1110296,1311102
"America","Mexico","Mexico","MEX",46535524,58930030,89504734,120738869,182775798,213731287,245740234,283494423,283494423,283494423,283494423,283494423,283494423
"America","Montserrat","Montserrat","MSR",1597,2615,3930,5418,8540,10104,11673,14911,18132,19706,21334,24719,28115
"America","Nicaragua","Nicaragua","NIC",41399382,74292236,111369592,152421315,231755050,231755050,231755050,231755050,231755050,231755050,231755050,231755050,231755050
"America","Panama","Panama","PAN",11736007,18367098,27169362,36021266,53915139,62921657,72001748,90501721,109706292,119597980,129701956,150519858,172135368
"America","Paraguay","Paraguay","PRY",17284388,27085497,40951576,54672424,58591444,58591444,58591444,58591444,58591444,58591444,58591444,58591444,58591444
"America","Peru","Peru","PER",111401929,183236364,272226681,361680123,542065281,632829383,723857291,907229077,1093544479,1187774984,1282549612,1473744278,1666647147
"America","Puerto Rico","Puerto Rico","PRI",1850840,2926062,4562832,6240986,9778009,11646128,13580034,17581439,19797442,19797442,19797442,19797442,19797442
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",8525,10289,18104,25876,43004,51918,61330,81027,101908,112604,123583,145503,167534
"America","Saint Lucia","Saint Lucia","LCA",63547,92588,143758,195464,301862,359046,417555,537778,660211,723493,787309,917920,1051422
"America","Saint Martin","Saint Martin","MAF",4605,6430,6430,6430,6430,6430,6430,6430,6430,6430,6430,6430,6430
"America","Saint Vincent","Saint Vincent","VCT",20391,30802,45582,60230,89123,104094,119607,151255,185115,202316,219704,254531,293166
"America","Sint Maarten","Sint Maarten","SXM",2131,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522
"America","Suriname","Suriname","SUR",11704493,18826551,27558378,36162793,52616554,60748124,69065778,86032608,103333027,112049823,120799977,138369010,156043657
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",1231319,2447945,3922001,5554445,9180222,11113080,13091021,17122358,20548625,25533403,25533403,25533403,25533403
"America","Venezuela","Venezuela","VEN",101926557,146152351,228359883,316674368,511447372,616427103,724299856,946821609,1176508446,1293648431,1411859124,1650765112,1892223124
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",33685,62289,71530,71530,71530,71530,71530,71530,71530,71530,71530,71530,71530
"America","Virgin Isl. US","Virgin Isl. US","VIR",54120,94942,149222,199927,268578,268578,268578,268578,268578,268578,268578,268578,268578
"Africa","Angola","Angola","AGO",50738557,74678929,115746971,157607063,243089399,286650675,331394267,429820545,493217302,493217302,493217302,493217302,493217302
"Africa","Benin","Benin","BEN",156529,239697,493570,517258,517258,517258,517258,517258,517258,517258,517258,517258,517258
"Africa","Burundi","Burundi","BDI",317516,756920,1279802,1827604,2972591,3315518,3877602,3877602,3877602,3877602,3877602,3877602,3877602
"Africa","Cameroon","Cameroon","CMR",57161117,74288834,116482207,160599938,254612812,303409251,353029243,454024244,558674021,612867361,668005002,780764993,896937644
"Africa","CAR","CAR","CAF",42131724,64725298,97071652,129422310,194989867,228516532,262631579,333000290,406595258,444547445,483213442,562475566,644227134
"Africa","Comoros","Comoros","COM",91280,122377,187122,247094,379190,444671,507744,639641,772495,840490,911558,1059557,1214316
"Africa","Congo","Congo","COG",36864365,68517565,100033352,134323406,210069496,249685891,290282087,373617037,460066884,504191322,549070472,641509484,736742809
"Africa","DRC","DRC","COD",614822931,915271443,1413682853,1931293578,3023355044,3600222337,4201019076,5464257051,6783029958,7453888945,8127521058,9480472784,10845205296
"Africa","Eq. Guinea","Eq. Guinea","GNQ",2084486,4080233,6378054,8635541,13199131,15524853,17901311,22812073,27890475,30460106,33046265,38273844,43562953
"Africa","Ethiopia","Ethiopia","ETH",43741492,81041160,122991449,167663169,214295746,214295746,214295746,214295746,214295746,214295746,214295746,214295746,214295746
"Africa","Gabon","Gabon","GAB",10282581,17136343,25600859,34313562,52556332,62006120,71518423,90701241,110032419,119805081,129663111,149576428,169805823
"Africa","Gambia","Gambia","GMB",242357,212929,307233,401392,591387,591387,591387,591387,591387,591387,591387,591387,591387
"Africa","Ghana","Ghana","GHA",55381626,92137643,141104830,227399758,252020784,252020784,252020784,252020784,252020784,252020784,252020784,252020784,252020784
"Africa","Guinea","Guinea","GIN",18015299,28353202,43870456,56084230,56084230,56084230,56084230,56084230,56084230,56084230,56084230,56084230,56084230
"Africa","Guinea Bissau","Guinea Bissau","GNB",2047241,2507754,3582264,4662633,6950886,8203178,9573432,10214404,10214404,10214404,10214404,10214404,10214404
"Africa","Ivory Coast","Ivory Coast","CIV",133273136,212443674,319052431,319052431,319052431,319052431,319052431,319052431,319052431,319052431,319052431,319052431,319052431
"Africa","Kenya","Kenya","KEN",4677021,8822653,13318419,18080528,28234518,33544197,38105751,38105751,38105751,38105751,38105751,38105751,38105751
"Africa","Liberia","Liberia","LBR",47864882,58475046,92439774,130927058,221204175,272476390,328249048,451933373,585974601,655200747,725820511,847738828,949137734
"Africa","Madagascar","Madagascar","MDG",60668894,82390891,125900597,170799437,267447816,319184406,330993130,330993130,330993130,330993130,330993130,330993130,330993130
"Africa","Malawi","Malawi","MWI",1839515,2252853,2252853,2252853,2252853,2252853,2252853,2252853,2252853,2252853,2252853,2252853,2252853
"Africa","Mauritius","Mauritius","MUS",59108,125925,199271,284366,481675,593180,710699,955567,1188648,1313889,1313889,1313889,1313889
"Africa","Mayotte","Mayotte","MYT",275150,486590,656224,656224,656224,656224,656224,656224,656224,656224,656224,656224,656224
"Africa","Nigeria","Nigeria","NGA",44580531,75250551,119666462,166387232,267444390,313765081,361134652,427624623,427624623,427624623,427624623,427624623,427624623
"Africa","Reunion","Reunion","REU",176611,250260,386815,526750,807491,952645,1103563,1415792,1742381,1910715,2083149,2438134,2806583
"Africa","Rwanda","Rwanda","RWA",993370,2533475,4867540,7268543,11537339,11537339,11537339,11537339,11537339,11537339,11537339,11537339,11537339
"Africa","Senegal","Senegal","SEN",285640,504570,758676,1021304,1483137,1498862,1498862,1498862,1498862,1498862,1498862,1498862,1498862
"Africa","Sierra Leone","Sierra Leone","SLE",33411397,54576281,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545,79456545
"Africa","South Sudan","South Sudan","SSD",1762855,2003624,4117015,6525399,6595277,6595277,6595277,6595277,6595277,6595277,6595277,6595277,6595277
"Africa","Tanzania","Tanzania","TZA",5116911,7159235,10980385,15106319,23735812,28332633,33145367,43201947,53230687,57809631,60923456,63926829,63926829
"Africa","Togo","Togo","TGO",2057031,3692352,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341,4584341
"Africa","Uganda","Uganda","UGA",12352510,24561355,41350323,45772106,45772106,45772106,45772106,45772106,45772106,45772106,45772106,45772106,45772106
