"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa","CAR","CAR","CAF",46407934,49820427,75339639,100605643,150714417,175893555,201263350,252762554,305632511,332784219,360450482,417239567,475820736
"Africa","Comoros","Comoros","COM",353936,230880,357354,487750,757946,899048,1043776,1343105,1643386,1792436,1945388,2254870,2562496
"Africa","Congo","Congo","COG",38261522,50783535,73886613,97236565,147147179,173293093,200131709,256144788,314315435,344141835,374352881,435943238,499427298
"Africa","DRC","DRC","COD",746801644,812344592,1231844425,1656344524,2529337037,2978220781,3436008084,4383630326,5371959559,5878694912,6391215794,7426405262,8467971565
"Africa","Eq. Guinea","Eq. Guinea","GNQ",3087500,3251366,4948990,6648872,10052873,11765187,13488624,16958268,20466190,22233777,24010820,27584293,31182215
"Africa","Ethiopia","Ethiopia","ETH",63277027,74319013,111954183,150349264,231255465,275717261,287524229,287524229,287524229,287524229,287524229,287524229,287524229
"Africa","Gabon","Gabon","GAB",13310122,14711595,21804318,28969005,43359461,50637905,57968797,72709434,87575933,95064359,102625940,117892630,133332439
"Africa","Gambia","Gambia","GMB",298903,166726,243489,320014,473004,551843,631836,802935,893185,893185,893185,893185,893185
"Africa","Ghana","Ghana","GHA",77215451,81186401,120786350,162197806,274670057,280277626,280277626,280277626,280277626,280277626,280277626,280277626,280277626
"Africa","Guinea","Guinea","GIN",26068582,29856108,45264693,62060222,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262,72868262
"Africa","Guinea Bissau","Guinea Bissau","GNB",3047184,2863386,4190495,5535193,8313319,9748919,11221984,14297324,15266496,15266496,15266496,15266496,15266496
"Africa","Ivory Coast","Ivory Coast","CIV",172302781,171219724,266971366,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045,324049045
"Africa","Kenya","Kenya","KEN",14534548,14808729,22688872,30765535,47301740,55630453,64008021,81082667,98673119,102589698,102589698,102589698,102589698
"Africa","Liberia","Liberia","LBR",65502289,65633433,100363856,136488761,212635050,252433323,293437792,379129128,469033390,515245002,562038350,656501651,750809812
"Africa","Madagascar","Madagascar","MDG",131386981,137849699,207676531,278305415,424159546,499412011,575573700,687596560,687596560,687596560,687596560,687596560,687596560
"Africa","Malawi","Malawi","MWI",2532258,2554131,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316,3188316
"Africa","Mauritius","Mauritius","MUS",303456,260213,405414,551300,870851,1045306,1231267,1627188,2056103,2280004,2508082,2976063,3451214
"Africa","Mayotte","Mayotte","MYT",563712,563305,851966,1148238,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900
"Africa","Nigeria","Nigeria","NGA",65778225,68319953,102700852,137178411,209720740,250279171,292920868,380127877,479102002,491186235,491186235,491186235,491186235
"Africa","Reunion","Reunion","REU",580071,451108,690926,943962,1425127,1694846,1984981,2603411,3266052,3628556,4002551,4775839,5597161
"Africa","Rwanda","Rwanda","RWA",1925766,2477021,4245278,6031094,9731798,10642327,16018200,16018200,16018200,16018200,16018200,16018200,16018200
"Africa","Senegal","Senegal","SEN",497971,509075,782574,1060330,1623778,1910879,2200160,2772537,3258095,3343006,3343006,3343006,3343006
"Africa","Sierra Leone","Sierra Leone","SLE",61475070,67801908,101749184,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373
"Africa","South Sudan","South Sudan","SSD",2570300,2008729,3427347,5173838,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852
"Africa","Tanzania","Tanzania","TZA",8702347,8934090,13765058,18736355,28804993,33928396,39161645,50004776,61288711,67041088,72863196,84774525,97175398
"Africa","Togo","Togo","TGO",2405085,2576701,3918519,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038
"Africa","Uganda","Uganda","UGA",32249477,35715076,57812177,80613553,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912
"Africa","Zambia","Zambia","ZMB",3136683,3160696,4744501,6334256,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530
"Asia","Australia","Australia – Queensland","QLD",12061,0,0,1069,8791,12378,15964,30152,120048,193611,270313,436171,612950
"Asia","Bangladesh","Bangladesh","BGD",2800901,3513472,4897332,6230179,8597172,9693766,10768488,12880145,14961046,15993800,17013604,18998328,20915145
"Asia","Bhutan","Bhutan","BTN",8050184,8455872,12639937,16822166,25174633,29324777,33473694,41791510,50135623,54327000,58520299,66909413,75316658
"Asia","Brunei","Brunei","BRN",599730,688672,1027494,1375626,2085147,2436611,2781188,3451755,4108457,4437380,4770063,5445308,6130570
"Asia","Cambodia","Cambodia","KHM",116798087,116660410,176512716,237388459,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505
"Asia","Fiji","Fiji","FJI",3075561,2847165,4361074,5891249,8955068,10480572,11968452,14772929,17698433,19211841,20766145,23965574,27298400
"Asia","India","India – Andaman and N.","AN",1730298,1633729,2523150,3416030,5183176,6054076,6923918,8680713,10474080,11378414,12290955,14133124,16003697
"Asia","India","India – North-East","NE",37183122,36729628,56152752,76014650,116734901,137481769,158404520,200693228,243368345,264803030,286295994,329354722,372432477
"Asia","India","India – West. Ghats","WG",36440394,36689462,59748405,84034035,134747750,161051486,188061726,232285309,232285309,232285309,232285309,232285309,232285309
"Asia","Indonesia","Indonesia","IDN",865418777,794965442,1217093575,1660762834,2630239194,3152184420,3695113602,4842665059,6053459418,6676475638,7307802453,8585953286,9876646532
"Asia","Laos","Laos","LAO",144033892,148173807,224222601,300659855,454610828,532134152,610010152,767248848,928798932,928798932,928798932,928798932,928798932
"Asia","Malaysia","Malaysia","MYS",203743567,185851271,290267980,401203545,641711121,768673067,899596742,1172294802,1454691580,1598004609,1742111461,2031437914,2316067541
"Asia","Myanmar","Myanmar","MMR",173306464,172284225,263718875,356166068,543045127,637317190,732202924,923977071,1118203240,1216446672,1315708271,1516833430,1579091149
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",48241294,60481971,86844547,113138198,165460230,191602858,217734092,270303766,323378326,350205573,377204779,431826115,487210001
"Asia","Philippines","Philippines","PHL",67541878,70416862,107744801,145946409,223850277,263426198,303430953,384975999,468902055,511844320,555490515,645013759,737689216
"Asia","Singapore","Singapore","SGP",66133,66777,102431,139435,216598,256784,298365,385452,476135,523174,571527,674863,802520
"Asia","Solomon Isl.","Solomon Isl.","SLB",1518376,1407422,2261814,3156952,4979404,5893759,6829831,8751410,10685643,11657694,12639169,14619713,16624700
"Asia","Sri Lanka","Sri Lanka","LKA",9350814,8395833,13004894,17905273,28169845,33494201,38911106,49960237,61271268,67023305,72836891,84644853,96683649
"Asia","Thailand","Thailand","THA",48419886,50765144,77616960,104564030,158512532,185535756,212573213,266776518,321097984,348316985,375577137,430164311,485152284
"Asia","Timor-Leste","Timor-Leste","TLS",1302590,1280690,1948760,2617298,3952469,4622583,5295123,6650657,8011363,8559921,8838695,8838695,8838695
"Asia","Vanuatu","Vanuatu","VUT",9311,0,0,0,0,11,131,1897,6047,8401,10978,17149,26654
"Asia","Vietnam","Vietnam","VNM",94039174,93304637,141599256,191020148,292949661,345303046,398451375,506896846,618251757,675074761,732959432,777781205,777781205
