"cont","year","fc","perc"
"America",2260,75380560,89.0806088411431
"Asia",2260,26725948,91.1324549598027
"Africa",2261,38368349,86.0837667505867
"America",2261,75059687,89.1270894960934
"Asia",2261,26649632,91.157776253075
"Africa",2262,38225324,86.1356420413504
"America",2262,74738814,89.1735701510436
"Asia",2262,26573316,91.1830975463472
"Africa",2263,38082299,86.1875173321141
"America",2263,74417941,89.2200508059938
"Asia",2263,26497000,91.2084188396195
"Africa",2264,37939274,86.2393926228777
"America",2264,74097068,89.2665314609441
"Asia",2264,26420684,91.2337401328918
"Africa",2265,37796249,86.2912679136414
"America",2265,73776195,89.3130121158943
"Asia",2265,26344368,91.2590614261641
"Africa",2266,37653224,86.3431432044051
"America",2266,73455322,89.3594927708446
"Asia",2266,26268052,91.2843827194364
"Africa",2267,37510199,86.3950184951688
"America",2267,73134449,89.4059734257948
"Asia",2267,26191736,91.3097040127086
"Africa",2268,37367174,86.4468937859325
"America",2268,72813576,89.4524540807451
"Asia",2268,26115420,91.3350253059809
"Africa",2269,37224149,86.4987690766961
"America",2269,72492703,89.4989347356953
"Asia",2269,26039104,91.3603465992532
"Africa",2270,37081124,86.5506443674598
"America",2270,72171830,89.5454153906455
"Asia",2270,25962788,91.3856678925255
"Africa",2271,36938099,86.6025196582235
"America",2271,71850957,89.5918960455958
"Asia",2271,25886472,91.4109891857978
"Africa",2272,36795074,86.6543949489872
"America",2272,71530084,89.638376700546
"Asia",2272,25810156,91.43631047907
"Africa",2273,36652049,86.7062702397509
"America",2273,71209211,89.6848573554962
"Asia",2273,25733840,91.4616317723423
"Africa",2274,36509024,86.7581455305145
"America",2274,70888338,89.7313380104465
"Asia",2274,25657524,91.4869530656146
"Africa",2275,36365999,86.8100208212782
"America",2275,70567465,89.7778186653967
"Asia",2275,25581208,91.5122743588869
"Africa",2276,36222974,86.8618961120419
"America",2276,70246592,89.824299320347
"Asia",2276,25504892,91.5375956521592
"Africa",2277,36079949,86.9137714028056
"America",2277,69925719,89.8707799752972
"Asia",2277,25428576,91.5629169454314
"Africa",2278,35936924,86.9656466935693
"America",2278,69604846,89.9172606302475
"Asia",2278,25352260,91.5882382387037
"Africa",2279,35793899,87.0175219843329
"America",2279,69283973,89.9637412851977
"Asia",2279,25275944,91.613559531976
"Africa",2280,35650874,87.0693972750966
"America",2280,68963100,90.0102219401479
"Asia",2280,25199628,91.6388808252483
"Africa",2281,35507849,87.1212725658603
"America",2281,68642227,90.0567025950982
"Asia",2281,25123312,91.6642021185205
"Africa",2282,35364824,87.173147856624
"America",2282,68321354,90.1031832500484
"Asia",2282,25046996,91.6895234117928
"Africa",2283,35221799,87.2250231473876
"America",2283,68000481,90.1496639049986
"Asia",2283,24971690,91.7145095917703
"Africa",2284,35078774,87.2768984381513
"America",2284,67679608,90.1961445599489
"Asia",2284,24898620,91.7387538773645
"Africa",2285,34935749,87.328773728915
"America",2285,67358735,90.2426252148991
"Asia",2285,24825550,91.7629981629587
"Africa",2286,34792724,87.3806490196787
"America",2286,67037862,90.2891058698494
"Asia",2286,24752480,91.7872424485529
"Africa",2287,34649699,87.4325243104424
"America",2287,66716989,90.3355865247996
"Asia",2287,24679410,91.8114867341471
"Africa",2288,34506674,87.4843996012061
"America",2288,66396116,90.3820671797499
"Asia",2288,24606340,91.8357310197412
"Africa",2289,34363649,87.5362748919697
"America",2289,66075243,90.4285478347001
"Asia",2289,24533270,91.8599753053354
"Africa",2290,34220624,87.5881501827334
"America",2290,65754370,90.4750284896503
"Asia",2290,24460200,91.8842195909296
"Africa",2291,34077599,87.6400254734971
"America",2291,65433497,90.5215091446006
"Asia",2291,24387130,91.9084638765238
"Africa",2292,33934574,87.6919007642608
"America",2292,65112639,90.5679876266979
"Asia",2292,24314060,91.9327081621179
"Africa",2293,33791549,87.7437760550245
"America",2293,64791867,90.6144536511054
"Asia",2293,24240990,91.9569524477121
"Africa",2294,33648524,87.7956513457881
"America",2294,64471095,90.6609196755129
"Asia",2294,24167920,91.9811967333063
"Africa",2295,33505499,87.8475266365518
"America",2295,64154511,90.7067790393944
"Asia",2295,24094850,92.0054410189005
"Africa",2296,33362474,87.8994019273155
"America",2296,63984528,90.7314022428749
"Asia",2296,24021780,92.0296853044947
"Africa",2297,33219449,87.9512772180792
"America",2297,63814545,90.7560254463555
"Asia",2297,23948710,92.0539295900889
"Africa",2298,33076424,88.0031525088428
"America",2298,63644562,90.780648649836
"Asia",2298,23875640,92.078173875683
"Africa",2299,32933399,88.0550277996065
"America",2299,63474579,90.8052718533165
"Asia",2299,23802570,92.1024181612772
"Africa",2300,32790374,88.1069030903702
"America",2300,63304596,90.8298950567971
"Asia",2300,23729500,92.1266624468714
"Africa",2301,32647349,88.1587783811339
"America",2301,63134613,90.8545182602776
"Asia",2301,23656430,92.1509067324656
"Africa",2302,32504324,88.2106536718976
"America",2302,62964630,90.8791414637581
"Asia",2302,23583360,92.1751510180598
"Africa",2303,32361299,88.2625289626612
"America",2303,62794647,90.9037646672386
"Asia",2303,23510290,92.1993953036539
"Africa",2304,32218274,88.3144042534249
"America",2304,62624664,90.9283878707192
"Asia",2304,23437220,92.2236395892481
"Africa",2305,32075249,88.3662795441886
"America",2305,62454681,90.9530110741997
"Asia",2305,23364150,92.2478838748423
"Africa",2306,31932224,88.4181548349523
"America",2306,62284698,90.9776342776802
"Asia",2306,23291080,92.2721281604365
"Africa",2307,31789199,88.470030125716
"America",2307,62114715,91.0022574811607
"Asia",2307,23218010,92.2963724460307
"Africa",2308,31646174,88.5219054164796
"America",2308,61944732,91.0268806846413
"Asia",2308,23144940,92.3206167316248
"Africa",2309,31503149,88.5737807072433
"America",2309,61774749,91.0515038881218
"Asia",2309,23071870,92.344861017219
"Africa",2310,31360124,88.625655998007
"America",2310,61604766,91.0761270916023
"Asia",2310,22998800,92.3691053028132
"Africa",2311,31217099,88.6775312887707
"America",2311,61434783,91.1007502950828
"Asia",2311,22925730,92.3933495884074
"Africa",2312,31074074,88.7294065795344
"America",2312,61264800,91.1253734985634
"Asia",2312,22852660,92.4175938740016
"Africa",2313,30931049,88.781281870298
"America",2313,61094817,91.1499967020439
"Asia",2313,22780203,92.4416347690515
"Africa",2314,30788024,88.8331571610617
"America",2314,60924834,91.1746199055244
"Asia",2314,22709093,92.4652287357766
"Africa",2315,30644999,88.8850324518254
"America",2315,60754851,91.1992431090049
"Asia",2315,22637983,92.4888227025017
"Africa",2316,30501974,88.9369077425891
"America",2316,60584868,91.2238663124855
"Asia",2316,22566873,92.5124166692267
"Africa",2317,30358949,88.9887830333528
"America",2317,60414885,91.248489515966
"Asia",2317,22495763,92.5360106359518
"Africa",2318,30215924,89.0406583241164
"America",2318,60244902,91.2731127194465
"Asia",2318,22424653,92.5596046026769
"Africa",2319,30072899,89.0925336148801
"America",2319,60074921,91.2977356332133
"Asia",2319,22353543,92.583198569402
"Africa",2320,29929874,89.1444089056438
"America",2320,59904949,91.3223572432684
"Asia",2320,22282433,92.6067925361271
"Africa",2321,29786849,89.1962841964075
"America",2321,59734977,91.3469788533235
"Asia",2321,22211323,92.6303865028522
"Africa",2322,29643824,89.2481594871712
"America",2322,59565005,91.3716004633786
"Asia",2322,22140213,92.6539804695773
"Africa",2323,29500799,89.3000347779348
"America",2323,59395033,91.3962220734336
"Asia",2323,22069103,92.6775744363024
"Africa",2324,29357774,89.3519100686985
"America",2324,59225061,91.4208436834887
"Asia",2324,21997993,92.7011684030275
"Africa",2325,29214749,89.4037853594622
"America",2325,59055089,91.4454652935438
"Asia",2325,21926883,92.7247623697525
"Africa",2326,29071724,89.4556606502259
"America",2326,58885117,91.4700869035989
"Asia",2326,21855773,92.7483563364776
"Africa",2327,28928699,89.5075359409896
"America",2327,58715145,91.4947085136539
"Asia",2327,21784663,92.7719503032027
"Africa",2328,28785674,89.5594112317532
"America",2328,58545173,91.519330123709
"Asia",2328,21713553,92.7955442699278
"Africa",2329,28642649,89.6112865225169
"America",2329,58375410,91.5439214586805
"Asia",2329,21642443,92.8191382366529
"Africa",2330,28499624,89.6631618132806
"America",2330,58205657,91.5685113450835
"Asia",2330,21571333,92.842732203378
"Africa",2331,28356599,89.7150371040443
"America",2331,58035904,91.5931012314864
"Asia",2331,21500223,92.8663261701031
"Africa",2332,28213574,89.766912394808
"America",2332,57866151,91.6176911178893
"Asia",2332,21429113,92.8899201368282
"Africa",2333,28070549,89.8187876855716
"America",2333,57696398,91.6422810042923
"Asia",2333,21358003,92.9135141035532
"Africa",2334,27927524,89.8706629763353
"America",2334,57526645,91.6668708906952
"Asia",2334,21286893,92.9371080702783
"Africa",2335,27784499,89.922538267099
"America",2335,57356892,91.6914607770981
"Asia",2335,21215783,92.9607020370034
"Africa",2336,27641474,89.9744135578627
"America",2336,57187139,91.7160506635011
"Asia",2336,21144673,92.9842960037285
"Africa",2337,27498449,90.0262888486264
"America",2337,57017386,91.740640549904
"Asia",2337,21073563,93.0078899704536
"Africa",2338,27355424,90.07816413939
"America",2338,56847633,91.7652304363069
"Asia",2338,21002453,93.0314839371787
"Africa",2339,27212399,90.1300394301537
"America",2339,56677880,91.7898203227099
"Asia",2339,20931343,93.0550779039038
"Africa",2340,27069374,90.1819147209174
"America",2340,56508127,91.8144102091128
"Asia",2340,20860233,93.0786718706289
"Africa",2341,26926349,90.2337900116811
"America",2341,56338374,91.8390000955157
"Asia",2341,20789123,93.1022658373539
"Africa",2342,26783324,90.2856653024448
"America",2342,56168621,91.8635899819187
"Asia",2342,20718013,93.125859804079
"Africa",2343,26640299,90.3375405932084
"America",2343,55998868,91.8881798683216
"Asia",2343,20646903,93.1494537708041
"Africa",2344,26497274,90.3894158839721
"America",2344,55829115,91.9127697547245
"Asia",2344,20575793,93.1730477375292
"Africa",2345,26354249,90.4412911747358
"America",2345,55659362,91.9373596411274
"Asia",2345,20504683,93.1966417042543
"Africa",2346,26211224,90.4931664654995
"America",2346,55489609,91.9619495275304
"Asia",2346,20433573,93.2202356709794
"Africa",2347,26068199,90.5450417562631
"America",2347,55319856,91.9865394139333
"Asia",2347,20362463,93.2438296377045
"Africa",2348,25925174,90.5969170470268
"America",2348,55150103,92.0111293003362
"Asia",2348,20291353,93.2674236044296
"Africa",2349,25782149,90.6487923377905
"America",2349,54980350,92.0357191867392
"Asia",2349,20220243,93.2910175711547
"Africa",2350,25708153,90.6756307507627
"America",2350,54810597,92.0603090731421
"Asia",2350,20149133,93.3146115378797
"Africa",2351,25634659,90.7022870879023
"America",2351,54640844,92.084898959545
"Asia",2351,20078023,93.3382055046048
"Africa",2352,25561165,90.7289434250418
"America",2352,54471091,92.109488845948
"Asia",2352,20006913,93.3617994713299
"Africa",2353,25487671,90.7555997621814
"America",2353,54301338,92.1340787323509
"Asia",2353,19935803,93.385393438055
"Africa",2354,25414177,90.782256099321
"America",2354,54131585,92.1586686187538
"Asia",2354,19864693,93.4089874047801
"Africa",2355,25340683,90.8089124364605
"America",2355,53961832,92.1832585051568
"Asia",2355,19793583,93.4325813715052
"Africa",2356,25267189,90.8355687736001
"America",2356,53792079,92.2078483915597
"Asia",2356,19722473,93.4561753382303
"Africa",2357,25193695,90.8622251107396
"America",2357,53622326,92.2324382779626
"Asia",2357,19651363,93.4797693049554
"Africa",2358,25120201,90.8888814478792
"America",2358,53452573,92.2570281643656
"Asia",2358,19580253,93.5033632716804
"Africa",2359,25046707,90.9155377850188
"America",2359,53282820,92.2816180507685
"Asia",2359,19509143,93.5269572384055
"Africa",2360,24973213,90.9421941221583
"America",2360,53113067,92.3062079371714
"Asia",2360,19438033,93.5505512051306
"Africa",2361,24899719,90.9688504592979
"America",2361,52943314,92.3307978235744
"Asia",2361,19366923,93.5741451718557
"Africa",2362,24826225,90.9955067964375
"America",2362,52773561,92.3553877099773
"Asia",2362,19295813,93.5977391385808
"Africa",2363,24752731,91.022163133577
"America",2363,52603808,92.3799775963802
"Asia",2363,19224703,93.6213331053059
"Africa",2364,24679237,91.0488194707166
"America",2364,52434055,92.4045674827832
"Asia",2364,19153593,93.644927072031
"Africa",2365,24605743,91.0754758078561
"America",2365,52264302,92.4291573691861
"Asia",2365,19082483,93.6685210387561
"Africa",2366,24532249,91.1021321449957
"America",2366,52094549,92.453747255589
"Asia",2366,19011373,93.6921150054811
"Africa",2367,24458755,91.1287884821353
"America",2367,51924796,92.478337141992
"Asia",2367,18940263,93.7157089722062
"Africa",2368,24385261,91.1554448192748
"America",2368,51755043,92.5029270283949
"Asia",2368,18869153,93.7393029389313
"Africa",2369,24311767,91.1821011564144
"America",2369,51585290,92.5275169147978
"Asia",2369,18798043,93.7628969056564
"Africa",2370,24238273,91.2087574935539
"America",2370,51415537,92.5521068012008
"Asia",2370,18726933,93.7864908723815
"Africa",2371,24164779,91.2354138306935
"America",2371,51245784,92.5766966876037
"Asia",2371,18655823,93.8100848391066
"Africa",2372,24091285,91.2620701678331
"America",2372,51076031,92.6012865740066
"Asia",2372,18584713,93.8336788058317
"Africa",2373,24017791,91.2887265049726
"America",2373,50906278,92.6258764604096
"Asia",2373,18513603,93.8572727725568
"Africa",2374,23944297,91.3153828421122
"America",2374,50736525,92.6504663468125
"Asia",2374,18442493,93.8808667392818
"Africa",2375,23870803,91.3420391792518
"America",2375,50566772,92.6750562332154
"Asia",2375,18371383,93.9044607060069
"Africa",2376,23797309,91.3686955163913
"America",2376,50397019,92.6996461196184
"Asia",2376,18300273,93.928054672732
"Africa",2377,23723815,91.3953518535309
"America",2377,50227266,92.7242360060213
"Asia",2377,18229163,93.9516486394571
"Africa",2378,23650321,91.4220081906705
"America",2378,50057513,92.7488258924242
"Asia",2378,18158053,93.9752426061822
"Africa",2379,23576827,91.44866452781
"America",2379,49887760,92.7734157788271
"Asia",2379,18086943,93.9988365729073
"Africa",2380,23503333,91.4753208649496
"America",2380,49718007,92.7980056652301
"Asia",2380,18015833,94.0224305396324
"Africa",2381,23429839,91.5019772020891
"America",2381,49548254,92.822595551633
"Asia",2381,17944723,94.0460245063575
"Africa",2382,23356345,91.5286335392287
"America",2382,49378501,92.847185438036
"Asia",2382,17873613,94.0696184730826
"Africa",2383,23282851,91.5552898763683
"America",2383,49208748,92.8717753244389
"Asia",2383,17802503,94.0932124398076
"Africa",2384,23209357,91.5819462135078
"America",2384,49038995,92.8963652108418
"Asia",2384,17731393,94.1168064065327
"Africa",2385,23135863,91.6086025506474
"America",2385,48869242,92.9209550972447
"Asia",2385,17660283,94.1404003732578
"Africa",2386,23062369,91.6352588877869
"America",2386,48699489,92.9455449836477
"Asia",2386,17589173,94.1639943399829
"Africa",2387,22988875,91.6619152249265
"America",2387,48529736,92.9701348700506
"Asia",2387,17518063,94.187588306708
"Africa",2388,22915381,91.6885715620661
"America",2388,48359983,92.9947247564535
"Asia",2388,17446953,94.2111822734331
"Africa",2389,22841887,91.7152278992056
"America",2389,48190230,93.0193146428565
"Asia",2389,17375843,94.2347762401582
"Africa",2390,22768393,91.7418842363452
"America",2390,48020477,93.0439045292594
"Asia",2390,17304733,94.2583702068833
"Africa",2391,22694899,91.7685405734848
"America",2391,47850724,93.0684944156623
"Asia",2391,17233623,94.2819641736083
"Africa",2392,22621405,91.7951969106243
"America",2392,47680971,93.0930843020653
"Asia",2392,17162513,94.3055581403334
"Africa",2393,22547911,91.8218532477639
"America",2393,47511218,93.1176741884682
"Asia",2393,17091403,94.3291521070585
"Africa",2394,22474417,91.8485095849034
"America",2394,47341465,93.1422640748711
"Asia",2394,17020293,94.3527460737836
"Africa",2395,22400923,91.875165922043
"America",2395,47171712,93.1668539612741
"Asia",2395,16949183,94.3763400405087
"Africa",2396,22327429,91.9018222591826
"America",2396,47001959,93.191443847677
"Asia",2396,16878073,94.3999340072338
"Africa",2397,22253935,91.9284785963221
"America",2397,46832206,93.2160337340799
"Asia",2397,16806963,94.4235279739589
"Africa",2398,22180441,91.9551349334617
"America",2398,46662453,93.2406236204829
"Asia",2398,16735853,94.447121940684
"Africa",2399,22106947,91.9817912706012
"America",2399,46492700,93.2652135068858
"Asia",2399,16664743,94.470715907409
"Africa",2400,22033453,92.0084476077408
"America",2400,46322947,93.2898033932887
"Asia",2400,16593633,94.4943098741341
