"area_cont","area_ctry","area_name","area_code","for2000","for2005","for2010","for2015","for2020","d_se","d_mean","d_min","d_max","andef","pdef","for2030","for2035","for2040","for2050","for2055","for2060","for2070","for2080","for2085","for2090","for2100","yrdis"
"Africa","Guinea Bissau","Guinea Bissau","GNB",410011,357620,335068,312085,290321,277,4789,4247,5332,5332,1.7,237001,210341,183681,130361,103701,77041,23721,0,0,0,0,2074
"Africa","Ivory Coast","Ivory Coast","CIV",7710141,7163039,6367822,5110407,3871989,34008,258740,192085,325396,325396,6.9,618029,0,0,0,0,0,0,0,0,0,0,2031
"Africa","Kenya","Kenya","KEN",1206091,1030146,901761,837152,749180,4497,18935,10121,27749,27749,3.6,471690,332945,194200,0,0,0,0,0,0,0,0,2046
"Africa","Liberia","Liberia","LBR",8909145,8868862,8706835,8359197,7804544,13866,92196,65019,119374,119374,1.5,6610804,6013934,5417064,4223324,3626454,3029584,1835844,642104,45234,0,0,2085
"Africa","Madagascar","Madagascar","MDG",7211553,6334507,5668869,4960761,4543201,12667,125713,100885,150541,150541,3,3037791,2285086,1532381,26971,0,0,0,0,0,0,0,2050
"Africa","Malawi","Malawi","MWI",115028,92771,70952,47992,38379,582,3588,2447,4729,4729,10.4,0,0,0,0,0,0,0,0,0,0,0,2028
"Africa","Mauritius","Mauritius","MUS",49679,49256,47404,44690,43480,170,435,101,768,768,1.8,35800,31960,28120,20440,16600,12760,5080,0,0,0,0,2076
"Africa","Mayotte","Mayotte","MYT",17934,17898,17253,13477,12236,185,493,131,855,855,6.6,3686,0,0,0,0,0,0,0,0,0,0,2034
"Africa","Nigeria","Nigeria","NGA",7777166,7571499,7242546,6852150,6257778,16391,100785,68659,132910,132910,2,4928678,4264128,3599578,2270478,1605928,941378,0,0,0,0,0,2067
"Africa","Reunion","Reunion","REU",141857,141813,141743,138428,134053,180,706,352,1059,1059,0.8,123463,118168,112873,102283,96988,91693,81103,70513,65218,59923,49333,2146
"Africa","Rwanda","Rwanda","RWA",288448,231137,199111,169040,159771,1311,5065,2495,7635,7635,4.7,83421,45246,7071,0,0,0,0,0,0,0,0,2040
"Africa","Senegal","Senegal","SEN",139624,135014,131508,127980,123646,224,703,263,1142,1142,0.9,112226,106516,100806,89386,83676,77966,66546,55126,49416,43706,32286,2128
"Africa","Sierra Leone","Sierra Leone","SLE",3462182,3033370,2364721,1787914,1379963,14410,112450,84207,140694,140694,8.6,0,0,0,0,0,0,0,0,0,0,0,2029
"Africa","South Sudan","South Sudan","SSD",268640,231854,206744,182335,163766,553,4551,3467,5634,5634,3.1,107426,79256,51086,0,0,0,0,0,0,0,0,2049
"Africa","Tanzania","Tanzania","TZA",1444419,1293163,1208300,1130421,1089819,2070,13598,9540,17655,17655,1.6,913269,824994,736719,560169,471894,383619,207069,30519,0,0,0,2081
"Africa","Togo","Togo","TGO",159931,125957,104138,87032,65083,855,3887,2211,5564,5564,7.4,9443,0,0,0,0,0,0,0,0,0,0,2031
"Africa","Uganda","Uganda","UGA",1888004,1489147,1105528,849742,744998,6444,43532,30901,56163,56163,6.8,183368,0,0,0,0,0,0,0,0,0,0,2033
"Africa","Zambia","Zambia","ZMB",182617,142735,115938,95857,79807,660,3782,2488,5075,5075,5.6,29057,3682,0,0,0,0,0,0,0,0,0,2035
"Asia","Australia","Australia – Queensland","QLD",2078357,1968732,1896545,1831643,1776671,3109,14193,8100,20286,20286,1.1,1573811,1472381,1370951,1168091,1066661,965231,762371,559511,458081,356651,153791,2107
"Asia","Bangladesh","Bangladesh","BGD",982346,901540,831470,797984,781964,931,5949,4124,7773,7773,1,704234,665369,626504,548774,509909,471044,393314,315584,276719,237854,160124,2120
"Asia","Bhutan","Bhutan","BTN",2019326,1952777,1886291,1824727,1795038,1253,10769,8313,13226,13226,0.7,1662778,1596648,1530518,1398258,1332128,1265998,1133738,1001478,935348,869218,736958,2155
"Asia","Brunei","Brunei","BRN",515193,507557,502251,497818,494430,111,901,684,1119,1119,0.2,483240,477645,472050,460860,455265,449670,438480,427290,421695,416100,404910,2461
"Asia","Cambodia","Cambodia","KHM",4829395,4371680,3882966,3218407,2792304,16576,110142,77653,142631,142631,4.5,1365994,652839,0,0,0,0,0,0,0,0,0,2039
"Asia","Fiji","Fiji","FJI",1006437,988762,964772,936652,924361,717,4465,3060,5869,5869,0.6,865671,836326,806981,748291,718946,689601,630911,572221,542876,513531,454841,2177
"Asia","India","India – Andaman and N.","AN",612986,607541,592206,581136,573667,655,1960,675,3245,3245,0.6,541217,524992,508767,476317,460092,443867,411417,378967,362742,346517,314067,2196
"Asia","India","India – North-East","NE",7278123,6641155,6052815,5706312,5537158,9791,65405,46215,84595,84595,1.5,4691208,4268233,3845258,2999308,2576333,2153358,1307408,461458,38483,0,0,2085
"Asia","India","India – West. Ghats","WG",3159068,2930478,2722878,2460868,2200503,8617,54280,37390,71170,71170,3,1488803,1132953,777103,65403,0,0,0,0,0,0,0,2050
"Asia","Indonesia","Indonesia","IDN",141244075,134714299,127698859,121333147,116317384,144519,1215436,932180,1498693,1498693,1.2,101330454,93836989,86343524,71356594,63863129,56369664,41382734,26395804,18902339,11408874,0,2097
"Asia","Laos","Laos","LAO",11937411,10843570,9861627,9039429,8253784,12893,163537,138267,188807,188807,2.1,6365714,5421679,4477644,2589574,1645539,701504,0,0,0,0,0,2063
"Asia","Malaysia","Malaysia","MYS",25988566,24250563,22531945,20991138,20114506,25448,269268,219391,319146,319146,1.5,16923046,15327316,13731586,10540126,8944396,7348666,4157206,965746,0,0,0,2083
"Asia","Myanmar","Myanmar","MMR",18734733,17092800,15639449,14431336,13647894,22143,219704,176304,263105,263105,1.8,11016844,9701319,8385794,5754744,4439219,3123694,492644,0,0,0,0,2071
"Asia","New Caledonia","New Caledonia","NCL",905048,896387,882999,868974,852688,449,3246,2365,4126,4126,0.5,811428,790798,770168,728908,708278,687648,646388,605128,584498,563868,522608,2226
"Asia","Papua New Guinea","Papua New Guinea","PNG",40631911,40122267,39910047,39631637,39233011,13769,67637,40650,94624,94624,0.2,38286771,37813651,37340531,36394291,35921171,35448051,34501811,33555571,33082451,32609331,31663091,2434
"Asia","Philippines","Philippines","PHL",14960306,14316496,13822210,13271615,12707264,24654,104898,56575,153220,153220,1.2,11175064,10408964,9642864,8110664,7344564,6578464,5046264,3514064,2747964,1981864,449664,2102
"Asia","Singapore","Singapore","SGP",16809,15833,15303,14468,13571,34,173,107,239,239,1.7,11181,9986,8791,6401,5206,4011,1621,0,0,0,0,2076
"Asia","Solomon Isl.","Solomon Isl.","SLB",2762933,2761361,2759216,2753056,2738168,464,1872,962,2781,2781,0.1,2710358,2696453,2682548,2654738,2640833,2626928,2599118,2571308,2557403,2543498,2515688,3004
"Asia","Sri Lanka","Sri Lanka","LKA",2114328,1895920,1752648,1646654,1575628,3767,21152,13767,28536,28536,1.8,1290268,1147588,1004908,719548,576868,434188,148828,0,0,0,0,2075
"Asia","Thailand","Thailand","THA",7316752,6836910,6409676,6100640,5811122,9981,60742,41180,80305,80305,1.3,5008072,4606547,4205022,3401972,3000447,2598922,1795872,992822,591297,189772,0,2092
"Asia","Timor-Leste","Timor-Leste","TLS",133922,105710,89910,81292,75244,600,1957,781,3134,3134,4.2,43904,28234,12564,0,0,0,0,0,0,0,0,2044
"Asia","Vanuatu","Vanuatu","VUT",1158704,1158364,1158339,1157298,1149824,246,700,217,1183,1183,0.1,1137994,1132079,1126164,1114334,1108419,1102504,1090674,1078844,1072929,1067014,1055184,2991
"Asia","Vietnam","Vietnam","VNM",11003880,9856135,8814250,8090450,7528100,13314,134541,108445,160637,160637,2,5921730,5118545,4315360,2708990,1905805,1102620,0,0,0,0,0,2066
